"X5uM_10h" "X5uM_10h.1" "X5uM_10h.2" "X5uM_10h.3" "X5uM_10h.4" "X5uM_10h.5" "X10uM_10h" "X10uM_10h.1" "X10uM_10h.2" "X10uM_10h.3" "X10uM_10h.4" "X10uM_10h.5" "Veh_24h" "Veh_24h.1" "Veh_24h.2" "Veh_24h.3" "Veh_24h.4" "Veh_24h.5" "X10uM_24h" "X10uM_24h.1" "X10uM_24h.2" "X10uM_24h.3" "X10uM_24h.4" "X10uM_24h.5" "UT_48h" "UT_48h.1" "UT_48h.2" "UT_48h.3" "UT_48h.4" "UT_48h.5" "Veh_48h" "Veh_48h.1" "Veh_48h.2" "Veh_48h.3" "Veh_48h.4" "Veh_48h.5" "X5uM_48h" "X5uM_48h.1" "X5uM_48h.2" "X5uM_48h.3" "X5uM_48h.4" "X5uM_48h.5" "Veh_72h" "Veh_72h.1" "Veh_72h.2" "Veh_72h.3" "Veh_72h.4" "Veh_72h.5"
"1,2-dilinoleoyl-GPC (18:2/18:2)" 5.77752831508256 5.66893914983783 5.64800559922495 NA 5.68409546688501 5.43738268325887 NA NA NA NA 5.67679051505494 NA 5.80758914238976 5.73237847882236 5.88393725228007 5.93146092192757 NA 5.83398428240459 6.04716852037923 5.78031515146571 NA 5.78595946136182 NA 5.76459975527101 NA 6.01826265562113 5.72422014522449 5.18487305849839 5.7583993647168 5.84810348169376 NA NA 5.74160142416251 NA 5.78243320621164 5.8990836555621 5.73040836317887 NA 5.85615166240286 NA NA 5.84587287426422 NA NA 5.67780033493304 5.86515670296654 5.75077598590453 5.85419851782967
"1,2-dioleoyl-GPC (18:1/18:1)*" 7.45595112932784 7.44825488275653 7.43836827968793 7.51887228235467 7.50488731360395 7.54833044344959 7.58006972526142 7.42853597456136 7.36099564064885 7.53592987690191 7.48030753750229 7.58159725814854 7.35834072262373 7.43067922723321 7.48960581283631 7.71577507861069 7.50894375095464 7.51953309825757 7.30039394014248 7.53855332550795 7.34633677613815 7.5092904479783 7.6707152312821 7.68820254922541 7.54773282409322 7.86683155006987 7.46363221462711 6.9669079031911 7.66724612343591 7.73774557854967 7.62999723201832 7.67136707429063 7.6648108851385 7.48687347409509 7.48260189315979 7.78606947045007 7.60381334210878 7.68530123917639 7.53241302441349 7.59251171248837 7.43501019119635 7.69713884659396 7.68865232089291 7.83207629327878 7.6587247714776 7.76846739811086 7.89534009961778 7.94655298607082
"1,2-dioleoyl-GPE (18:1/18:1)" 6.50552520946584 6.34722303882758 6.39878519138183 6.58215635109375 6.51394423527621 6.6407884153968 6.58461952733192 6.365440060097 6.18547812498584 6.52820055216162 6.35922400542235 6.5953401123031 6.31053379397724 6.50709559589354 6.42022152802784 6.66743007010474 6.4638132863967 6.59097116798306 6.22481317894644 6.41787258695819 6.16196811186591 6.3864015727883 6.57180569312669 6.6032380444943 6.51898298774475 6.75455251315883 6.32283576197019 5.92813611976724 6.55551063951328 6.65724053222919 6.5575454566322 6.57014921127213 6.51898022702706 6.39575680410541 6.40897221958414 6.69922303743339 6.47167917533495 6.59082512225576 6.34914187427163 6.52242806127856 6.27925777551734 6.57329384695621 6.52026259555759 6.65915842247199 6.50410546648464 6.69632038536445 6.72139383870835 6.76907616993066
"1,2-dioleoyl-GPI (18:1/18:1)" 5.82558253947553 5.71515564261772 5.69198540467714 5.84216723244064 5.66582480283809 5.82647779651583 5.80910902658935 5.70819902182285 5.66304097489397 5.83354997069233 5.70998019782682 5.8525129304525 5.5573351342753 5.75844405515498 5.73465904097212 5.84121363817143 5.68503375433325 5.71694524163641 5.71939510037753 5.85561363623957 5.74943483221675 5.82491687032713 5.94532084079227 6.04510068833477 5.6129924798056 5.88320476014842 5.60008598640552 5.24424494964868 5.66326075549793 5.8267723543814 5.7539857626015 5.77104556079285 5.64196167435531 5.56787529367381 5.65999601929124 5.81999773351078 5.89583785560542 5.86011690938518 5.69817625770064 5.89466158815262 5.7495678199031 5.90765101659216 5.81708321361508 5.88272712350944 5.78756744089874 5.94627389253145 5.94900384969784 6.01348228410426
"1,2-dipalmitoleoyl-GPC (16:1/16:1)*" 6.09207363248706 6.00885513846741 6.0192097887631 6.15475618629542 5.96800122168625 6.22241886447827 6.19368047346604 6.01743821363907 6.10359917822899 6.21093406977492 6.13524399466207 6.17207638031441 5.90616204391837 6.1229769471575 6.17661557016963 6.23925091553021 6.169455762579 6.31405080801331 6.06446922083552 6.18050034286623 6.16999606896024 6.17883455589427 6.25540518592535 6.19428422973205 6.2571496613553 6.49679214582569 5.89113866030872 5.70421917457165 6.27587384498506 6.43222345917851 6.29214881396535 6.31134500815034 6.34066517197182 6.20971174291044 6.26883318528504 6.44291525619693 6.13361713819757 6.13500154783448 6.21336340229497 6.11599671223927 5.88983877468065 6.32047281927022 6.43756824767706 6.43850674941875 6.39455796489663 6.53076263492518 6.27952481708565 6.55962178760897
"1,2-dipalmitoyl-GPC (16:0/16:0)" 6.7958726516472 6.67866648735097 6.80982438527298 6.91551469961843 6.84654474433677 6.94545785073646 6.89344915722723 6.52818832534277 6.68006415327116 6.88388102477325 6.79135143010893 6.93032708161116 6.8458342892401 6.97625306594808 6.95798352855057 7.25671360981987 6.92431971492824 7.01294452013514 6.71924773527587 7.00269747715286 6.78302631901562 6.90722438040451 7.11766188553834 7.18753053465283 6.98988305053947 7.32044947988173 6.85986325799507 6.42525470837005 7.12021338296716 7.27567536420836 7.13971440092488 7.20165410144514 7.1343092252419 6.94862639254073 6.92301178002171 7.27737951606671 7.13548948526124 7.20168956004898 6.95554724318135 7.1501433912721 6.84072389686672 7.24364623051996 7.20560365544839 7.37207042341326 7.07340433539519 7.20371812868597 7.32493266906009 7.39581832641707
"1,2-distearoyl-GPC (18:0/18:0)" NA NA NA NA NA NA NA NA NA NA NA NA NA NA 4.63565461611812 4.94462083477879 4.64689362416775 4.614074228746 NA NA NA NA NA 4.97179984101209 5.25096131299417 5.28230482837057 4.81295344351413 NA 5.02907113550507 5.15677926037818 5.03360869338415 5.08098344279235 5.13406549039431 4.94954612940454 4.92935249912549 5.19256745333655 4.91196682689664 5.02274583039172 NA 4.99032109186885 4.86376288085529 5.12668326338829 5.25843373430927 5.20005940581899 5.25747217596698 5.46054154511207 5.40909075574638 5.29648968228505
"1,2-distearoyl-GPG (18:0/18:0)" NA NA NA 5.49294328484129 NA NA 5.56787059504261 5.32083562280183 NA 5.40235425134439 5.17460633150357 5.63270524504424 NA 5.54961378933174 5.57321402565326 5.76494760889664 5.72284772702811 5.5664068488982 NA NA NA NA 5.32314480277071 5.59013489054443 5.61801251450175 5.86884772760247 5.58979773917464 NA 5.58284143963527 5.85333675758985 5.64277108920975 5.66174644821243 5.52303983865215 5.55785834519847 5.51205971554194 5.77636407552874 5.49625416856081 5.48643047885443 NA 5.54130085684042 NA 5.52535194554606 5.66459027075436 5.63763380332047 5.69533805537606 5.92146745262723 5.79118098369126 5.91409552280828
"1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*" 5.20099542105894 5.07748418614617 4.84984305885875 5.32300238643563 NA 5.31357407809408 5.39637198407864 4.89325673292471 4.57635286980054 5.2431323423937 5.1802090543841 NA NA NA 5.07306917237262 5.46246538319398 5.05761666301984 NA NA 5.23950718992048 NA 5.13543480247764 5.35193731379518 5.49996735948278 5.37941611729235 5.7199880335291 NA NA 5.42156444375858 5.5799504250817 NA 5.14478585513175 5.33185024922626 NA NA 5.54282916013352 NA 5.36404042278139 NA 5.26215433913337 5.02347058122426 5.34377084714624 5.0837139823694 5.47149267247524 NA 5.67428230797582 5.71180385586707 5.65984206908346
"1-(1-enyl-oleoyl)-GPE (P-18:1)*" NA NA NA NA NA NA NA NA NA NA 4.78121665907969 NA NA NA 5.21453390543683 NA 5.12970600074632 5.00046444666096 4.96356117978962 5.05012057181061 4.93392743326635 NA 5.19420064857729 4.95001903389999 5.59112250909737 5.52571970751157 5.51814924263812 NA 5.59851693542689 5.70079541108023 5.36789426150302 5.31820737991457 5.70757613696168 5.30206455478139 5.54427273493275 5.64268309639215 5.15893815377926 5.2583546839148 5.29288047454089 5.1829621687946 5.27083250030121 5.27223392002283 5.57913395501172 5.68704088607058 5.86613723042664 5.79249464711399 5.92408380955951 5.79224316340982
