"X5uM_10h" "X5uM_10h.1" "X5uM_10h.2" "X5uM_10h.3" "X5uM_10h.4" "X5uM_10h.5" "X10uM_10h" "X10uM_10h.1" "X10uM_10h.2" "X10uM_10h.3" "X10uM_10h.4" "X10uM_10h.5" "UT_24h" "UT_24h.1" "UT_24h.2" "UT_24h.3" "UT_24h.4" "UT_24h.5" "Veh_24h" "Veh_24h.1" "Veh_24h.2" "Veh_24h.3" "Veh_24h.4" "Veh_24h.5" "X5uM_24h" "X5uM_24h.1" "X5uM_24h.2" "X5uM_24h.3" "X5uM_24h.4" "X5uM_24h.5" "X10uM_24h" "X10uM_24h.1" "X10uM_24h.2" "X10uM_24h.3" "X10uM_24h.4" "X10uM_24h.5" "Veh_48h" "Veh_48h.1" "Veh_48h.2" "Veh_48h.3" "Veh_48h.4" "Veh_48h.5" "Veh_72h" "Veh_72h.1" "Veh_72h.2" "Veh_72h.3" "Veh_72h.4" "Veh_72h.5"
"1,2-dilinoleoyl-GPC (18:2/18:2)" 5.77752831508256 5.66893914983783 5.64800559922495 NA 5.68409546688501 5.43738268325887 NA NA NA NA 5.67679051505494 NA 5.33082960397047 5.75274199625021 5.95209711237027 5.77052432695832 5.66596352692022 5.79450965628035 5.80758914238976 5.73237847882236 5.88393725228007 5.93146092192757 NA 5.83398428240459 5.7945291737237 5.98574433135853 NA 6.13192839764759 NA NA 6.04716852037923 5.78031515146571 NA 5.78595946136182 NA 5.76459975527101 NA NA 5.74160142416251 NA 5.78243320621164 5.8990836555621 NA NA 5.67780033493304 5.86515670296654 5.75077598590453 5.85419851782967
"1,2-dioleoyl-GPC (18:1/18:1)*" 7.45595112932784 7.44825488275653 7.43836827968793 7.51887228235467 7.50488731360395 7.54833044344959 7.58006972526142 7.42853597456136 7.36099564064885 7.53592987690191 7.48030753750229 7.58159725814854 7.34485140049418 7.48557186718142 7.51966986080545 7.60730100902584 7.40112229639226 7.51482874456485 7.35834072262373 7.43067922723321 7.48960581283631 7.71577507861069 7.50894375095464 7.51953309825757 7.55708058984823 7.58578579850498 7.53440065682351 7.57262540125603 7.5092746656944 7.48165828887335 7.30039394014248 7.53855332550795 7.34633677613815 7.5092904479783 7.6707152312821 7.68820254922541 7.62999723201832 7.67136707429063 7.6648108851385 7.48687347409509 7.48260189315979 7.78606947045007 7.68865232089291 7.83207629327878 7.6587247714776 7.76846739811086 7.89534009961778 7.94655298607082
"1,2-dioleoyl-GPE (18:1/18:1)" 6.50552520946584 6.34722303882758 6.39878519138183 6.58215635109375 6.51394423527621 6.6407884153968 6.58461952733192 6.365440060097 6.18547812498584 6.52820055216162 6.35922400542235 6.5953401123031 6.33956412461395 6.42087883975452 6.46962293098451 6.597947135233 6.34516408140891 6.40766482304203 6.31053379397724 6.50709559589354 6.42022152802784 6.66743007010474 6.4638132863967 6.59097116798306 6.37835646836853 6.44831883678757 6.44560871742217 6.61798247666087 6.44869503737519 6.51944719597514 6.22481317894644 6.41787258695819 6.16196811186591 6.3864015727883 6.57180569312669 6.6032380444943 6.5575454566322 6.57014921127213 6.51898022702706 6.39575680410541 6.40897221958414 6.69922303743339 6.52026259555759 6.65915842247199 6.50410546648464 6.69632038536445 6.72139383870835 6.76907616993066
"1,2-dioleoyl-GPI (18:1/18:1)" 5.82558253947553 5.71515564261772 5.69198540467714 5.84216723244064 5.66582480283809 5.82647779651583 5.80910902658935 5.70819902182285 5.66304097489397 5.83354997069233 5.70998019782682 5.8525129304525 5.52388427493024 5.70141772598407 5.63680672997208 5.77115811815366 5.5028461894471 5.69514181318161 5.5573351342753 5.75844405515498 5.73465904097212 5.84121363817143 5.68503375433325 5.71694524163641 5.78768358646732 5.80993123096104 5.79663537990119 5.79113883581933 5.79835572220678 5.8654557706206 5.71939510037753 5.85561363623957 5.74943483221675 5.82491687032713 5.94532084079227 6.04510068833477 5.7539857626015 5.77104556079285 5.64196167435531 5.56787529367381 5.65999601929124 5.81999773351078 5.81708321361508 5.88272712350944 5.78756744089874 5.94627389253145 5.94900384969784 6.01348228410426
"1,2-dipalmitoleoyl-GPC (16:1/16:1)*" 6.09207363248706 6.00885513846741 6.0192097887631 6.15475618629542 5.96800122168625 6.22241886447827 6.19368047346604 6.01743821363907 6.10359917822899 6.21093406977492 6.13524399466207 6.17207638031441 6.03099295882722 6.16807447392996 6.19789310158674 6.25262369206505 6.17871111224045 6.21886805688761 5.90616204391837 6.1229769471575 6.17661557016963 6.23925091553021 6.169455762579 6.31405080801331 5.8923122521719 6.30781490263634 6.22673313714116 6.28972827005635 6.10161305418122 6.12952941845122 6.06446922083552 6.18050034286623 6.16999606896024 6.17883455589427 6.25540518592535 6.19428422973205 6.29214881396535 6.31134500815034 6.34066517197182 6.20971174291044 6.26883318528504 6.44291525619693 6.43756824767706 6.43850674941875 6.39455796489663 6.53076263492518 6.27952481708565 6.55962178760897
"1,2-dipalmitoyl-GPC (16:0/16:0)" 6.7958726516472 6.67866648735097 6.80982438527298 6.91551469961843 6.84654474433677 6.94545785073646 6.89344915722723 6.52818832534277 6.68006415327116 6.88388102477325 6.79135143010893 6.93032708161116 6.67381353152154 6.8535938834146 6.96921735898018 7.14375487574253 6.73906465897259 6.94344742356406 6.8458342892401 6.97625306594808 6.95798352855057 7.25671360981987 6.92431971492824 7.01294452013514 6.87833103169552 6.92371107447747 6.9596001749039 7.04235519878641 6.95396693456056 7.00343743805876 6.71924773527587 7.00269747715286 6.78302631901562 6.90722438040451 7.11766188553834 7.18753053465283 7.13971440092488 7.20165410144514 7.1343092252419 6.94862639254073 6.92301178002171 7.27737951606671 7.20560365544839 7.37207042341326 7.07340433539519 7.20371812868597 7.32493266906009 7.39581832641707
"1,2-distearoyl-GPC (18:0/18:0)" NA NA NA NA NA NA NA NA NA NA NA NA 4.64934459614742 4.56827214448959 4.58517862850352 4.70458802403381 NA NA NA NA 4.63565461611812 4.94462083477879 4.64689362416775 4.614074228746 NA NA NA NA NA 4.56399102258615 NA NA NA NA NA 4.97179984101209 5.03360869338415 5.08098344279235 5.13406549039431 4.94954612940454 4.92935249912549 5.19256745333655 5.25843373430927 5.20005940581899 5.25747217596698 5.46054154511207 5.40909075574638 5.29648968228505
"1,2-distearoyl-GPG (18:0/18:0)" NA NA NA 5.49294328484129 NA NA 5.56787059504261 5.32083562280183 NA 5.40235425134439 5.17460633150357 5.63270524504424 5.37097360090012 5.45513733883556 5.39108161264143 5.68589483399921 5.28216651044242 5.58640612333057 NA 5.54961378933174 5.57321402565326 5.76494760889664 5.72284772702811 5.5664068488982 NA 5.48583637157296 NA 5.39302035583184 NA 5.56375273112163 NA NA NA NA 5.32314480277071 5.59013489054443 5.64277108920975 5.66174644821243 5.52303983865215 5.55785834519847 5.51205971554194 5.77636407552874 5.66459027075436 5.63763380332047 5.69533805537606 5.92146745262723 5.79118098369126 5.91409552280828
"1-(1-enyl-oleoyl)-2-oleoyl-GPE (P-18:1/18:1)*" 5.20099542105894 5.07748418614617 4.84984305885875 5.32300238643563 NA 5.31357407809408 5.39637198407864 4.89325673292471 4.57635286980054 5.2431323423937 5.1802090543841 NA NA NA 4.61061758311221 5.52461808138786 NA 5.05041456030172 NA NA 5.07306917237262 5.46246538319398 5.05761666301984 NA 5.12352498094273 NA NA 5.19601305208545 NA 5.04656929632862 NA 5.23950718992048 NA 5.13543480247764 5.35193731379518 5.49996735948278 NA 5.14478585513175 5.33185024922626 NA NA 5.54282916013352 5.0837139823694 5.47149267247524 NA 5.67428230797582 5.71180385586707 5.65984206908346
"1-(1-enyl-oleoyl)-GPE (P-18:1)*" NA NA NA NA NA NA NA NA NA NA 4.78121665907969 NA NA 5.1583082018918 5.08209928945681 5.00523629773766 4.9859381639521 5.25653254217926 NA NA 5.21453390543683 NA 5.12970600074632 5.00046444666096 4.919041463586 5.08688991587548 4.99930457233835 NA NA 4.93750786200587 4.96356117978962 5.05012057181061 4.93392743326635 NA 5.19420064857729 4.95001903389999 5.36789426150302 5.31820737991457 5.70757613696168 5.30206455478139 5.54427273493275 5.64268309639215 5.57913395501172 5.68704088607058 5.86613723042664 5.79249464711399 5.92408380955951 5.79224316340982
