"X5uM_10h" "X5uM_10h.1" "X5uM_10h.2" "X5uM_10h.3" "X5uM_10h.4" "X5uM_10h.5" "X10uM_10h" "X10uM_10h.1" "X10uM_10h.2" "X10uM_10h.3" "X10uM_10h.4" "X10uM_10h.5" "UT_24h" "UT_24h.1" "UT_24h.2" "UT_24h.3" "UT_24h.4" "UT_24h.5" "Veh_24h" "Veh_24h.1" "Veh_24h.2" "Veh_24h.3" "Veh_24h.4" "Veh_24h.5" "X5uM_24h" "X5uM_24h.1" "X5uM_24h.2" "X5uM_24h.3" "X5uM_24h.4" "X5uM_24h.5" "X10uM_24h" "X10uM_24h.1" "X10uM_24h.2" "X10uM_24h.3" "X10uM_24h.4" "X10uM_24h.5" "UT_48h" "UT_48h.1" "UT_48h.2" "UT_48h.3" "UT_48h.4" "UT_48h.5" "Veh_48h" "Veh_48h.1" "Veh_48h.2" "Veh_48h.3" "Veh_48h.4" "Veh_48h.5" "X5uM_48h" "X5uM_48h.1" "X5uM_48h.2" "X5uM_48h.3" "X5uM_48h.4" "X5uM_48h.5"
"arginine" 9.57887049830055 9.56745527960809 9.56111231818741 9.55642150817113 9.55506820139779 9.56452909812766 9.58389500265525 9.55712031939049 9.58479384893748 9.54968813950225 9.54926059431994 9.57250800640621 9.53991889426321 9.5388055530086 9.55801366582106 9.54687616830955 9.56448448883953 9.53981907947787 9.56455718871807 9.55389405127559 9.57033030208695 9.50542644902705 9.55790697107211 9.56986385632868 9.58045054091745 9.56372980082448 9.55599714425828 9.55574058885346 9.56906233076688 9.5812600915963 9.52666587636107 9.55459780604425 9.55537944191491 9.53303994438368 9.56882769345699 9.56653154701235 9.52803844960188 9.52439840717492 9.49836008755839 9.52014705543581 9.53805407116469 9.52798205155875 9.51684544013588 9.50465713935833 9.56148286068624 9.5254629222963 9.54591559511974 9.53059489388711 9.49032221467868 9.51584926830422 9.5556459846429 9.52510731190469 9.50496506848585 9.50765521906433
"argininosuccinate" NA 4.59126500439154 4.83037692256997 4.6497825549212 4.81180951518113 NA 4.75782100420589 NA 4.94114854082005 NA 4.84732583078542 NA 4.76498267738339 4.92850850838216 4.88009870408331 4.87245347329631 NA 5.07696067691323 4.99141216202623 NA 4.90694887047686 4.71676269473954 NA 4.86358454780063 5.02898176781355 4.8649617539821 4.99975672696733 5.05714098237576 5.06218322793033 4.91203596640174 5.01040173248262 4.72034952408606 4.98285442450555 4.95973284927219 5.0041837537286 4.90236193381986 NA 5.2062914460515 4.9289741848972 5.26340880330229 5.08565085391836 5.24261844165804 NA NA 5.21925435789122 5.19480285067047 5.25131207302419 5.31433920634533 4.8473752076807 4.97698238674307 NA 5.08997572268773 5.19798863887608 4.95496091356657
"asparagine" 8.7147171050737 8.6600961298637 8.74098207269203 8.73054972863935 8.72787347093828 8.70385774833102 8.74114372945906 8.66536202889828 8.74521759162305 8.62375925793088 8.74417502680934 8.71828350032231 8.65178999346174 8.71503808453943 8.68466959833193 8.67662247824984 8.61140310753015 8.72158197274772 8.73378020584544 8.66520869270652 8.64942938829506 8.60984988275952 8.6531733212729 8.65984147598455 8.78044737070328 8.69216199478779 8.76513445098733 8.7317933365757 8.751240219026 8.77806248310159 8.71312397493737 8.68291158932268 8.73896357028742 8.70991430148383 8.74084680794107 8.68100100609702 8.65293110789181 8.70565273755454 8.63297552844712 8.7144121706221 8.73234732965253 8.71907583345287 8.61401994963312 8.60006286332203 8.74510673448488 8.71998553761943 8.74707739516949 8.7191022639042 8.5661183187602 8.60574385192186 8.62280129766883 8.63977963869228 8.69671340852394 8.66197672892549
"aspartate" 8.14750605979686 8.13957721608364 8.21098723032097 8.19433754666026 8.19292063250292 8.15784097746164 8.20731382434096 8.07673898421032 8.20036657549124 8.08414146560668 8.20621732970041 8.14670082723316 8.06012567527873 8.19134645819927 8.18103495643219 8.17708106287828 8.03310129278719 8.19361647557167 8.21520020461196 8.12597078280374 8.14147355389993 8.04026328406696 8.14407361196798 8.14151559303179 8.25855334612735 8.17734604962495 8.25243672402078 8.21526006280043 8.22603155361508 8.25417530846044 8.18724701780342 8.15145198145135 8.21739275912158 8.19469128707629 8.21962727251788 8.12877616580115 8.14000429621985 8.19979992044064 8.13695118285626 8.21215703752279 8.2373175646416 8.22558404115827 8.11345300433662 8.09680248923106 8.24052221136156 8.22643236151704 8.25088609654691 8.21795106746801 8.06546958489607 8.11410186090738 8.1300434727055 8.1122924651605 8.19363080195367 8.16081659553361
"behenoyl sphingomyelin (d18:1/22:0)*" 6.03912806487902 5.85619944127026 5.8605015101251 5.93437875126995 5.74416071835802 5.83851285444739 5.99341947566649 5.94814634060357 5.83317134499632 5.88767130250959 5.86867440896903 5.82694381804394 6.01147359401009 5.74193121000428 5.93454036368852 5.83656145671743 5.98690424102567 5.69416980891783 5.74900156670442 5.6077144500717 5.95180896297622 5.80977108716941 5.87249949205711 5.94704434894937 5.78585494255504 5.89983745817789 5.82629254354935 5.79772860401744 5.68577128753082 5.7308000345572 5.72813779873086 5.69717788715248 NA 5.8478224300106 5.90132479754972 5.93975031567467 5.90297271164895 5.84992651118246 5.79693424607244 5.86915189611245 5.91227733652216 5.68125933260202 5.86652953104725 5.76767299953286 5.83314264777622 5.94801908557739 5.96223149515629 5.75214452004235 5.84983446726796 5.97180910952014 5.98783155132778 5.8229933699173 5.91896976687016 5.91757167271645
"benzoate" 6.84962938464801 6.90639527847497 7.05813566381181 6.78592291818996 6.84711659562672 6.56721640197086 6.69763101016405 6.74842752089732 6.91521277918178 6.93019046665441 6.69555959734003 6.83364349265972 6.79507105973247 6.80577575634516 6.70987204220777 6.96630072583869 6.88079844885392 6.47845899079776 6.91279508525035 6.82782097576323 7.06111131839664 6.78578560497938 6.8042979856444 6.74151173262761 6.87241747041039 6.80991521923896 6.58157991289339 6.89272631989028 6.86913440338919 6.8097598479716 7.03050354321911 7.08267606509979 6.76927701314731 6.87779811555566 6.769142241196 6.75510974763242 6.89187962940422 6.87094397916273 6.78423238997965 6.76261172673952 6.82925377783312 6.66958444256541 6.88940463210968 6.82894692573128 7.0606332578507 6.84860270099615 7.12064686681339 6.80845189562175 6.85862170233202 6.81103434816125 6.83007529488122 6.82667507527419 6.62871968536973 6.79283731311482
"beta-alanine" 6.71441417905788 6.904062964502 6.83098467755231 6.89417982574017 6.93767132231528 6.92575765943486 6.89486711182746 6.63352975747397 6.87761492021286 6.83502136947143 6.88051948678327 6.89488199385275 6.64190194747759 6.89608795422899 6.89307872283698 6.89096575293465 6.76889726885376 6.91061005265996 6.92240348339364 6.80519123653668 6.72456977929636 6.87212461764787 6.78162126103912 6.64955574741224 6.92950546942632 6.91660884560965 6.89596971062764 6.88409800803326 6.87327815864755 6.89235760527331 6.86902397164841 6.92011283419393 6.91040416068292 6.9301866414291 6.92963111613714 6.95401048596237 6.73793801880445 6.87220238129857 6.76939202388897 6.88670206798987 6.93018291817744 6.91671891894038 6.79672873699246 6.43721497267614 6.95076308337169 6.90750707775966 6.93018429527424 6.97170765493259 6.76617429146814 6.64829412985493 6.76396274495829 6.81926306677636 6.93045040102077 6.67224863358862
"beta-hydroxyisovalerate" 6.22895186011999 6.28448081582685 6.18387401811075 6.24075237072161 6.2519274104956 6.27806412575151 6.21919982976775 6.27848059536714 6.25671798645056 6.24761464136199 6.21236235278831 6.19535215172315 6.277309803153 6.18399060127996 6.22363479954287 6.27761471456877 6.22094839310303 6.23526905525418 6.23481961526304 6.26043442093665 6.27002119153416 6.26450544351858 6.15820503180416 6.33621610036958 6.30694522585832 6.35815003612008 6.26693667627837 6.27042959836959 6.22986146028158 6.25868420506153 6.22198535717312 6.28836035674736 6.2336414849401 6.22441443765733 6.28232613901982 6.2378974636299 6.24754907007368 6.32768907705046 6.2392068531357 6.30457625800367 6.22047682014857 6.29873542996102 6.26891222189558 6.24972701840703 6.29890479583864 6.34198579779147 6.37178782440219 6.26649181904292 6.23217449172553 6.23837860020239 6.24161545423123 6.30721119281935 6.30186217467547 6.2532282060678
"betaine" 8.26874974630242 8.23624857637522 8.30657746067841 8.30171990612467 8.31555113924165 8.27873798435679 8.30178886120836 8.22487526678495 8.30734495417455 8.26990208447455 8.30467813003879 8.26619555887416 8.28510566000529 8.30550699958036 8.29683806646841 8.23765426810711 8.30678693033592 8.3186513722957 8.32181055128694 8.25775964840154 8.20471659729102 8.22137216792846 8.28742078066268 8.30927185444027 8.35753120752993 8.28531248694632 8.33631183239664 8.35298711258168 8.32134386800573 8.36267267820492 8.31021618863879 8.26930252660878 8.32145515800024 8.28660224606499 8.2981952442867 8.24162106128137 8.17577363313401 8.31036223042042 8.24857852081771 8.3137461744843 8.31747597225572 8.32047597539018 8.19700075478979 8.2234382457939 8.33036090796976 8.30251686909931 8.37340619907529 8.33630459296418 8.18795042588024 8.27703621862591 8.32141236263121 8.23854255174406 8.29512852922942 8.23594028593822
"biotin" 6.98165830979474 7.00623240172158 7.11442231535391 7.07195737662163 7.13688167003479 6.93480093803314 7.08410076013593 6.95658844565157 7.0882207412843 6.97790715877199 7.12220555341336 6.99712782795458 6.87646656465116 7.0528402079839 6.88336209460241 6.99611318181082 6.97215310927687 7.157997380502 7.1650602091754 6.94726099911831 6.97323234891232 6.92119687716157 6.92973645769854 6.9040213093701 7.09653594177762 7.00947911127507 7.17535624545749 7.15544052890156 7.14350365308406 7.12763480025129 7.13672560747917 6.87355559212333 7.17451004207094 7.03417487736207 7.07114746560476 6.98720880850446 6.89212116065636 7.09710026180158 7.01467797346964 7.09475481229958 7.06145244138802 7.14148116062554 6.92373597485105 7.00634061358411 7.09509650942956 7.05757900810496 7.05052579851193 7.15138309035729 6.83928191064773 6.94212452759057 7.0427950060154 6.78300105250138 7.1041766778628 7.02153221493165
"butyrylcarnitine" 6.61197765150487 6.55558218127116 6.56548335408237 6.55724438024952 6.48001039429031 6.5714533030055 6.60551341439223 6.58538108274996 6.57066865694148 6.57203448875862 6.48815995773521 6.54918467089478 6.57828326351724 6.53069904184494 6.59544915233489 6.59096771514219 6.56601772675181 6.55182155114866 6.61193870287379 6.56527081520336 6.60718256542662 6.5464602384086 6.56613886365259 6.58656806477501 6.61629818891688 6.63507237972938 6.57102075110886 6.5520408950626 6.5518516565666 6.60796665305071 6.51231890690704 6.59474117208877 6.56224919484322 6.52812564140241 6.56046068485581 6.54903785698795 6.50978822307376 6.47139396363335 6.57308463293165 6.58272975490202 6.51241688127629 6.5067906798613 6.55056440363603 6.53212578929723 6.57499560397709 6.58705049254872 6.57775333179782 6.47215972544657 6.57313337731676 6.51911679578061 6.56355974964717 6.57898547617044 6.55293005201738 6.5741923321573
"C-glycosyltryptophan" 4.88007008406407 4.88343429368301 4.87043316941986 4.83701362780678 4.82648297728104 4.83736113164795 4.90343185930188 4.83802377693574 4.88456881491833 4.9375379513454 4.76846790140929 4.87493964390924 4.8375253094496 4.82445127003661 4.87293089917446 4.86021219270576 4.85760384569464 4.8367101243347 4.87965774652357 4.83850277593396 4.89143709561907 4.84669578278412 4.85853719756964 4.85133786014804 4.91615378684008 4.87694490591591 4.82024087928343 4.82831825466236 4.86747338055289 4.88491991556045 4.79412540230725 4.87639106181919 4.86009832969852 4.74137223690663 4.81143423947789 4.8742498227784 4.74837411333993 4.8410527277215 4.89525675314489 4.90555843712028 4.87204549895565 4.81594282719647 4.80490235652259 4.88583597003949 4.9653287241709 4.83490369095108 4.89101867057089 4.84100888963972 4.85282753411278 4.85596715034991 4.8849255761487 4.8583687404499 4.77459724804387 4.84285876244529
"carboxyethyl-GABA" 5.77976527059813 5.91613218826102 5.9892419651457 5.98604805372748 5.9604826693343 5.84106900931062 6.02361538636797 5.90899836242254 6.0836745835949 5.85527256146863 6.04982754583286 5.96105261810268 5.78441828454716 5.98368445974771 5.86163774511944 5.91383821456157 5.92305170487178 6.05736861300171 6.049049700944 5.87911251661862 5.86387875808446 5.75965122788722 5.92445400274015 5.8085357280594 6.03255147625249 5.97858128943273 6.07721851136426 6.01540796109806 6.03617080847819 6.03991475647197 5.98803829411906 5.92412415318582 6.04619850975446 5.96070807627014 5.97272432673858 5.93951475989384 5.75662013565069 5.9700459277313 5.94428423320586 5.97733485207371 6.01694104191443 6.07043464893448 5.77748627098727 5.97444352664216 6.02537878783822 5.98807802389893 6.04689493701385 6.06713337208799 5.70724561132363 5.8289561981971 5.94488075742747 5.74214752052131 6.04873498930056 5.84794140610296
"carnitine" 7.34115078518142 7.38300430893208 7.4811499616291 7.45936570544038 7.50582163795765 7.40576327397395 7.48487614291894 7.40716790372753 7.51362529908509 7.37332401917954 7.49647265163312 7.33668222775075 7.29157138516331 7.48658693837615 7.4283839881091 7.30216904480074 7.32478906985985 7.50232162004621 7.51535736184148 7.23751257237432 7.36023386431691 7.34001095290813 7.39030891874592 7.31366663963385 7.52825473213218 7.4142445586051 7.51462480321279 7.5252612262167 7.50756822495649 7.53237855807037 7.49139287786038 7.38662643501279 7.50260154022859 7.52097778376277 7.49813384960828 7.38856723160262 7.39384471560253 7.47117916138587 7.45774338464468 7.51195773255168 7.51637754494858 7.54641916810384 7.40827816797426 7.43754173426671 7.53421893062893 7.49608372088389 7.54173201884323 7.56173861294349 7.3200100749904 7.35838125508028 7.38501422889546 7.36170683831591 7.49172494828934 7.44322386006717
"carnosine" 7.20084262164618 7.23788390276505 7.22847581466398 7.223657064695 7.21479130582971 7.2486143220152 7.2170651877946 7.23024214798892 7.22763931759396 7.19581770963111 7.22431417690293 7.25762194493537 7.1880739527755 7.178543068899 7.25382679615593 7.22052248452839 7.19552959760989 7.23499080107575 7.23372404803046 7.23176686824136 7.23070890929706 7.16643754444876 7.19311580101816 7.21097724851923 7.27101636017984 7.24139275697491 7.2603915025039 7.23681216046341 7.25296743673518 7.27234157014961 7.18955431618532 7.22299355103898 7.21573260616643 7.21347849606306 7.23045852684412 7.25882245284121 7.20433202944856 7.21437323104209 7.18125849647913 7.20933930420352 7.22906766337716 7.22365405455468 7.20896104314797 7.21685716053164 7.25684565884638 7.21025648861829 7.23716753855991 7.21483402334799 7.19610463528141 7.17908343704872 7.22821037748859 7.18853980606556 7.20161244275863 7.2324546064622
"catechol sulfate" 6.16467013178858 6.14668202807266 6.14222297551819 6.1306653142141 6.13228050698293 6.12895567507985 6.14777429991526 6.12062656977108 6.10895449642786 6.13602894961352 6.10858599383238 6.13932485008251 6.09817110861583 6.05860593088143 6.16380547840673 6.14116464467178 6.15724274150595 6.10410727901568 6.13334023707667 6.14119790364996 6.13568145632684 6.10262851132514 6.14725883000314 6.12815490933922 6.20700252512315 6.17268289474035 6.14286886528951 6.15723427500747 6.1148014049603 6.16669292013211 6.13211842476918 6.13644246626525 6.12438487526796 6.08449477305061 6.13988663928307 6.14322189996158 6.10631977211703 6.130975085484 6.131185115785 6.17137683019605 6.13744779745062 6.09869770647743 6.14927978644028 6.14161718752078 6.16818122322906 6.1988854438155 6.1894069278918 6.09748186276547 6.14077475997406 6.13546468810792 6.15773623449222 6.13362767419958 6.10102012209731 6.12092352912093
"choline" 8.46404177576903 8.60188474420896 8.61998325642106 8.60868178686127 8.60297788354322 8.58906473146447 8.62877085945647 8.60961633040621 8.61864437222635 8.48605842175927 8.60918142188847 8.60188046900543 8.4544413547606 8.57989574897031 8.59398608160175 8.5329416074282 8.53389442629442 8.59485434989087 8.62179085758022 8.52394427280087 8.46382674432466 8.50615043844587 8.4251426312171 8.47373275643175 8.6274188209013 8.58304885186425 8.62885876842265 8.60776803135051 8.61005267988978 8.63242120273727 8.58968025077249 8.54635437575085 8.61195807362142 8.59546070081617 8.62313525037625 8.57199946267817 8.45755574170849 8.54465677675744 8.46227031452435 8.57127466502072 8.57343412055065 8.57319754908096 8.43743638772721 8.46115643094913 8.58234543991489 8.57530115328403 8.59043598876147 8.57100030525534 8.41805170251584 8.45665982050959 8.53868060535375 8.46868862854615 8.55116567138172 8.43604055654277
"choline phosphate" 6.85592836260023 6.8759011290808 7.11808170831822 6.84661690065152 6.97452067328329 6.90007542518627 6.89987185990904 6.86903342490593 6.88402467131092 7.03336069778454 6.87130813366756 6.88210159221687 7.10448769173702 7.13158469567535 7.10337858827782 7.11058863297827 7.13630750572467 7.13021938922084 7.0416998595877 7.06642705014821 7.10844144869678 7.08580988651934 7.11913399911058 7.13744343010277 7.14771616622753 7.131988715431 7.13328844623317 7.07600674161865 7.12046863493138 7.14269439772466 7.04567152648953 7.07740951560719 7.03580599038965 7.00677627012803 7.05144484899297 7.07014566914224 7.37565450739585 7.37399407134756 7.37085916597873 7.35716660956826 7.38716867143037 7.40095226236432 7.26919766276584 7.32893726268778 7.40474294984776 7.37217779307088 7.39519106784802 7.3745479012603 7.36598623907874 7.37941510208038 7.41536497178212 7.3370230705592 7.3267031351069 7.39756099957693
"citrate" 7.67545647802416 7.67527602886254 7.68257789105533 7.66629995493425 7.68920415400073 7.67648908648907 7.68779673222257 7.67887833916087 7.7063908036187 7.70414289516225 7.67837628596325 7.68208880405451 7.6954411170955 7.6731325368913 7.69852345909073 7.68663723436007 7.68534659268727 7.70467801006867 7.72077650582983 7.66632722348724 7.70853426084519 7.67971578021093 7.68794917631406 7.70412572873193 7.72384191559219 7.72771363934849 7.7080833281101 7.70723013519673 7.71879305833864 7.71722882896379 7.7031992119105 7.68664574142547 7.70944900268028 7.68140732325302 7.66774835944061 7.68271255677827 7.72938415022781 7.738504424268 7.73225222110021 7.78578468040359 7.75177853257102 7.74207419152855 7.76544281195503 7.73818500838877 7.71522994529842 7.77100350246524 7.76131461467159 7.78110688028558 7.6942220085212 7.7171588657502 7.71803608827022 7.72678062477761 7.72818756560752 7.71706909643501
"citrulline" 7.36661404211286 7.40181643705427 7.45620692465165 7.5567026393786 7.47114790056458 7.4932493722123 7.46098905004723 7.56351786834198 7.6422195446889 7.32287247852701 7.49462037553976 7.50424312102107 7.4005602647603 7.37940110641639 7.3766327913292 7.51223944333965 7.33577244464193 7.50701341398524 7.37818037215482 7.45950457555666 7.27353335627525 7.35027178755132 7.571258282543 7.46706323114683 7.36208773585976 7.4408041463596 7.54594371389385 7.3950537418381 7.56502054997803 7.36356569028184 7.35971993325858 7.32381258685576 7.59840601334381 7.45287228636524 7.50336810913755 7.56002792341331 7.27680065143169 7.57595618950097 7.40945144848907 7.45508857558125 7.54788005515704 7.54077100410627 7.27912602017768 7.42528935546224 7.47605891714922 7.53375874218827 7.35771371958518 7.39174341327145 7.28624146996132 7.55310365472074 7.33848071779551 7.39098375948348 7.52404750796567 7.37479012422919
"creatine" 8.41792603141806 8.43262695116143 8.50967005011634 8.48624947991302 8.47928713209904 8.46892118886305 8.5157394670417 8.40518970583242 8.49610741741922 8.41721149696063 8.50876304680943 8.46155245158468 8.39607213076233 8.48702143124923 8.44705413567573 8.42107268366134 8.46794165767561 8.51587998734626 8.53124635906889 8.38898489791457 8.39159825900309 8.37449779761657 8.31894649291128 8.36558591474238 8.54082061307122 8.50030481455226 8.54292648013177 8.49886821024597 8.50930198723415 8.54145390944143 8.48595189904655 8.4432553751096 8.48962476810841 8.47577775314856 8.4982381487961 8.42727816924097 8.39347577617931 8.49718782439394 8.42902419933815 8.52454666181711 8.51995120571524 8.53168741008917 8.38435682682197 8.44813773613343 8.52611698581951 8.52554631805757 8.54412053373179 8.52021560504941 8.39590218104873 8.34831068995566 8.43950028968267 8.39103531517229 8.48827624591757 8.43145043425484
"creatinine" 8.24529894234828 8.30878804644217 8.35606179309639 8.34400149228773 8.34779640592319 8.26939958323433 8.34309621489135 8.27880019139429 8.35879800611165 8.17874007429359 8.33554788761372 8.23290788123695 8.21785488906958 8.33067900973788 8.31140055334742 8.09111754947048 8.24930376927694 8.36104218229262 8.35104635494367 8.14393340757292 8.22538740634394 8.20229384909671 8.18630095449445 8.28330256777614 8.38601379728167 8.32979239345251 8.36519795906565 8.34393964847193 8.34191231403297 8.37697037369423 8.33577848223468 8.30382306288446 8.34164553053564 8.32075428818553 8.35540912693136 8.2857141847417 8.1560419482057 8.3413330520365 8.24217499555245 8.34225357311255 8.34860589031111 8.34845954560429 8.19911256037479 8.25881716883196 8.36386061843779 8.33638979279591 8.35884447972121 8.35286752206152 8.15542592408316 8.261569151358 8.33193572871567 8.13442493545894 8.33089160772526 8.27332431330935
"cystathionine" 5.99416576123842 6.04478936877898 6.13388652413438 6.11858016134564 6.16403891996286 6.0796225544771 6.17966322280683 5.97631420670684 6.19113090476921 6.16912607772685 6.17269369160712 6.1313773939086 6.07717924604003 6.07808979655519 6.14394113969528 6.1467805380337 5.95891967736256 6.16928492236829 6.2231292447685 6.00613559603402 5.98696063366468 6.08139483992233 5.99639739214009 6.0165524260629 6.27172059105464 6.22560930657653 6.24195393851783 6.23517152231179 6.18447650122259 6.25490319781585 6.15750814300907 6.07851699158393 6.17321891213976 6.08811339843693 6.16671688441446 6.03726789173112 6.01934148335347 6.10410591211265 6.03897762233269 6.1989656562342 6.13682009477836 6.16526391791566 6.07535896973747 6.04188513268934 6.22526507450194 6.19215665849063 6.20465736090921 6.21425079022255 5.99022027354222 5.97844667477744 6.06901987093132 6.01685582691536 6.13375025616182 6.12824639859441
"cysteine" 6.27457669519877 6.16613011910914 6.34084669170729 6.24998304822907 6.26217547448176 6.23311774660637 6.21824605417403 6.24970429091024 6.25327595882526 6.15279788261141 6.33559428585297 6.27057706192105 6.49311898773017 6.61486854321794 6.55370988089712 6.5131297997628 6.56719051963126 6.60836180498529 6.55168001553059 6.5322487238844 6.53649847044286 6.57365031129027 6.58451146440992 6.61820002088009 6.71959866044371 6.65665255619977 6.67251993484907 6.58936095125525 6.64904351105418 6.65095731261496 6.44685376353921 6.45615825096625 6.56356461378627 6.44366720179287 6.52475794832203 6.49620942247637 6.69223248228804 6.97500626724537 6.82469707294992 6.8253595727829 6.98643276277408 6.97812205906668 6.69666840939474 6.77986030633189 6.96177360757356 6.98466127140455 7.05061903570636 6.95650996675982 6.75180840496742 6.86470700334424 6.76395825776208 6.7038983640304 6.85423758187671 6.76591714140208
"cysteine s-sulfate" 6.49747300599075 6.34346078478914 6.41092292949184 6.38925470684865 6.32567839068205 6.42300456861812 6.36831961849883 6.3892259951442 6.47452657173 6.4121452544982 6.38314258599222 6.3838937831519 6.39914688488647 6.37867764911515 6.44302159350443 6.35038952874635 6.42103700010621 6.33760380238671 6.39922604639198 6.40089546603439 6.4344943331019 6.39511609819438 6.39857118768432 6.3979896891191 6.47488962691912 6.43021716210619 6.50652924939704 6.38007459841186 6.36993018515638 6.40271710946894 6.38465084789653 6.38049090967364 6.36837522276053 6.38645116377377 6.39062304446522 6.34694063488225 6.29017311807762 6.29177808448538 6.39641417379428 6.313652760879 6.33661181035569 6.31300346523553 6.37249278013228 6.36442190722781 6.33367977644128 6.29785151743456 6.38255570207554 6.31056735929952 6.39786234987577 6.34821390485869 6.48802727373771 6.34427651190086 6.28986353245959 6.28277160950143
"cysteine-glutathione disulfide" 6.23035234398535 6.25479017048313 6.35718847667807 6.41022013599058 6.42381991030735 6.34636119075501 6.44731000781655 6.33735481838171 6.50736114170114 6.25864997140726 6.41808807001583 6.40989966277874 6.08539548139977 6.26567635766238 6.25050734039402 6.23425044958506 6.12176397698222 6.2887704238913 6.36623107809905 6.22418512512224 6.14995309656323 6.17278122386024 6.15210694268086 6.23614208537925 6.45282106353481 6.35200104161675 6.47925015137809 6.45123639023339 6.49319167639674 6.46519734429401 6.4870198124622 6.28539188556675 6.51391763516995 6.47483229195126 6.50646363039675 6.46441025239022 5.99190136580436 6.15580894828474 6.08528808022668 6.2626807541625 6.28407615972143 6.22646096029733 6.04815386177464 5.98148471969782 6.27173638769515 6.26586406118362 6.26215790134281 6.25206986732901 6.19019606503857 6.24089305342373 6.21699357273083 6.31036146530851 6.3655862516189 6.30259237924962
"cystine" 7.58093600957898 7.74353108696657 7.57822580326826 7.67433327622796 7.83922617153936 7.67407429108145 7.57761356904785 7.68658007542733 7.90025186963513 7.68609783940801 7.6086969793134 7.63571695662278 7.60984019088923 7.72307115535164 7.71675742558023 7.53579583909394 7.49276988475093 7.74985539793469 7.62072421407421 7.75306030422583 7.65013275974177 7.5886637957802 7.77076997376357 7.57779294411686 7.54914378385401 7.49332454940692 7.56349532432433 7.69791317546204 7.55660799184838 7.58988761224989 7.7288190314702 7.66278928856869 7.88477688197569 7.76926539957986 7.72615633563147 7.76443474837627 7.61922944391116 7.57432708942406 7.68829122331998 7.5631888944202 7.51710755161898 7.49132661263089 7.64319972500325 7.63347431346565 7.59646636980686 7.46090036736765 7.55611904498862 7.68508347637081 7.64050683798263 7.58160936754858 7.5196928297487 7.64742123329416 7.68222705187775 7.45590568003872
"cytidine" 5.48544742230122 5.37699645074067 5.40136434806667 5.45762003053514 5.34315247166226 5.34197433653482 5.45113373627291 5.37827795369187 5.45484943150531 5.44165743755772 5.43078431846675 5.43755556203674 4.48094067824857 4.40418349821266 4.1120685042682 4.44569758989516 4.28379857291499 NA 4.45186315922061 4.50457959241472 4.31877265982548 4.2728159335431 4.28454352295875 NA 4.70397023863482 4.7734280407434 4.73759016628572 4.66865610172645 4.58994960132571 4.73116957754869 4.9410639882199 4.88678391596412 4.91413680500033 5.03808739742 4.88800529172876 4.84937641221442 4.40626759641 4.23583133741052 NA NA 4.2797353674105 NA 4.09289601092186 4.2081994171338 NA NA 4.34742759861854 4.25952220721619 4.38969754820639 4.27770087628879 4.50967286528314 4.32658161844653 4.42216288566239 4.3955535299709
"deoxycarnitine" 6.82897351914808 6.87344482598951 6.96830657984745 6.93638393739336 6.95559559123058 6.82399682864598 6.96892966845444 6.90064493362601 6.99304977901967 6.84917811984287 6.94782465600369 6.78782610562214 6.77689083775379 6.91679472282653 6.92660063100423 6.75102838827099 6.88437133769428 6.97178524271078 6.96522047456361 6.7371957447971 6.89654870322072 6.78878471662187 6.8196786775313 6.90362649772949 7.01199860667537 6.93063661374066 7.00894963817848 6.99130402012551 6.98432722176765 6.99586114441316 6.9483257557773 6.8511884889741 6.98535142043374 6.92463815452172 6.95849340617697 6.84722026884353 6.7966068000188 6.94780531110662 6.88528707827799 6.98454778995839 6.94565211208855 6.96996407274316 6.80695327929782 6.81201135977313 6.96854967534314 6.97362262116987 7.0063171585546 6.9841923048672 6.77996894462588 6.76577975864432 6.93627028838876 6.75104217947104 6.9602278757386 6.83427811977615
"dihomo-linolenate (20:3n3 or n6)" 6.46552739391166 6.56467399271658 6.64887529567588 6.43147377149406 6.51179569145989 6.60389242570003 6.44505063105299 6.58569822927848 6.4709319486519 6.64554910018864 6.67897610446291 6.45707308393474 6.21552256458358 6.37951110162767 6.29389928936424 6.21104067287504 6.34199014508556 6.29830975947595 6.35698426446379 6.41183831315646 6.29710233543138 6.20414929654412 6.29721801537203 6.4152295061559 6.38880201075428 6.33328299748986 6.49239282877745 6.36546683123933 6.40722361363607 6.40790716147011 6.33286143849302 6.4109057318004 6.17574947961237 6.33935224785281 6.40141898067164 6.27906480999299 6.11067252135127 6.12272460610706 6.09474845746771 6.07463215540776 6.17769345242797 6.1580170303002 6.13547168232016 6.1746237624318 6.11733394888973 6.11507638385262 6.18319294539317 6.21474082329613 6.18588848909842 6.1201819022541 6.10351055874719 6.17465804121653 6.17965948973534 6.36112242314073
