"X5uM_10h" "X5uM_10h.1" "X5uM_10h.2" "X5uM_10h.3" "X5uM_10h.4" "X5uM_10h.5" "X10uM_10h" "X10uM_10h.1" "X10uM_10h.2" "X10uM_10h.3" "X10uM_10h.4" "X10uM_10h.5" "UT_24h" "UT_24h.1" "UT_24h.2" "UT_24h.3" "UT_24h.4" "UT_24h.5" "Veh_24h" "Veh_24h.1" "Veh_24h.2" "Veh_24h.3" "Veh_24h.4" "Veh_24h.5" "X5uM_24h" "X5uM_24h.1" "X5uM_24h.2" "X5uM_24h.3" "X5uM_24h.4" "X5uM_24h.5" "X10uM_24h" "X10uM_24h.1" "X10uM_24h.2" "X10uM_24h.3" "X10uM_24h.4" "X10uM_24h.5" "UT_48h" "UT_48h.1" "UT_48h.2" "UT_48h.3" "UT_48h.4" "UT_48h.5" "Veh_48h" "Veh_48h.1" "Veh_48h.2" "Veh_48h.3" "Veh_48h.4" "Veh_48h.5" "X5uM_48h" "X5uM_48h.1" "X5uM_48h.2" "X5uM_48h.3" "X5uM_48h.4" "X5uM_48h.5"
"streptomycin" 7.19435963334314 7.19611898488352 7.28455209373386 7.33824646742266 7.60321459051994 7.20531425037564 7.35695329979928 7.18193740827577 7.65658001111489 7.16294966447884 7.63282461674631 7.28083654860139 7.13462981963893 7.25960458084033 7.20665158377379 7.18491357381177 7.08288826079512 7.6507417947323 7.67397504792272 7.12258760632409 7.19462782637865 7.159022750903 7.02728570265513 7.14224995633611 7.43842468571659 7.24147455706879 7.57604062678161 7.62185951889794 7.58914273918874 7.34905630156655 7.58339022954769 7.16710004452644 7.54295507375217 7.36087215099884 7.30142363545085 7.14662944930358 7.07765727794104 7.26319042191771 6.9497812321803 7.54660444734354 7.23937056243485 7.51664072875725 7.11022262686815 7.09169649564904 7.1281799980635 7.28721857807682 7.27983634059854 7.58169316808963 7.07605438793543 6.951471964105 6.93768856729981 7.06914548243742 7.47677425960828 7.05602630750907
"succinate" 8.52118303870482 8.48698746941775 8.48495198158589 8.51487258436004 8.47567723064041 8.48620738265256 8.50113926367445 8.50937115181734 8.50982896028508 8.49780801467734 8.49866322863326 8.50445650811094 8.50045805671713 8.4914690045485 8.50166200071143 8.50046547595385 8.51641859445637 8.48138267739294 8.49353054354192 8.50283790479974 8.50908000980655 8.48990455047572 8.50935850687682 8.50825258704849 8.53861868900142 8.51648896205979 8.51420039069528 8.49729321886031 8.4989910823107 8.54202453184071 8.46307365358169 8.49483027577201 8.47599256930875 8.5002187732587 8.51343040017945 8.50540157907789 8.50074972602229 8.48826974426458 8.50925101001495 8.54264926429066 8.50312566820953 8.48319470562993 8.52041448032423 8.50835313193199 8.52228874650986 8.55262469202828 8.54538890955164 8.49365984020346 8.49842798217012 8.51464383400171 8.52807904605577 8.51042592212922 8.48006837258682 8.47266598966298
"succinylcarnitine" 5.08803681004384 5.21043891750253 5.23679916988922 NA 5.43470938834828 5.17654558289205 5.34522469198385 5.10187418268397 5.49197907372623 5.25262005078821 5.53426731377236 NA 5.16220882052852 5.38917494742679 5.33246269893119 5.20237387056247 NA 5.48234897058004 NA 5.30515782878649 5.15891104548314 5.19345297897529 5.29594735342195 NA 5.3986516682209 5.33851824668621 5.52261113744781 5.50167806754591 5.48646165058597 5.4410852817589 5.40834343721665 5.01639395486953 5.46477709407027 5.35704057555029 5.40911953821804 5.26212346542758 5.09280132194843 5.27310085884607 5.27253777737524 5.42326226209861 5.31418965916632 5.4319970504508 5.14636063113961 5.2274856322608 5.43316155582932 5.38090555757796 5.34954559969803 5.44617199498144 5.08016092195111 5.04912882803753 5.1491236189735 5.15622497521502 5.46713730314289 NA
"sulfate*" 7.50485170561153 7.47504000065726 7.48228729049943 7.50788257593922 7.48274802006731 7.4708339347743 7.50984329930388 7.46685428004568 7.49795022946413 7.5014269826944 7.47684623029607 7.49089969508547 7.50773935185091 7.46983767974073 7.50467443703854 7.49831430387179 7.50264778930326 7.46678030801138 7.51565144918961 7.48266907419398 7.51037769418028 7.50575306585355 7.50396137216854 7.50275129948955 7.52758402045519 7.51893999743531 7.49177606519701 7.50573520280464 7.48441573067223 7.50358495029039 7.4834181102399 7.48575375608965 7.48754588348033 7.49293652883934 7.4877270041985 7.48006693472664 7.49431308258193 7.48923543110185 7.4953930157546 7.519086515135 7.5082088015739 7.47751529948063 7.52507547881177 7.49010114070222 7.52359334451474 7.54527128259951 7.52160976952084 7.50549629862269 7.49700952878147 7.50414570638478 7.52234619969999 7.50813343472541 7.45607975999429 7.48389739657643
"taurine" 6.75323655744827 6.54446071715665 6.74925360960887 6.72053073515756 6.70509977678347 6.74083455064585 6.67979807025261 6.64056908206947 6.79026742587369 6.72356008719125 6.66760852386285 6.74275434506845 6.67213795902154 6.66307418493367 6.70488759083041 6.697729801068 6.68285048001729 6.76441085706602 6.63528143106421 6.66164139402501 6.78741555495214 6.66908749019018 6.66279719963611 6.71008197671226 6.75287788794925 6.54792575946203 6.71020624669949 6.69775044500544 6.60549079392861 6.8035846538524 6.70831329055863 6.5880792297122 6.77585806722969 6.71451349954055 6.64341763540415 6.72357354769589 6.60010289165446 6.58998934470909 6.68704677836466 6.55818866570453 6.63383210067038 6.65201520389084 6.59393890124503 6.54907502509974 6.67313827064842 6.54759516809871 6.57412390733598 6.66223277338561 6.57570741684245 6.5523417034605 6.72671042358714 6.61311845232209 6.43836669692153 6.7410714321995
"taurochenodeoxycholate" 6.3452721545542 6.41206723627671 6.33152487527351 6.31989124505254 6.29700635027471 6.33532809444264 6.33107161659542 6.33041113510367 6.37082680814994 6.36208701892352 6.34452706091812 6.39213464397695 6.31418333913738 6.26470687492236 6.40939016944978 6.31024434478531 6.37858865787949 6.28720965626074 6.37446660459222 6.3053941517957 6.37004931087537 6.2991105214404 6.34046017748966 6.38070948966674 6.41451810246258 6.3945392313722 6.35210684776971 6.37946542473112 6.34847173249749 6.36586445981268 6.27928243238833 6.35071889493208 6.34315306288727 6.3267433329324 6.32058015600151 6.32648476562902 6.30840624608424 6.3160798493894 6.38776130957848 6.37627558352616 6.381879524253 6.33518419890761 6.41964733946633 6.347049243469 6.40042417723834 6.36953663428268 6.38580032234182 6.37341446326508 6.30317315372448 6.37491946463413 6.40633592884877 6.36026671792811 6.34225505028635 6.38337636317895
"taurocholate" 5.65942555989116 5.63436641519486 5.65237980075889 5.63446719360574 5.6336078114481 5.64006781557138 5.66284185009503 5.65086485000892 5.64332039393174 5.65104917358906 5.66691371951989 5.67592857791115 5.67038873843447 5.59898627802772 5.67256331994296 5.68546764364886 5.68034004673623 5.59031898525665 5.67178172436506 5.69075764069211 5.66714183058776 5.65713046091868 5.65983636617575 5.67634054473903 5.73607683954732 5.69558936116548 5.64939912175066 5.64384040728987 5.64147113587417 5.66767891402048 5.65183603396743 5.66812115868073 5.62958898887643 5.60611361098979 5.64312880896132 5.63906294529489 5.6002288423085 5.64070200652153 5.67004722000898 5.67299232205031 5.66613312251162 5.65036678522577 5.68231298314994 5.66340878531117 5.69223601095001 5.64260398650659 5.6925666957365 5.65564449647203 5.63300866811593 5.64738003568253 5.6945078007653 5.66567571879137 5.59565271600327 5.68244744230111
"taurodeoxycholate" 5.70697111798399 5.62367820283911 5.53748663816564 5.66559412283399 5.6961737194436 5.51213050442673 5.64647822633526 5.41268729578924 5.56627246429778 5.61024483012228 5.71837545109331 5.79188495057541 5.82671022253563 5.71190925517706 5.8957832032384 5.68185063146522 5.64191908388973 5.80300756581114 5.79331113963315 5.86836990573829 5.67256978118189 5.88631245864739 5.8464892741351 5.72562255067904 5.69099745552898 5.87045482361463 5.71926166167682 5.57140250544034 5.64874533733969 5.55626630805241 5.73795636090632 5.74404563872555 5.81212288989644 5.6217203673919 5.86543741794404 5.72335714415291 5.66317115880938 5.85302435033327 5.87387953421536 5.75821373656455 5.54672769272835 5.84342091084914 5.76754915133098 5.81325664764214 5.72791601992319 5.79958520202393 5.7818666259303 5.95148857259499 5.71512802689481 5.71854237611926 5.72419801738594 5.6582470925499 5.7165575505164 5.55722680499696
"taurolithocholate" 5.44975292844935 5.43000406551098 5.44699824362362 5.419972261274 5.40812119667581 5.37266718327463 5.37353906877239 5.41263523811782 5.43964685145566 5.40362490239318 5.49362253589043 5.41336347828887 5.4345353726511 5.35978996437574 5.39461626125568 5.44761844956044 5.43490567098773 5.41699478702789 5.38050790825804 5.36109670653452 5.39409253894756 5.38775099488914 5.35161853434173 5.46459833098492 5.50989307941333 5.47924698211404 5.4063272387862 5.45985217431183 5.4790149868081 5.48572994197617 5.35758422223515 5.42409233246018 5.39048999204843 5.39152435903076 5.41440003507818 5.42189829190607 5.36279526522645 5.37901165757761 5.38296928326079 5.46197697751159 5.41089359184348 5.36339948082881 5.43324003955173 5.40635620498524 5.40789035328786 5.42684620581562 5.40502859246185 5.47094237435849 5.3735096665657 5.37350782886169 5.39154198898306 5.40495338758624 5.36464478532991 5.41811394069942
"thiamin (Vitamin B1)" 6.90050122027459 6.88340651748722 6.78809211535052 6.88063418017745 6.94710469028276 6.75163332530484 7.17825138613394 6.83281491861722 6.98975589629273 6.84840097637427 6.68895212935309 6.85005484919507 6.67365768193289 6.95155456321362 6.89132142746613 6.97956271437949 6.99634291246121 6.97699310224267 6.94663630988185 6.87134370299762 6.88652873837645 6.74930273204148 6.78257007865949 6.93320100458386 6.99486409836615 6.94414951949509 7.03076559644342 6.96334622753743 7.02994831813505 7.02348930165195 7.14646755223832 6.94243781666603 7.01161645015708 6.97256942632404 6.99671309954905 6.87061620114251 7.12121509488293 7.14224623170575 7.07413316911263 7.14926986978184 7.13521390297763 7.2086566497048 6.96610388878187 6.96875950139783 7.14952729076704 7.10369872526821 7.15298751532893 7.19491573304089 6.97235097327669 7.07454649465702 7.06895903390031 6.90758316335507 7.13074107434196 7.14569551123321
"thioproline" 6.78233349865178 6.72983378448038 6.84771717372757 6.77724335041141 6.74376438732369 6.76054966181232 6.72627100103142 6.64653869926538 6.77712038806466 6.6055808379271 6.78644688347903 6.77653614978212 6.85309958002864 6.98634502065755 6.89221329362851 6.82510953221172 7.03004190461919 7.01018436972992 6.85342775797813 6.80762309568339 6.8750133725464 6.86717139492764 6.90679942387593 7.04648057054627 6.92780587646129 6.96865065657488 7.02166746281466 6.88836289263839 7.0996025784641 6.92176724154558 6.83562209338737 6.82781135622082 6.93812487812742 6.82809707554195 7.03085710581226 6.96175914259562 7.01378636408548 7.20069778446277 7.0192805847621 7.04238407356413 7.15474128473817 7.24651719301762 6.87458721844215 7.01023489241708 7.11337522434993 7.13251852363784 7.13004517241191 7.12703614848311 6.89033761730973 7.09174962392409 6.96428405562741 6.79831184648721 7.19304469195496 6.97560448091488
"threonate" 7.25726082746714 7.17703274370443 7.18609564786652 7.28246250241833 7.19350363323244 7.32818108753558 7.51182578975921 7.45821498027791 7.43947957107329 7.29807199745591 7.43182750383669 7.1449466382944 7.50614226533876 7.43620216126849 7.47048014304952 7.37144880242093 7.44423765482598 7.12671378977545 7.37813331867601 7.46519091632273 7.09693947454638 7.39479295820053 7.40603668614687 7.38991363251808 7.51056978037066 7.45092703315413 7.39796981762224 7.41185019119582 7.39028791473018 7.20346576838541 7.37923377616899 7.26033756232541 7.4379276998192 7.34649130064346 7.48733779392678 7.17403487798266 7.32134129841821 7.42221923481258 7.44454438453125 7.38164576937548 7.22796985505215 7.38938526799044 7.45312595392031 7.50449106113582 7.45474400054752 7.4578798387483 7.44499688732246 7.39905682762646 7.46666892594458 7.27459354217848 7.42289810248374 7.39306529675869 7.35083636009583 7.16515561768739
"threonine" 8.48213337251437 8.47663443317679 8.51087859179703 8.47985579368244 8.47925265219923 8.4891805167977 8.50093723709734 8.48980580581201 8.49915033691575 8.47891171624718 8.49738426297863 8.50815529677099 8.44691942646221 8.45704618245269 8.50294067127452 8.48827403356046 8.46202783327349 8.47349794772248 8.49872873101909 8.48028061754399 8.46164203934569 8.44861026374476 8.43567428283278 8.48266360861903 8.53585933264939 8.51472587514581 8.52472720740813 8.48649159601146 8.49415748930534 8.52690159339782 8.45165112327553 8.49200990570595 8.48171301661089 8.46476511924312 8.48847246876284 8.50251857987286 8.38090937324754 8.41837644759873 8.42831034315489 8.4518687810001 8.45083998733377 8.43923130660978 8.41310899480799 8.43252696352926 8.48400712021871 8.45824254730034 8.46910063556748 8.44143585749146 8.39536330216272 8.43327836008211 8.47953772055521 8.42514156081721 8.42201499597946 8.44487674416497
"thymidine" 5.78237228051646 5.79828524251434 5.78836637559787 5.72122511809617 5.72971945720568 5.72994112600954 5.73396963811711 5.81234104729099 5.81202983853182 5.80429553212185 5.77604852585857 5.78646250604249 5.69120000031215 5.69830850460547 5.71165794101004 5.66217491958604 5.74094425453838 5.66625114444414 5.75564317016051 5.77019123438109 5.72581039396276 5.67388862866012 5.67944243342261 5.70484174778888 5.7780071854884 5.74810348645953 5.76761367545988 5.69004538028945 5.71310479897678 5.71214104365868 5.69528987912146 5.74017313781513 5.72187488933581 5.69200923614293 5.71335275664497 5.74639675085315 5.66794767331874 5.65583447740284 5.671076527929 5.65290743541022 5.71603674961781 5.66270495783052 5.67079116262093 5.73950114279703 5.70173890630309 5.68646287430361 5.71170433544207 5.69452008642279 5.61560815995832 5.65948644460689 5.62506332913408 5.6106740006838 5.56130058844617 5.63121032373408
"tiglylcarnitine" 5.09590476164702 5.01920355616823 5.20180118524781 5.17850788612816 5.14417864831908 5.00965482183871 5.1928071132917 4.96272439317602 NA NA 5.25172823294489 5.17929320557737 NA 5.1737368029261 5.17879571377255 5.23488663104072 5.09215899639127 5.15801250277575 5.26839307658137 5.06248797091858 NA 5.0349451395119 5.12136284056339 4.95203164065743 5.25596682096966 NA 5.26841180373866 5.25436194554702 5.12409321130082 5.2388010687337 5.1039644143779 NA 5.27014990910558 5.28957334619765 5.2076747524748 NA NA 5.1021076909624 5.10654784466692 5.16661362147479 5.10201842320974 5.20406569245248 NA NA 5.18524742586704 5.29848191251348 5.24017469501928 5.25690046711651 5.11523762380701 5.06507529675888 5.08528344103942 5.20656414149679 5.15128095942928 5.11619915565953
"trans-4-hydroxyproline" 8.56544936902548 8.55630219193555 8.62991447360554 8.62050752715945 8.6620072361599 8.58048057797836 8.62806832080374 8.52581242759636 8.63995651598597 8.56219964652819 8.6383479594742 8.5800889399893 8.59729646977252 8.67120697747546 8.65115965262436 8.5520481120319 8.62854657996435 8.66241031751961 8.67367748428397 8.56062104613221 8.48899322319003 8.44884967215281 8.61638583516057 8.63024375209661 8.7180208855243 8.60329312928236 8.67012613462215 8.67718950829913 8.65328103810812 8.73590596505059 8.66169192163604 8.59578779345626 8.65924739262816 8.63190846705236 8.62996012301108 8.57093114700739 8.4322767909616 8.64240306965598 8.57012847193412 8.6619123177256 8.64129864388853 8.64944692728289 8.42619600858194 8.55868895245646 8.68013086263599 8.62941136074437 8.74232289992288 8.70586305571224 8.51813218258282 8.58433563967232 8.65419638608242 8.5671231100733 8.63103038375237 8.47608131719799
"trans-urocanate" 6.50745214089934 6.78626235269087 6.76251726726102 6.70115369679422 6.76322734809702 6.62547461217693 6.75664698448635 6.64354811208223 6.9048785238559 6.68654269821111 6.76766247010142 6.59290655831649 6.57447043580849 6.72649068636015 6.75096173747269 6.69509580608733 6.61988425783011 6.76481215825853 6.79442028306842 6.75303076323513 6.64585016279815 6.6025957972077 6.65247783853378 6.62659901896505 6.7776758721411 6.745399843995 6.79472388189667 6.8100826403715 6.75671314875203 6.74366409214874 6.79134117852757 7.63534402628364 6.80671254021396 6.73434057837609 6.70970251316122 6.64332226986153 6.54079993502306 6.74239696973098 6.61516666907443 6.74443428190618 6.73656221974218 6.78847092795598 6.58367872723677 6.64921448598268 6.8068293692025 6.69025838352272 6.75695748891498 6.72046642710963 6.49154307896826 6.50930993978607 6.55367225776604 6.62438183800681 6.70661094469934 6.49704539840506
"trigonelline (N'-methylnicotinate)" 5.85983033420229 5.94004308508901 6.01206746221414 5.93840162905471 5.97691323335731 5.90715812767661 5.96019098846291 5.91517920190765 6.01304968187414 5.89837299708964 5.9087637357576 5.9213789797776 5.89675928509927 5.96948766753125 5.93508687495559 5.88029040957673 5.9700180084912 5.96672540773466 6.00421644244034 5.87510816466312 5.96940612663846 5.89403733789977 5.97733027643477 5.89641542519773 6.00807700027607 5.93701309500709 5.99304673403476 5.97328675782514 5.98751119590231 6.01434829886518 6.00042930498626 5.89275667525507 6.01474308914921 5.94997615245711 5.997164811484 5.9915543314146 5.95683569341878 6.01330541998056 5.85102278713423 6.02501364247731 6.04616180418148 6.02861842069273 5.87911825340827 5.93421404675297 6.04769376920443 6.03575223717202 6.0971871781436 6.02064795497954 5.90201051048533 5.91660079421857 5.94343020786194 5.85167653805404 5.98402927690465 5.91244791597408
"trimethylamine N-oxide" 6.21592347455404 6.37829776544692 6.37049736071089 6.32987503594573 6.2933853186602 6.33177337936574 6.38930485916122 6.34315562485302 6.33498222322851 6.31525348295346 6.36628097109095 6.40826592041739 6.28866252550085 6.33069435057826 6.34408422805822 6.39497829371616 6.31465077304049 6.36136930070304 6.37793646786975 6.33205348422652 6.32032661594481 6.2308368030052 6.28823603104898 6.27591019874845 6.42234570628198 6.35992498708795 6.41056686584568 6.3471144737004 6.36321077726081 6.39910582608181 6.34262260766538 6.38354483471981 6.3538050957588 6.28255686185711 6.39192174066595 6.36881014084719 6.26052954167765 6.36532097404199 6.36630526148428 6.39319882714729 6.3935801164723 6.34752652570246 6.27370784420419 6.38138749021576 6.4047307732084 6.39196947248608 6.40214905335618 6.38174214269181 6.201157513415 6.24930722320678 6.30942425451866 6.33071503673397 6.28856912595457 6.25717056121894
"tryptophan" 8.18241593077648 8.16264296669399 8.18551192033354 8.15399305614334 8.13796640195576 8.17655250114513 8.20673596507023 8.1857743510805 8.17533541571594 8.137305791839 8.19486328007793 8.16736138829142 8.11188017074421 8.11743747598097 8.16676761332518 8.17403821172771 8.14832358030669 8.14122790984805 8.13496921136217 8.14777270528313 8.13211746362703 7.94430718172803 8.13325943938466 8.18199597571184 8.16721971092173 8.17706479338491 8.22819299776066 8.13882149483932 8.16538683919829 8.16663047661008 8.10913856297995 8.13587275814762 8.15243243284398 8.10197174947103 8.1483767135612 8.1510539784912 8.04927376389172 8.10608855903312 8.09076372737121 8.076536695692 8.10091471282653 8.09628885448778 8.07451472785366 8.0777082297055 8.11897645168303 8.11072365433964 8.11113903815331 8.08384753910794 8.0620531391446 8.11667722554698 8.13142011367471 8.04369499697345 8.10037037967201 8.14039157868022
"tyrosine" 8.39062139790354 8.42721526899208 8.39988575768102 8.36721182319051 8.44093133751363 8.39030887631459 8.4051486744834 8.35918980410074 8.40791352464047 8.46511238621138 8.37762937417618 8.39865982644963 8.3970694916373 8.41585072482861 8.43647860937359 8.373942545224 8.37355172580947 8.40207660373875 8.45327620532161 8.40248514211762 8.44962342161428 8.38062105124215 8.4321905938818 8.39981795942552 8.47788637470239 8.3950919470976 8.38683194797586 8.43949917831634 8.36083219094598 8.47522354433102 8.43217184195339 8.44349149612659 8.41572124023985 8.41440419641215 8.41057892719675 8.39619605411947 8.41144988719005 8.33555947159418 8.40169501666631 8.40123729810311 8.34834808001504 8.31511622445637 8.40993079807524 8.34732486230916 8.38989024509337 8.35282459833009 8.43217790430923 8.39969373663163 8.41456352811405 8.35624525249071 8.43668310663704 8.40464072388796 8.33517260491301 8.34902151558261
"uracil" 6.67373455508118 6.71971535169505 6.69955833525502 6.71630273656985 6.67170727933848 6.66172638577223 6.67533401628168 6.7175892939897 6.71143593833119 6.726256155624 6.72467474564086 6.70227557597009 6.61818035325263 6.59019124297108 6.62894192010129 6.60623094847628 6.64060465179147 6.60377294055782 6.68523282349744 6.68751326568896 6.65205091288514 6.60349978545148 6.64364421732997 6.5997723019437 6.61389370164599 6.6954567213524 6.64526719263976 6.60254471908112 6.58560904112782 6.65299762961923 6.55331394654716 6.6509855422896 6.61588201036301 6.57451705831413 6.63728894699383 6.614948337496 6.2715109988868 6.33117028822919 6.38472821895249 6.41812554883859 6.28205264853687 6.29292804293743 6.57810925374821 6.54022983846108 6.39448092467164 6.42169900063317 6.36642090249453 6.32706290014495 6.3583849085243 6.40074791959581 6.41160657593158 6.41224292565978 6.28886467342555 6.321621418263
"urate" 6.07849524307715 6.39753436195837 6.43230564364122 6.17550543516 6.4546688207818 6.42645806923249 6.22360858851869 6.39098135876818 6.45540435837647 6.16630931166646 6.35931553502532 6.39586259474309 6.19762757928878 6.53440055532172 6.36306886633497 6.23487803336826 6.23917906148564 6.5349002909337 6.08085727979659 6.29355148144005 6.27514889571951 5.97483855706381 6.22633202915833 6.21386399203554 6.12155688979322 6.32164751104535 6.38252186417751 6.12230436700078 6.4405925296974 6.57025202861177 6.22082434459347 6.39403610039554 6.437634999754 6.11127024483877 6.50694194821543 6.55019629971614 6.26918826948302 6.51187988660912 6.40665393365827 6.37816997282942 6.43269805258848 6.51965489752611 6.07495862322132 6.29602621981387 6.46462902387995 6.21176749446317 6.38718954192857 6.35562811391042 6.11249138649757 6.28164731198395 6.36199456196556 6.15331933365797 6.43566491180171 6.48331208530214
"urea" 7.02791940334998 7.12275423350226 7.13382723526877 7.12024005417057 7.05422653668927 7.08600876463866 7.12813628584377 7.12991754716486 7.07286460869418 7.10268062759564 7.12729976578138 7.11466038158622 7.09015661162644 7.11155079352908 7.15246948691854 7.17321459864503 7.09779538335363 7.12942894717247 7.16580317621212 7.15972755783792 7.08108186052575 7.15143433068205 7.11948449372585 7.06907529116128 7.18959728800055 7.17250032869407 7.20139592249758 7.13802364934623 7.14757681149312 7.1740548626157 7.113400880508 7.14898006170727 7.18824020733991 7.13386520915548 7.18784989843416 7.18268048369359 7.17011658397128 7.21909001871404 7.22788804090233 7.23901843597709 7.25987882398834 7.24314767559289 7.21362561332033 7.23256993720365 7.29864849517215 7.28791525847231 7.23992616300981 7.21156940069885 7.21613432568518 7.1632674599226 7.19719360780288 7.22131771723256 7.17333436963732 7.22793994739522
"uridine" 6.58221738507902 6.61322576478357 6.66863495882243 6.54552952716335 6.60536991605494 6.52595806842649 6.5659800931241 6.62089868097682 6.65779591405538 6.66443342653876 6.54959394230476 6.66115658529833 5.93337540970935 5.95416963836301 6.03989415571404 5.96270357114901 5.96081835939853 5.94865498815874 6.24319436656425 6.20558461124386 6.00178907750065 5.94502372253895 5.926606339265 5.98996656973079 6.23880583013146 6.19108643419205 6.18021392991306 6.16283165135212 6.14028769740179 6.14726099582353 6.30096962453511 6.31963230938387 6.33991311819543 6.33437291660002 6.31361373768704 6.37308311072786 6.14677620158736 6.14436370278801 6.17422790794787 6.11181847140726 6.1487238578715 6.12038865851548 6.06166203592732 6.10526895661636 6.15789628015935 6.08102524872866 6.13228402983761 6.13480863912379 6.30083212946002 6.32302117155351 6.29564933325822 6.22786203393056 6.21655909735706 6.31569247595776
"valerylcarnitine" 6.30952775552549 6.26402238330731 6.30710927948124 6.32523233543188 6.32316688344064 6.23801798604409 6.32190731790659 6.28262551110015 6.35003178667949 6.1924129976692 6.32942696696346 6.30233417613847 6.29844172044871 6.26986840650197 6.27815202951258 6.25064538656887 6.28514194291689 6.30297150586264 6.35614407633927 6.23995530653796 6.31912959597483 6.1647477057374 6.20561788395388 6.24902901069858 6.33961578619624 6.28042242428064 6.22391653302475 6.3387747267903 6.32116785756474 6.33811310587074 6.30638320458685 6.2362119226206 6.32917752326886 6.25810474211044 6.32172660815502 6.30771997343163 6.2106905745996 6.17663957147336 6.19973461358095 6.27725865794566 6.18083353679205 6.1541594203013 6.17219558916164 6.13864841685851 6.31188836558894 6.21259453147427 6.28748395190918 6.22241600188554 6.21295772727674 6.22840472215992 6.30553128488818 6.18822573580959 6.29035253215862 6.27744784220818
"valine" 8.74109640920648 8.73716133419381 8.73756445592712 8.72026991280977 8.71592703473141 8.72175694727303 8.75132049859093 8.73590535236189 8.74804376764793 8.73133595962789 8.73844521711105 8.74009562525915 8.70139366588734 8.70459717438007 8.73455457192217 8.72776688839899 8.73229646696181 8.71631432074856 8.73065681909376 8.73613515209431 8.74414341608679 8.71319090592366 8.74210581479878 8.72515968490116 8.76160740626834 8.74786146370958 8.74655299851482 8.7282648813659 8.72733139167134 8.77277890718518 8.70076863153226 8.71433711082977 8.73892270484647 8.70361150627385 8.73508648769231 8.75807287899244 8.66705389861366 8.62609536851496 8.69313145542716 8.68920755811363 8.67701146632595 8.65846525391616 8.68953107577729 8.67812190303935 8.70389048028536 8.68730454689247 8.71776894523866 8.67238910347576 8.69490104307509 8.69024162715434 8.74302263026828 8.67672664034988 8.64588632732935 8.71488382750003
"xanthine" 7.53058493482022 7.45273238139957 7.47171664219101 7.49942172460193 7.45413297871157 7.49277055502949 7.4966269472355 7.45303574262119 7.50306896426684 7.49844884422181 7.45972860413004 7.47895510901914 7.49458986739398 7.47798819608046 7.5023030961797 7.48992266622203 7.51382723583297 7.48548198758924 7.46908506317359 7.50690153403665 7.5375058369195 7.47744803967713 7.47741271325987 7.53662060283298 7.55629111245156 7.47968887117875 7.50445637217701 7.52957781491444 7.4696293820621 7.55812007487601 7.48690750145752 7.50772478129908 7.50543304605205 7.49718082999337 7.51168057161397 7.50521028677851 7.4917228486163 7.44437095666911 7.50258360168809 7.47991627811611 7.46615776205225 7.47605946860248 7.49209058448502 7.46707760210182 7.52232681466391 7.47806785291571 7.50766757366461 7.49226461944715 7.46514499522332 7.4911019080504 7.57560798325694 7.48724296136516 7.40816687554358 7.48460021027494
"xanthosine" 5.20193760740655 5.11699272742984 5.28591494835594 5.37126001816428 5.37727345913949 NA 5.38198820878905 5.08411493019472 5.39228884124262 5.20415798176065 5.31994883464964 5.16557667317187 5.30956203745762 5.381636643099 5.24087360002058 5.19209889853141 5.37245170140937 5.50140436862719 5.48868183107933 5.14690596649101 5.32143893205728 NA 5.41747999703369 5.19774906762261 5.45906513558998 5.20594019969425 5.3926494771789 5.43723353985482 5.36401037039962 5.44248447258932 5.45718374090057 5.1662731829199 5.40759992743509 5.36824410432368 5.54137827385771 5.06150902416662 5.35535955566972 5.26833454900951 5.22876724925815 5.49434803469106 5.44924228863737 5.37123600332675 5.24487062206524 5.28575528415888 5.48507518123151 5.42853811164343 5.48993599110244 5.4759165897725 5.18722733197895 5.31174962401575 5.3563146530746 5.06393352416304 5.42538584381141 5.15718468220161
"xanthurenate" NA NA NA NA NA 4.52954584286172 NA NA 4.65103559452107 NA 4.66122566027014 4.58416154494287 NA 4.44307514382173 4.55175487301657 NA 4.6917885244027 NA NA NA NA NA NA NA NA NA 4.86142686933788 NA NA 4.57291804832446 NA NA NA NA NA NA NA NA NA NA NA 4.73162905037594 NA NA 4.64234579026045 NA NA 4.63468882382632 NA NA NA NA 4.88731904240464 4.7227490611098
"X - 11334" 5.73899289875786 5.58631268974912 5.84565544035907 5.8025842358153 5.86453243927821 5.56030723539291 5.89151348440151 5.65334181777009 5.90557463055713 5.64768706539069 5.85316383475274 5.65200252600777 5.66174644821243 5.82236098361635 5.71227584550719 5.54214794695739 5.68779284646224 5.85070381060664 5.83105414705353 5.5607755405812 5.71806551464567 5.59318080432668 5.63967371349974 5.68612840192041 5.89106834476272 5.75325127520511 5.94386138426211 5.8711273216743 5.94794565225107 5.8830177483737 5.8309086585209 5.5471147655834 5.90223793452296 5.7930699198787 5.84386164456257 5.65403978017725 5.65038718505918 5.78342973988487 5.71655421403721 5.89293231665705 5.83315476461156 5.91398330009632 5.64301124851056 5.58605930479333 5.83923286262244 5.86205381980182 5.88565799959822 5.89848164520048 5.54329555439787 5.52470631438369 5.67360510575327 5.51557317609856 5.87735348989403 5.67406067730727
