X5uM_10h X5uM_10h.1 X5uM_10h.2 X5uM_10h.3 X5uM_10h.4 X5uM_10h.5 X10uM_10h X10uM_10h.1 X10uM_10h.2 X10uM_10h.3 X10uM_10h.4 X10uM_10h.5 UT_24h UT_24h.1 UT_24h.2 UT_24h.3 UT_24h.4 UT_24h.5 Veh_24h Veh_24h.1 Veh_24h.2 Veh_24h.3 Veh_24h.4 Veh_24h.5 X5uM_24h X5uM_24h.1 X5uM_24h.2 X5uM_24h.3 X5uM_24h.4 X5uM_24h.5 X10uM_24h X10uM_24h.1 X10uM_24h.2 X10uM_24h.3 X10uM_24h.4 X10uM_24h.5 UT_48h UT_48h.1 UT_48h.2 UT_48h.3 UT_48h.4 UT_48h.5 Veh_48h Veh_48h.1 Veh_48h.2 Veh_48h.3 Veh_48h.4 Veh_48h.5 X5uM_48h X5uM_48h.1 X5uM_48h.2 X5uM_48h.3 X5uM_48h.4 X5uM_48h.5
2.776869e-06 2.775487e-06 2.786563e-06 2.785153e-06 2.791362e-06 2.779135e-06 2.503112e-06 2.489264e-06 2.504711e-06 2.494211e-06 2.504495e-06 2.496635e-06 1.538044e-06 1.544164e-06 1.542509e-06 1.534272e-06 1.540638e-06 1.543438e-06 2.200633e-06 2.187268e-06 2.178709e-06 2.173880e-06 2.193882e-06 2.195519e-06 2.657799e-06 2.641539e-06 2.651037e-06 2.652037e-06 2.648650e-06 2.660315e-06 2.608074e-06 2.598848e-06 2.607733e-06 2.603913e-06 2.603641e-06 2.595349e-06 1.008288e-06 1.019929e-06 1.015957e-06 1.020995e-06 1.019868e-06 1.020314e-06 1.218738e-06 1.227659e-06 1.235716e-06 1.232365e-06 1.239798e-06 1.237409e-06 1.542433e-06 1.548008e-06 1.553844e-06 1.546563e-06 1.551914e-06 1.538870e-06
2.421587e-06 2.475828e-06 2.471296e-06 2.459511e-06 2.471432e-06 2.444826e-06 2.219126e-06 2.199519e-06 2.244333e-06 2.207012e-06 2.221018e-06 2.190631e-06 1.346273e-06 1.362615e-06 1.365211e-06 1.359270e-06 1.351194e-06 1.366676e-06 1.951882e-06 1.945658e-06 1.929360e-06 1.922708e-06 1.930376e-06 1.926405e-06 2.348792e-06 2.342933e-06 2.351875e-06 2.354646e-06 2.344990e-06 2.342617e-06 2.314202e-06 2.455712e-06 2.316933e-06 2.304020e-06 2.299592e-06 2.287581e-06 8.881643e-07 9.025201e-07 8.935108e-07 9.026630e-07 9.021107e-07 9.057408e-07 1.077641e-06 1.083305e-06 1.096702e-06 1.086824e-06 1.092497e-06 1.089400e-06 1.346805e-06 1.348773e-06 1.353664e-06 1.361390e-06 1.370273e-06 1.347415e-06
2.286053e-06 2.303631e-06 2.319214e-06 2.303273e-06 2.311631e-06 2.296453e-06 2.073443e-06 2.064637e-06 2.083698e-06 2.061333e-06 2.063377e-06 2.065854e-06 1.268499e-06 1.277263e-06 1.273131e-06 1.266500e-06 1.277326e-06 1.276932e-06 1.825934e-06 1.803790e-06 1.820010e-06 1.807067e-06 1.821362e-06 1.807478e-06 2.200854e-06 2.186250e-06 2.197780e-06 2.193726e-06 2.196645e-06 2.202134e-06 2.164624e-06 2.142750e-06 2.167502e-06 2.154423e-06 2.163967e-06 2.162836e-06 8.439372e-07 8.483992e-07 8.354611e-07 8.493191e-07 8.509762e-07 8.496020e-07 1.012919e-06 1.018253e-06 1.029085e-06 1.027954e-06 1.033745e-06 1.026522e-06 1.278254e-06 1.280031e-06 1.283289e-06 1.272087e-06 1.288191e-06 1.279526e-06
2.362327e-06 2.395668e-06 2.394086e-06 2.385815e-06 2.378340e-06 2.386202e-06 2.154195e-06 2.145775e-06 2.144278e-06 2.140655e-06 2.150002e-06 2.157637e-06 1.314499e-06 1.319261e-06 1.320772e-06 1.326484e-06 1.317447e-06 1.322717e-06 1.887444e-06 1.880089e-06 1.878201e-06 1.863674e-06 1.873015e-06 1.871017e-06 2.282695e-06 2.270707e-06 2.280442e-06 2.268233e-06 2.271341e-06 2.278246e-06 2.231624e-06 2.239393e-06 2.233752e-06 2.220129e-06 2.240978e-06 2.236602e-06 8.674531e-07 8.753034e-07 8.753765e-07 8.773701e-07 8.773983e-07 8.739795e-07 1.050065e-06 1.059796e-06 1.061884e-06 1.060744e-06 1.061653e-06 1.059828e-06 1.313854e-06 1.319423e-06 1.326316e-06 1.328742e-06 1.323932e-06 1.320328e-06
2.717718e-06 2.714590e-06 2.718207e-06 2.713219e-06 2.710675e-06 2.716791e-06 2.444960e-06 2.441989e-06 2.440507e-06 2.435091e-06 2.443278e-06 2.439374e-06 1.496496e-06 1.496986e-06 1.501317e-06 1.501953e-06 1.499701e-06 1.499078e-06 2.135315e-06 2.136917e-06 2.134958e-06 2.111156e-06 2.135101e-06 2.141187e-06 2.577695e-06 2.579173e-06 2.586824e-06 2.573419e-06 2.577419e-06 2.577606e-06 2.528442e-06 2.532418e-06 2.534874e-06 2.527373e-06 2.534273e-06 2.534670e-06 9.863049e-07 9.896312e-07 9.887363e-07 9.879040e-07 9.893293e-07 9.890592e-07 1.194360e-06 1.194586e-06 1.197500e-06 1.196919e-06 1.196948e-06 1.195021e-06 1.502811e-06 1.507673e-06 1.508980e-06 1.501170e-06 1.506225e-06 1.509774e-06
2.750206e-06 2.755832e-06 2.751633e-06 2.746594e-06 2.757935e-06 2.750158e-06 2.472708e-06 2.466339e-06 2.473090e-06 2.480965e-06 2.468898e-06 2.471811e-06 1.521198e-06 1.522795e-06 1.524545e-06 1.519226e-06 1.519193e-06 1.521624e-06 2.174414e-06 2.168275e-06 2.173973e-06 2.165620e-06 2.171870e-06 2.167951e-06 2.623517e-06 2.611471e-06 2.610263e-06 2.617946e-06 2.606452e-06 2.623131e-06 2.575631e-06 2.577252e-06 2.573272e-06 2.573083e-06 2.572534e-06 2.570466e-06 1.007119e-06 1.002833e-06 1.006570e-06 1.006544e-06 1.003558e-06 1.001671e-06 1.217633e-06 1.213361e-06 1.216269e-06 1.213737e-06 1.219144e-06 1.216937e-06 1.533625e-06 1.528618e-06 1.535515e-06 1.532776e-06 1.526800e-06 1.527995e-06
2.454209e-06 2.463087e-06 2.459203e-06 2.462430e-06 2.453817e-06 2.451881e-06 2.205063e-06 2.212392e-06 2.211328e-06 2.213890e-06 2.213617e-06 2.209741e-06 1.351010e-06 1.347980e-06 1.352172e-06 1.349718e-06 1.353428e-06 1.349452e-06 1.935379e-06 1.935726e-06 1.930310e-06 1.922848e-06 1.929022e-06 1.922273e-06 2.318767e-06 2.333811e-06 2.324576e-06 2.316659e-06 2.313507e-06 2.326003e-06 2.271101e-06 2.288974e-06 2.282581e-06 2.275004e-06 2.286483e-06 2.282410e-06 8.682819e-07 8.727593e-07 8.767431e-07 8.792104e-07 8.690761e-07 8.698941e-07 1.077157e-06 1.073855e-06 1.060968e-06 1.063397e-06 1.058453e-06 1.054907e-06 1.331882e-06 1.336663e-06 1.337884e-06 1.337955e-06 1.323966e-06 1.327707e-06
2.333421e-06 2.399561e-06 2.406569e-06 2.353893e-06 2.411057e-06 2.405394e-06 2.123676e-06 2.154500e-06 2.166150e-06 2.112932e-06 2.148731e-06 2.155387e-06 1.304075e-06 1.341902e-06 1.322908e-06 1.308359e-06 1.308852e-06 1.341957e-06 1.838854e-06 1.873876e-06 1.870893e-06 1.820937e-06 1.862937e-06 1.860895e-06 2.223821e-06 2.263298e-06 2.275061e-06 2.223971e-06 2.286178e-06 2.310642e-06 2.208200e-06 2.241377e-06 2.249587e-06 2.186736e-06 2.262523e-06 2.270527e-06 8.681067e-07 8.860687e-07 8.783644e-07 8.762571e-07 8.802829e-07 8.866330e-07 1.031657e-06 1.052095e-06 1.067207e-06 1.044391e-06 1.060316e-06 1.057483e-06 1.303484e-06 1.323139e-06 1.332291e-06 1.308278e-06 1.340580e-06 1.345892e-06
2.521068e-06 2.538398e-06 2.540407e-06 2.537942e-06 2.525899e-06 2.531711e-06 2.281294e-06 2.281585e-06 2.272253e-06 2.277139e-06 2.281158e-06 2.279096e-06 1.400257e-06 1.402410e-06 1.406512e-06 1.408582e-06 1.401026e-06 1.404205e-06 2.006094e-06 2.005230e-06 1.993979e-06 2.004050e-06 1.999488e-06 1.992250e-06 2.421209e-06 2.418287e-06 2.423222e-06 2.412373e-06 2.414015e-06 2.418553e-06 2.370173e-06 2.376201e-06 2.382817e-06 2.373644e-06 2.382751e-06 2.381882e-06 9.316075e-07 9.348266e-07 9.354026e-07 9.361303e-07 9.374911e-07 9.364000e-07 1.129893e-06 1.131393e-06 1.136593e-06 1.135752e-06 1.131974e-06 1.129730e-06 1.422997e-06 1.417703e-06 1.421105e-06 1.423514e-06 1.418714e-06 1.424174e-06
2.436357e-06 2.442433e-06 2.453221e-06 2.429130e-06 2.440897e-06 2.425258e-06 2.185877e-06 2.195552e-06 2.202007e-06 2.203165e-06 2.182975e-06 2.202593e-06 1.272925e-06 1.275426e-06 1.285645e-06 1.276450e-06 1.276224e-06 1.274763e-06 1.865692e-06 1.859537e-06 1.825522e-06 1.815841e-06 1.812680e-06 1.823513e-06 2.247107e-06 2.237683e-06 2.235526e-06 2.232069e-06 2.227571e-06 2.228964e-06 2.223664e-06 2.227237e-06 2.231108e-06 2.230052e-06 2.226086e-06 2.237412e-06 8.587812e-07 8.585956e-07 8.608886e-07 8.560840e-07 8.589310e-07 8.567466e-07 1.030404e-06 1.034503e-06 1.039411e-06 1.032228e-06 1.037027e-06 1.037263e-06 1.325335e-06 1.327866e-06 1.324743e-06 1.316948e-06 1.315640e-06 1.327031e-06
2.381652e-06 2.372293e-06 2.381156e-06 2.384866e-06 2.384444e-06 2.366915e-06 2.141878e-06 2.134638e-06 2.147034e-06 2.117839e-06 2.143259e-06 2.138276e-06 1.315610e-06 1.312360e-06 1.313303e-06 1.310164e-06 1.314099e-06 1.316124e-06 1.883957e-06 1.865164e-06 1.878008e-06 1.852812e-06 1.859543e-06 1.866644e-06 2.266782e-06 2.255268e-06 2.244175e-06 2.266619e-06 2.263205e-06 2.266491e-06 2.224702e-06 2.211185e-06 2.229061e-06 2.215418e-06 2.227638e-06 2.224958e-06 8.636732e-07 8.610732e-07 8.628382e-07 8.687151e-07 8.613942e-07 8.593489e-07 1.040737e-06 1.037620e-06 1.053534e-06 1.044467e-06 1.051319e-06 1.045371e-06 1.315223e-06 1.317010e-06 1.325872e-06 1.312351e-06 1.324136e-06 1.322658e-06
2.803114e-06 2.802532e-06 2.802591e-06 2.800030e-06 2.799385e-06 2.800250e-06 2.519587e-06 2.517539e-06 2.519152e-06 2.516932e-06 2.517877e-06 2.518096e-06 1.546648e-06 1.546911e-06 1.549368e-06 1.548812e-06 1.549183e-06 1.547873e-06 2.207303e-06 2.207942e-06 2.208876e-06 2.205263e-06 2.208638e-06 2.206662e-06 2.663920e-06 2.661993e-06 2.661810e-06 2.659240e-06 2.659109e-06 2.665484e-06 2.613512e-06 2.615395e-06 2.618798e-06 2.613907e-06 2.618268e-06 2.621442e-06 1.021276e-06 1.019035e-06 1.022696e-06 1.022483e-06 1.021819e-06 1.020807e-06 1.236335e-06 1.235584e-06 1.237279e-06 1.236188e-06 1.238190e-06 1.235206e-06 1.557222e-06 1.556836e-06 1.561196e-06 1.555716e-06 1.553152e-06 1.558875e-06
2.610386e-06 2.596950e-06 2.600239e-06 2.605025e-06 2.597193e-06 2.603877e-06 2.339839e-06 2.333066e-06 2.340837e-06 2.340122e-06 2.334108e-06 2.337098e-06 1.439914e-06 1.438329e-06 1.440650e-06 1.439469e-06 1.441747e-06 1.439045e-06 2.048321e-06 2.053465e-06 2.057610e-06 2.049461e-06 2.049456e-06 2.057490e-06 2.482267e-06 2.469760e-06 2.473818e-06 2.477920e-06 2.468108e-06 2.482564e-06 2.431996e-06 2.435350e-06 2.434981e-06 2.433652e-06 2.435986e-06 2.434945e-06 9.523576e-07 9.493590e-07 9.530427e-07 9.516117e-07 9.507410e-07 9.513678e-07 1.151551e-06 1.149639e-06 1.153854e-06 1.150480e-06 1.152739e-06 1.151564e-06 1.447425e-06 1.449924e-06 1.458001e-06 1.449553e-06 1.441908e-06 1.449299e-06
2.132078e-06 2.110791e-06 2.152784e-06 2.173493e-06 2.174939e-06           NA 1.954915e-06 1.888781e-06 1.957136e-06 1.915888e-06 1.941448e-06 1.907245e-06 1.193512e-06 1.203151e-06 1.184204e-06 1.177519e-06 1.201930e-06 1.218887e-06 1.734483e-06 1.668990e-06 1.702961e-06           NA 1.721182e-06 1.679004e-06 2.083236e-06 2.024962e-06 2.068212e-06 2.078317e-06 2.061676e-06 2.079502e-06 2.049982e-06 1.983804e-06 2.038956e-06 2.030131e-06 2.068478e-06 1.959054e-06 7.935992e-07 7.858512e-07 7.822860e-07 8.057163e-07 8.018179e-07 7.949992e-07 9.476429e-07 9.520830e-07 9.732490e-07 9.673244e-07 9.737555e-07 9.722934e-07 1.185303e-06 1.202383e-06 1.208399e-06 1.167982e-06 1.217625e-06 1.181121e-06
          NA           NA           NA           NA           NA 1.953125e-06           NA           NA 1.785370e-06           NA 1.787912e-06 1.768548e-06           NA 1.066146e-06 1.083422e-06           NA 1.105084e-06           NA           NA           NA           NA           NA           NA           NA           NA           NA 1.940924e-06           NA           NA 1.865832e-06           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA           NA 7.350389e-07           NA           NA 8.778637e-07           NA           NA 8.769198e-07           NA           NA           NA           NA 1.142422e-06 1.117759e-06
2.259112e-06 2.224249e-06 2.282921e-06 2.273359e-06 2.287090e-06 2.218216e-06 2.059981e-06 2.012049e-06 2.062750e-06 2.010887e-06 2.052396e-06 2.011774e-06 1.239425e-06 1.259422e-06 1.245776e-06 1.224162e-06 1.242706e-06 1.262894e-06 1.796123e-06 1.747776e-06 1.776190e-06 1.753696e-06 1.762128e-06 1.770485e-06 2.176714e-06 2.147659e-06 2.187665e-06 2.172553e-06 2.188508e-06 2.175036e-06 2.130003e-06 2.069728e-06 2.144692e-06 2.122138e-06 2.132684e-06 2.092792e-06 8.189599e-07 8.299660e-07 8.244657e-07 8.388364e-07 8.340147e-07 8.405228e-07 9.894811e-07 9.836808e-07 1.009027e-06 1.011257e-06 1.013555e-06 1.014800e-06 1.233105e-06 1.230687e-06 1.249835e-06 1.229495e-06 1.275239e-06 1.249893e-06
2.245772e-06 2.251398e-06 2.258187e-06 2.238821e-06 2.254659e-06 2.257541e-06 2.016411e-06 2.025154e-06 2.045462e-06 2.022255e-06 2.011615e-06 2.047892e-06 1.234793e-06 1.244117e-06 1.256158e-06 1.230077e-06 1.244005e-06 1.250169e-06 1.769134e-06 1.769947e-06 1.788784e-06 1.766287e-06 1.766412e-06 1.783673e-06 2.138871e-06 2.139164e-06 2.143389e-06 2.132413e-06 2.139311e-06 2.155802e-06 2.098556e-06 2.096520e-06 2.131012e-06 2.097876e-06 2.111971e-06 2.135389e-06 8.236302e-07 8.271452e-07 8.348988e-07 8.221185e-07 8.274145e-07 8.339768e-07 9.951859e-07 9.941450e-07 1.004977e-06 9.952215e-07 1.000004e-06 1.001059e-06 1.247933e-06 1.251703e-06 1.265316e-06 1.250444e-06 1.248888e-06 1.265577e-06
2.221373e-06 2.226652e-06 2.221581e-06 2.209002e-06 2.222589e-06 2.230766e-06 1.989552e-06 1.990085e-06 1.993438e-06 1.988697e-06 1.990113e-06 2.000854e-06 1.221283e-06 1.226554e-06 1.233695e-06 1.228348e-06 1.228460e-06 1.224834e-06 1.746798e-06 1.742178e-06 1.753962e-06 1.740143e-06 1.753670e-06 1.761861e-06 2.118647e-06 2.121012e-06 2.128653e-06 2.110972e-06 2.112674e-06 2.115527e-06 2.068257e-06 2.072866e-06 2.073079e-06 2.058014e-06 2.079857e-06 2.078651e-06 8.094534e-07 8.123497e-07 8.178270e-07 8.107210e-07 8.165653e-07 8.174716e-07 9.778947e-07 9.576025e-07 9.898029e-07 9.852627e-07 9.874466e-07 9.850113e-07 1.226158e-06 1.241033e-06 1.251774e-06 1.230204e-06 1.232320e-06 1.243778e-06
2.133463e-06 2.147023e-06 2.154900e-06 2.119203e-06 2.141894e-06 2.153575e-06 1.917410e-06 1.929372e-06 1.952817e-06 1.924112e-06 1.906029e-06 1.961031e-06 1.158840e-06 1.190417e-06 1.204580e-06 1.176136e-06 1.184305e-06 1.199497e-06 1.667989e-06 1.683636e-06 1.703108e-06 1.651149e-06 1.690498e-06 1.700234e-06 2.016964e-06 2.024888e-06 2.052792e-06 2.019509e-06 2.034379e-06 2.049468e-06 2.001879e-06 1.999023e-06 2.029835e-06 1.988539e-06 1.997832e-06 2.036778e-06 7.882969e-07 7.917547e-07 8.023422e-07 7.832611e-07 7.881697e-07 7.966577e-07 9.476256e-07 9.452839e-07 9.674552e-07 9.385782e-07 9.487238e-07 9.563138e-07 1.183107e-06 1.193075e-06 1.203974e-06 1.184331e-06 1.190772e-06 1.205675e-06
2.188016e-06           NA 2.207379e-06 2.213819e-06           NA 2.153019e-06 1.990759e-06 1.982651e-06 1.899768e-06           NA 2.026766e-06 1.979647e-06 1.218603e-06           NA 1.134646e-06 1.230525e-06 1.235377e-06 1.149039e-06 1.641683e-06 1.695532e-06 1.576157e-06 1.714919e-06 1.627729e-06 1.708131e-06 1.994535e-06 2.119966e-06 2.152403e-06 2.009128e-06 2.156712e-06 1.955918e-06 1.950992e-06 1.959698e-06 1.992770e-06 1.935543e-06 1.986399e-06 2.009251e-06 7.506368e-07 8.097413e-07 7.643992e-07 7.690538e-07 8.292229e-07 8.400808e-07           NA 9.450407e-07 9.345295e-07 9.769095e-07           NA 9.118797e-07 1.113144e-06 1.235170e-06 1.175950e-06           NA 1.245704e-06 1.225493e-06
2.582097e-06 2.586694e-06 2.593794e-06 2.586585e-06 2.582285e-06 2.592016e-06 2.327720e-06 2.326165e-06 2.331418e-06 2.320694e-06 2.328162e-06 2.328024e-06 1.421756e-06 1.429421e-06 1.434354e-06 1.429469e-06 1.425877e-06 1.430370e-06 2.039001e-06 2.038596e-06 2.029968e-06 2.024216e-06 2.032472e-06 2.022592e-06 2.464270e-06 2.460757e-06 2.462445e-06 2.452413e-06 2.461226e-06 2.464270e-06 2.406979e-06 2.416467e-06 2.422438e-06 2.411240e-06 2.420757e-06 2.417283e-06 9.399662e-07 9.471453e-07 9.393066e-07 9.458779e-07 9.472411e-07 9.477008e-07 1.143836e-06 1.139298e-06 1.148723e-06 1.144751e-06 1.147070e-06 1.143778e-06 1.434979e-06 1.435227e-06 1.435414e-06 1.434656e-06 1.439563e-06 1.430792e-06
1.950096e-06 1.915013e-06 1.946492e-06 1.943845e-06 1.973550e-06 1.926344e-06 1.742673e-06 1.729538e-06 1.743832e-06 1.735008e-06 1.758923e-06 1.763657e-06           NA 1.071656e-06 1.081930e-06 1.070196e-06 1.094757e-06 1.082729e-06 1.515984e-06 1.519224e-06 1.536746e-06 1.528930e-06 1.520450e-06 1.537141e-06 1.862726e-06 1.886312e-06 1.871476e-06 1.847927e-06 1.865738e-06 1.898786e-06 1.804227e-06 1.826619e-06 1.837021e-06 1.814300e-06 1.836108e-06 1.827565e-06 7.213622e-07 7.142683e-07 7.170508e-07 7.214695e-07 7.227288e-07 7.118972e-07 8.550906e-07 8.684291e-07 8.599918e-07 8.561103e-07 8.717487e-07 8.660328e-07 1.095256e-06 1.073569e-06 1.114158e-06           NA 1.072865e-06 1.087316e-06
2.024924e-06 2.000806e-06 2.011652e-06 2.000393e-06 2.009254e-06 2.001018e-06 1.816875e-06 1.805488e-06 1.788978e-06 1.815579e-06 1.799268e-06 1.772934e-06 1.116563e-06 1.091576e-06 1.107682e-06 1.123151e-06 1.113135e-06 1.088024e-06 1.595800e-06 1.603845e-06 1.585684e-06 1.585318e-06 1.559716e-06 1.568233e-06 1.934169e-06 1.930334e-06 1.925674e-06 1.909855e-06 1.924549e-06 1.953823e-06 1.886407e-06 1.889773e-06 1.878263e-06 1.851011e-06 1.886342e-06 1.893082e-06 7.326358e-07 7.287724e-07 7.416776e-07 7.407742e-07 7.315433e-07 7.325459e-07 9.030384e-07 8.918895e-07 9.008576e-07 9.011887e-07 8.929163e-07 8.979375e-07 1.115720e-06 1.122809e-06 1.118344e-06 1.129063e-06 1.116124e-06 1.111752e-06
2.281454e-06 2.289068e-06 2.285375e-06 2.271482e-06 2.285100e-06 2.281827e-06 2.048927e-06 2.042604e-06 2.051070e-06 2.061182e-06 2.053382e-06 2.056327e-06 1.259357e-06 1.256440e-06 1.269193e-06 1.264681e-06 1.267653e-06 1.258322e-06 1.804936e-06 1.800422e-06 1.800367e-06 1.795706e-06 1.805657e-06 1.807192e-06 2.176767e-06 2.174888e-06 2.173086e-06 2.173285e-06 2.171687e-06 2.170802e-06 2.135834e-06 2.130703e-06 2.130886e-06 2.136860e-06 2.139118e-06 2.130928e-06 8.329855e-07 8.360755e-07 8.347013e-07 8.362006e-07 8.371304e-07 8.341599e-07 1.015119e-06 1.008981e-06 1.013277e-06 1.013254e-06 1.018586e-06 1.008677e-06 1.275559e-06 1.274129e-06 1.279986e-06 1.274293e-06 1.268920e-06 1.273079e-06
2.352966e-06 2.354541e-06 2.350952e-06 2.348366e-06 2.353052e-06 2.350969e-06 2.111121e-06 2.109966e-06 2.113904e-06 2.115319e-06 2.110671e-06 2.111832e-06 1.300490e-06 1.294411e-06 1.303352e-06 1.301840e-06 1.302407e-06 1.297727e-06 1.859259e-06 1.853960e-06 1.855300e-06 1.847602e-06 1.857739e-06 1.856310e-06 2.244020e-06 2.237997e-06 2.236471e-06 2.233087e-06 2.230295e-06 2.236632e-06 2.198497e-06 2.198203e-06 2.194180e-06 2.196245e-06 2.197538e-06 2.197058e-06 8.585177e-07 8.596541e-07 8.621819e-07 8.613101e-07 8.620027e-07 8.598119e-07 1.041100e-06 1.041034e-06 1.045102e-06 1.043871e-06 1.045140e-06 1.040089e-06 1.309516e-06 1.311846e-06 1.318132e-06 1.310520e-06 1.302791e-06 1.313518e-06
2.381378e-06 2.377503e-06 2.381897e-06 2.388605e-06 2.390660e-06 2.390046e-06 2.149954e-06 2.141536e-06 2.141498e-06 2.138695e-06 2.186862e-06 2.183331e-06 1.335139e-06 1.343893e-06 1.344522e-06 1.344440e-06 1.338975e-06 1.344177e-06 1.925460e-06 1.913501e-06 1.894088e-06 1.915426e-06 1.901192e-06 1.908539e-06 2.321395e-06 2.310071e-06 2.313473e-06 2.319267e-06 2.341867e-06 2.336475e-06 2.277146e-06 2.268473e-06 2.276536e-06 2.272354e-06 2.296042e-06 2.289224e-06 8.843448e-07 8.875029e-07 8.847151e-07 8.893769e-07 8.905476e-07 8.915602e-07 1.069327e-06 1.063736e-06 1.074253e-06 1.076523e-06 1.076175e-06 1.078230e-06 1.346695e-06 1.349582e-06 1.354231e-06 1.348559e-06 1.365609e-06 1.356072e-06
2.118926e-06 2.130328e-06 2.089795e-06 2.128931e-06 2.101699e-06 2.079359e-06 1.906222e-06 1.884859e-06 1.886773e-06 1.908408e-06 1.870814e-06 1.892770e-06 1.180999e-06 1.166000e-06 1.173704e-06 1.155349e-06 1.165561e-06 1.180521e-06 1.652905e-06 1.666103e-06 1.659590e-06 1.660432e-06 1.658196e-06           NA 1.974883e-06 2.012604e-06 1.993450e-06 1.986516e-06 2.007753e-06 2.015946e-06 1.986169e-06 1.939317e-06 1.983630e-06 1.973617e-06 1.971120e-06 1.957255e-06 7.593656e-07           NA 7.715837e-07 7.543462e-07 7.620500e-07           NA 9.338085e-07 9.342250e-07 9.346533e-07 9.347071e-07 9.361729e-07 9.273390e-07 1.179421e-06 1.171825e-06 1.169153e-06 1.157525e-06 1.180240e-06 1.181599e-06
2.135163e-06 2.152220e-06 2.134285e-06 2.124816e-06 2.150392e-06 2.129162e-06 1.897950e-06 1.912273e-06 1.941840e-06 1.937736e-06 1.894389e-06 1.944590e-06 1.167643e-06 1.188733e-06 1.199450e-06 1.181334e-06 1.170499e-06 1.188146e-06 1.688531e-06 1.702726e-06 1.699623e-06 1.655854e-06 1.700357e-06 1.691036e-06 2.044822e-06 2.015404e-06 2.040272e-06 2.046546e-06 2.028169e-06 2.051537e-06 2.012151e-06 2.008100e-06 2.014482e-06 1.993310e-06 2.009461e-06 2.023178e-06 7.786480e-07 7.774931e-07 7.913346e-07 7.841104e-07 7.778071e-07 7.859727e-07 9.492341e-07 9.461786e-07 9.551345e-07 9.492697e-07 9.503442e-07 9.557566e-07 1.191805e-06 1.182353e-06 1.197849e-06 1.194990e-06 1.187019e-06 1.192818e-06
2.386954e-06 2.371406e-06 2.391265e-06 2.395369e-06 2.394566e-06 2.367224e-06 2.146125e-06 2.124225e-06 2.156844e-06 2.117019e-06 2.149799e-06 2.128509e-06 1.312504e-06 1.309901e-06 1.309111e-06 1.303456e-06 1.319467e-06 1.328549e-06 1.883530e-06 1.864245e-06 1.891539e-06 1.861064e-06 1.891352e-06 1.875723e-06 2.296764e-06 2.261990e-06 2.289411e-06 2.282763e-06 2.272850e-06 2.268223e-06 2.229532e-06 2.202883e-06 2.235184e-06 2.228204e-06 2.222666e-06 2.209074e-06 8.550925e-07 8.725184e-07 8.674349e-07 8.762361e-07 8.775582e-07 8.785241e-07 1.032339e-06 1.043439e-06 1.057260e-06 1.053858e-06 1.061225e-06 1.062189e-06 1.305355e-06 1.329277e-06 1.319561e-06 1.304060e-06 1.325792e-06 1.314929e-06
2.476271e-06 2.456582e-06 2.464096e-06           NA 2.461670e-06 2.468434e-06 2.209588e-06 2.197789e-06 2.199928e-06 2.222768e-06 2.222079e-06 2.184146e-06 1.346561e-06 1.356551e-06 1.366752e-06 1.367516e-06 1.368162e-06 1.362566e-06 1.913082e-06 1.945157e-06 1.942336e-06 1.952056e-06 1.939658e-06 1.942845e-06 2.349560e-06 2.359066e-06 2.340508e-06 2.342535e-06 2.336416e-06 2.332539e-06 2.293346e-06 2.301617e-06 2.265098e-06 2.303435e-06 2.299955e-06 2.282609e-06 8.809381e-07 9.001960e-07 8.941488e-07 9.056005e-07 9.009558e-07 8.932159e-07 1.094062e-06 1.073722e-06 1.086375e-06 1.094492e-06 1.089635e-06 1.084849e-06 1.382264e-06 1.374121e-06 1.366170e-06 1.385092e-06 1.368826e-06 1.359232e-06
2.162451e-06 2.130846e-06 2.187421e-06 2.223472e-06 2.155806e-06 2.250856e-06 1.932915e-06 1.964605e-06 2.009182e-06 1.961763e-06 2.004417e-06 1.997787e-06 1.222872e-06           NA 1.193551e-06 1.195266e-06 1.204509e-06 1.209705e-06 1.700923e-06 1.726358e-06           NA 1.762008e-06 1.748013e-06 1.741622e-06 2.143085e-06 2.121659e-06           NA 2.088557e-06 2.097624e-06 2.048550e-06 2.010853e-06 2.001572e-06 2.060131e-06 2.004757e-06 2.069461e-06 2.089411e-06 7.823101e-07 7.795891e-07           NA           NA 8.057757e-07 7.921561e-07           NA           NA           NA 9.354505e-07 9.837074e-07 9.515242e-07 1.214913e-06 1.235453e-06 1.228112e-06           NA 1.206813e-06 1.229692e-06
2.215821e-06 2.223077e-06 2.213863e-06 2.225274e-06 2.250749e-06 2.232812e-06 1.995751e-06 1.996859e-06 2.001176e-06 1.990583e-06 2.007921e-06 2.012360e-06 1.223045e-06 1.234735e-06 1.231255e-06 1.230771e-06 1.217302e-06 1.227091e-06 1.744092e-06 1.737290e-06 1.754062e-06 1.748715e-06 1.729304e-06 1.757991e-06 2.115547e-06 2.115639e-06 2.118377e-06 2.116675e-06 2.119979e-06 2.115889e-06 2.070274e-06 2.065986e-06 2.099146e-06 2.073287e-06 2.082571e-06 2.086535e-06 7.990204e-07 8.202948e-07 8.133567e-07 8.090581e-07 8.161227e-07 8.168928e-07 9.755707e-07 9.752376e-07 9.874865e-07 9.831366e-07 9.886903e-07 9.882329e-07 1.223122e-06           NA 1.230665e-06 1.224080e-06 1.242034e-06 1.242923e-06
