X5uM_10h X5uM_10h.1 X5uM_10h.2 X5uM_10h.3 X5uM_10h.4 X5uM_10h.5 X10uM_10h X10uM_10h.1 X10uM_10h.2 X10uM_10h.3 X10uM_10h.4 X10uM_10h.5 UT_24h UT_24h.1 UT_24h.2 UT_24h.3 UT_24h.4 UT_24h.5 Veh_24h Veh_24h.1 Veh_24h.2 Veh_24h.3 Veh_24h.4 Veh_24h.5 X5uM_24h X5uM_24h.1 X5uM_24h.2 X5uM_24h.3 X5uM_24h.4 X5uM_24h.5 X10uM_24h X10uM_24h.1 X10uM_24h.2 X10uM_24h.3 X10uM_24h.4 X10uM_24h.5 UT_48h UT_48h.1 UT_48h.2 UT_48h.3 UT_48h.4 UT_48h.5 Veh_48h Veh_48h.1 Veh_48h.2 Veh_48h.3 Veh_48h.4 Veh_48h.5 X5uM_48h X5uM_48h.1 X5uM_48h.2 X5uM_48h.3 X5uM_48h.4 X5uM_48h.5
2.462066e-06 2.498079e-06 2.484321e-06 2.496227e-06 2.504358e-06 2.502135e-06 2.242647e-06 2.197766e-06 2.239738e-06 2.232522e-06 2.240228e-06 2.242650e-06 1.353568e-06 1.380416e-06 1.380104e-06 1.379885e-06 1.367108e-06 1.381920e-06 1.970892e-06 1.953496e-06 1.941355e-06 1.963466e-06 1.949961e-06 1.929928e-06 2.375984e-06 2.373697e-06 2.370029e-06 2.367914e-06 2.365984e-06 2.369386e-06 2.327942e-06 2.336893e-06 2.335197e-06 2.338651e-06 2.338554e-06 2.342796e-06 9.022073e-07 9.115382e-07 9.044098e-07 9.125350e-07 9.155115e-07 9.145918e-07 1.095852e-06 1.064777e-06 1.108667e-06 1.105097e-06 1.106971e-06 1.110387e-06 1.376640e-06 1.363985e-06 1.376404e-06 1.382267e-06 1.393912e-06 1.366575e-06
2.365034e-06 2.376509e-06 2.355643e-06 2.367481e-06 2.369794e-06 2.375188e-06 2.122852e-06 2.133872e-06 2.129838e-06 2.128147e-06 2.121575e-06 2.118390e-06 1.313208e-06 1.302500e-06 1.307068e-06 1.313242e-06 1.306760e-06 1.308404e-06 1.864325e-06 1.868501e-06 1.870060e-06 1.869164e-06 1.851730e-06 1.880758e-06 2.260440e-06 2.270365e-06 2.252629e-06 2.253313e-06 2.245346e-06 2.251012e-06 2.208426e-06 2.221245e-06 2.210687e-06 2.208897e-06 2.220085e-06 2.211511e-06 8.664715e-07 8.724992e-07 8.658396e-07 8.707687e-07 8.644178e-07 8.703303e-07 1.049628e-06 1.047875e-06 1.052357e-06 1.056254e-06 1.058935e-06 1.049407e-06 1.317446e-06 1.318163e-06 1.318536e-06 1.326064e-06 1.325453e-06 1.319874e-06
2.731289e-06 2.726197e-06 2.737190e-06 2.736434e-06 2.738586e-06 2.732849e-06 2.458336e-06 2.447524e-06 2.459113e-06 2.453866e-06 2.458740e-06 2.453345e-06 1.511602e-06 1.513360e-06 1.512613e-06 1.507496e-06 1.513470e-06 1.514490e-06 2.158447e-06 2.150576e-06 2.144012e-06 2.146077e-06 2.154228e-06 2.156911e-06 2.605967e-06 2.595315e-06 2.602847e-06 2.605300e-06 2.600641e-06 2.606722e-06 2.558031e-06 2.552069e-06 2.559664e-06 2.554594e-06 2.556283e-06 2.548018e-06 9.936793e-07 1.001401e-06 9.978720e-07 1.001594e-06 1.001806e-06 1.001976e-06 1.202969e-06 1.204810e-06 1.212197e-06 1.210283e-06 1.215144e-06 1.212605e-06 1.513968e-06 1.521760e-06 1.525610e-06 1.518404e-06 1.523332e-06 1.518176e-06
2.512529e-06 2.517072e-06 2.536885e-06 2.529144e-06 2.540960e-06 2.503823e-06 2.274097e-06 2.252999e-06 2.274772e-06 2.256553e-06 2.280328e-06 2.259748e-06 1.378379e-06 1.396484e-06 1.379096e-06 1.390711e-06 1.388258e-06 1.407064e-06 2.005989e-06 1.974543e-06 1.978344e-06 1.970714e-06 1.971970e-06 1.968183e-06 2.405218e-06 2.390068e-06 2.418776e-06 2.415364e-06 2.413315e-06 2.410585e-06 2.374128e-06 2.328738e-06 2.380507e-06 2.356643e-06 2.362976e-06 2.348550e-06 9.129070e-07 9.267669e-07 9.212425e-07 9.266106e-07 9.243855e-07 9.297150e-07 1.106439e-06 1.113221e-06 1.120419e-06 1.117387e-06 1.116816e-06 1.124938e-06 1.384378e-06 1.395124e-06 1.405491e-06 1.378428e-06 1.411739e-06 1.403313e-06
2.442189e-06 2.431114e-06 2.433066e-06 2.431442e-06 2.416123e-06 2.434241e-06 2.192850e-06 2.189304e-06 2.186707e-06 2.186948e-06 2.172029e-06 2.182902e-06 1.346687e-06 1.341497e-06 1.348550e-06 1.348065e-06 1.345353e-06 1.343806e-06 1.924149e-06 1.916933e-06 1.923416e-06 1.914011e-06 1.917068e-06 1.920233e-06 2.319214e-06 2.322691e-06 2.310785e-06 2.307235e-06 2.307199e-06 2.317667e-06 2.263521e-06 2.278714e-06 2.272747e-06 2.266449e-06 2.272418e-06 2.270313e-06 8.859167e-07 8.831192e-07 8.904928e-07 8.911862e-07 8.861077e-07 8.856989e-07 1.074758e-06 1.073146e-06 1.076887e-06 1.077934e-06 1.077127e-06 1.067873e-06 1.355798e-06 1.349857e-06 1.354749e-06 1.356439e-06 1.353582e-06 1.355914e-06
2.049497e-06 2.050388e-06 2.046941e-06 2.038039e-06 2.035221e-06 2.038132e-06 1.846751e-06 1.831153e-06 1.842274e-06 1.854802e-06 1.814332e-06 1.839982e-06 1.126952e-06 1.125017e-06 1.132165e-06 1.130297e-06 1.129913e-06 1.126831e-06 1.614674e-06 1.606046e-06 1.617130e-06 1.607770e-06 1.610255e-06 1.608745e-06 1.954665e-06 1.944836e-06 1.930482e-06 1.932537e-06 1.942450e-06 1.946842e-06 1.893489e-06 1.914043e-06 1.910000e-06 1.880123e-06 1.897843e-06 1.913513e-06 7.367095e-07 7.458510e-07 7.511167e-07 7.521108e-07 7.488690e-07 7.433916e-07 8.975439e-07 9.070953e-07 9.163239e-07 9.011031e-07 9.077015e-07 9.018247e-07 1.137322e-06 1.137788e-06 1.142069e-06 1.138144e-06 1.125620e-06 1.135842e-06
2.268265e-06 2.298416e-06 2.314296e-06 2.313606e-06 2.308072e-06 2.281906e-06 2.085737e-06 2.063423e-06 2.097261e-06 2.052814e-06 2.090781e-06 2.073610e-06 1.254748e-06 1.278961e-06 1.264229e-06 1.270567e-06 1.271680e-06 1.287710e-06 1.833512e-06 1.804484e-06 1.801841e-06 1.783572e-06 1.812310e-06 1.792181e-06 2.205844e-06 2.194813e-06 2.214898e-06 2.202351e-06 2.206580e-06 2.207341e-06 2.162127e-06 2.149163e-06 2.173804e-06 2.156600e-06 2.159033e-06 2.152298e-06 8.277687e-07 8.449848e-07 8.429396e-07 8.455618e-07 8.486850e-07 8.528709e-07 1.002948e-06 1.022116e-06 1.026971e-06 1.023420e-06 1.029009e-06 1.030920e-06 1.254092e-06 1.269286e-06 1.283465e-06 1.258482e-06 1.295935e-06 1.271627e-06
2.577446e-06 2.584796e-06 2.601871e-06 2.598100e-06 2.606128e-06 2.588776e-06 2.338017e-06 2.325895e-06 2.342470e-06 2.320576e-06 2.339815e-06 2.314789e-06 1.420282e-06 1.439150e-06 1.433571e-06 1.421320e-06 1.423531e-06 1.440651e-06 2.054612e-06 2.016238e-06 2.033366e-06 2.030563e-06 2.037520e-06 2.026900e-06 2.477704e-06 2.458974e-06 2.475480e-06 2.477216e-06 2.474327e-06 2.478376e-06 2.432719e-06 2.415706e-06 2.434525e-06 2.437481e-06 2.433806e-06 2.416023e-06 9.461383e-07 9.510590e-07 9.502077e-07 9.536332e-07 9.539113e-07 9.557977e-07 1.145118e-06 1.147373e-06 1.154757e-06 1.151856e-06 1.155327e-06 1.156842e-06 1.433288e-06 1.437053e-06 1.439654e-06 1.437378e-06 1.449984e-06 1.445307e-06
2.552496e-06 2.559130e-06 2.557448e-06 2.556586e-06 2.554998e-06 2.561045e-06 2.295696e-06 2.297815e-06 2.297396e-06 2.292271e-06 2.296862e-06 2.302205e-06 1.410062e-06 1.409113e-06 1.416571e-06 1.413282e-06 1.410803e-06 1.414713e-06 2.015704e-06 2.015429e-06 2.015280e-06 2.006184e-06 2.009970e-06 2.012496e-06 2.435031e-06 2.430020e-06 2.433236e-06 2.429243e-06 2.431980e-06 2.435255e-06 2.383037e-06 2.388643e-06 2.387428e-06 2.387051e-06 2.389891e-06 2.394621e-06 9.338589e-07 9.345175e-07 9.323418e-07 9.341874e-07 9.354798e-07 9.351255e-07 1.129523e-06 1.130149e-06 1.133309e-06 1.129626e-06 1.131756e-06 1.129989e-06 1.420996e-06 1.419291e-06 1.424201e-06 1.420239e-06 1.421547e-06 1.424624e-06
2.351622e-06 2.347844e-06 2.346906e-06 2.344470e-06 2.344811e-06 2.344110e-06 2.109435e-06 2.104295e-06 2.102078e-06 2.107214e-06 2.102008e-06 2.107838e-06 1.292510e-06 1.287856e-06 1.300163e-06 1.297532e-06 1.299401e-06 1.293205e-06 1.847608e-06 1.848913e-06 1.847997e-06 1.842495e-06 1.849918e-06 1.846747e-06 2.240834e-06 2.234029e-06 2.228086e-06 2.230953e-06 2.222465e-06 2.232837e-06 2.190850e-06 2.191701e-06 2.189325e-06 2.181431e-06 2.192379e-06 2.193035e-06 8.556583e-07 8.575639e-07 8.575801e-07 8.606701e-07 8.580630e-07 8.550676e-07 1.038610e-06 1.037897e-06 1.040365e-06 1.043204e-06 1.042329e-06 1.033773e-06 1.306808e-06 1.306185e-06 1.308794e-06 1.305970e-06 1.302132e-06 1.304477e-06
2.761470e-06 2.782357e-06 2.785074e-06 2.783378e-06 2.782521e-06 2.780428e-06 2.503207e-06 2.500625e-06 2.501843e-06 2.483835e-06 2.500567e-06 2.499581e-06 1.526066e-06 1.536596e-06 1.537769e-06 1.532673e-06 1.532753e-06 1.537841e-06 2.194521e-06 2.182894e-06 2.175684e-06 2.180766e-06 2.171018e-06 2.176876e-06 2.644977e-06 2.638648e-06 2.645181e-06 2.642178e-06 2.642503e-06 2.645688e-06 2.597989e-06 2.591880e-06 2.601118e-06 2.598802e-06 2.602685e-06 2.595500e-06 1.009704e-06 1.014549e-06 1.009968e-06 1.016020e-06 1.016140e-06 1.016126e-06 1.219500e-06 1.221106e-06 1.229238e-06 1.228768e-06 1.229776e-06 1.228481e-06 1.533924e-06 1.537218e-06 1.544168e-06 1.538242e-06 1.545220e-06 1.535461e-06
2.489033e-06 2.492794e-06 2.537550e-06 2.487276e-06 2.511207e-06 2.497332e-06 2.243490e-06 2.238287e-06 2.240820e-06 2.265747e-06 2.238672e-06 2.240495e-06 1.401700e-06 1.404421e-06 1.401588e-06 1.402314e-06 1.404895e-06 1.404285e-06 1.988298e-06 1.991868e-06 1.997907e-06 1.994659e-06 1.999438e-06 2.002055e-06 2.414039e-06 2.411335e-06 2.411559e-06 2.401662e-06 2.409351e-06 2.413176e-06 2.358616e-06 2.364045e-06 2.356923e-06 2.351928e-06 2.359605e-06 2.362805e-06 9.449734e-07 9.448669e-07 9.446658e-07 9.437865e-07 9.457111e-07 9.465927e-07 1.134281e-06 1.138961e-06 1.144845e-06 1.142325e-06 1.144107e-06 1.142509e-06 1.437796e-06 1.439108e-06 1.442607e-06 1.434960e-06 1.433946e-06 1.440876e-06
2.635023e-06 2.634993e-06 2.636222e-06 2.633480e-06 2.637337e-06 2.635197e-06 2.369088e-06 2.367739e-06 2.371894e-06 2.371555e-06 2.367664e-06 2.368225e-06 1.458821e-06 1.456745e-06 1.459107e-06 1.458002e-06 1.457882e-06 1.459678e-06 2.082082e-06 2.074873e-06 2.080466e-06 2.076650e-06 2.077742e-06 2.079883e-06 2.509185e-06 2.509800e-06 2.506678e-06 2.506543e-06 2.508383e-06 2.508134e-06 2.466401e-06 2.463802e-06 2.467381e-06 2.462979e-06 2.460829e-06 2.463184e-06 9.671269e-07 9.676846e-07 9.673024e-07 9.705652e-07 9.684951e-07 9.679027e-07 1.172042e-06 1.170032e-06 1.168333e-06 1.172452e-06 1.171738e-06 1.173195e-06 1.469187e-06 1.471330e-06 1.471412e-06 1.472228e-06 1.472359e-06 1.471322e-06
2.581923e-06 2.588087e-06 2.597553e-06 2.614863e-06 2.600141e-06 2.603960e-06 2.334304e-06 2.350157e-06 2.362181e-06 2.312601e-06 2.339528e-06 2.341019e-06 1.430888e-06 1.428841e-06 1.428573e-06 1.441596e-06 1.424602e-06 1.441098e-06 2.035847e-06 2.047013e-06 2.021295e-06 2.031986e-06 2.062161e-06 2.048045e-06 2.450309e-06 2.463363e-06 2.480585e-06 2.455793e-06 2.483684e-06 2.450555e-06 2.411297e-06 2.405389e-06 2.449854e-06 2.426491e-06 2.434649e-06 2.443737e-06 9.385922e-07 9.576451e-07 9.471355e-07 9.500394e-07 9.558893e-07 9.554437e-07 1.135062e-06 1.146430e-06 1.150326e-06 1.154722e-06 1.141202e-06 1.143841e-06 1.429959e-06 1.455859e-06 1.435103e-06 1.440236e-06 1.453083e-06 1.438657e-06
2.754406e-06 2.756662e-06 2.768421e-06 2.764858e-06 2.763797e-06 2.762215e-06 2.487891e-06 2.472713e-06 2.485210e-06 2.474373e-06 2.486939e-06 2.480476e-06 1.521113e-06 1.528815e-06 1.525441e-06 1.523239e-06 1.527206e-06 1.531242e-06 2.183767e-06 2.166637e-06 2.166954e-06 2.164876e-06 2.158096e-06 2.163791e-06 2.632594e-06 2.626758e-06 2.632897e-06 2.626550e-06 2.628056e-06 2.632685e-06 2.583312e-06 2.577218e-06 2.583834e-06 2.581862e-06 2.585060e-06 2.574930e-06 1.006107e-06 1.011915e-06 1.008106e-06 1.013435e-06 1.013180e-06 1.013831e-06 1.215892e-06 1.220225e-06 1.225479e-06 1.225441e-06 1.226685e-06 1.225083e-06 1.532027e-06 1.527934e-06 1.535756e-06 1.531609e-06 1.539905e-06 1.535069e-06
2.727617e-06 2.737534e-06 2.744869e-06 2.743002e-06 2.743590e-06 2.731390e-06 2.464101e-06 2.455115e-06 2.466285e-06 2.440991e-06 2.463049e-06 2.448658e-06 1.505775e-06 1.515523e-06 1.513867e-06 1.494664e-06 1.508506e-06 1.518124e-06 2.162019e-06 2.136437e-06 2.146575e-06 2.143711e-06 2.141723e-06 2.153722e-06 2.610143e-06 2.601887e-06 2.607092e-06 2.603969e-06 2.603671e-06 2.608819e-06 2.561742e-06 2.557102e-06 2.562592e-06 2.559562e-06 2.564583e-06 2.554464e-06 9.925366e-07 1.003160e-06 9.975047e-07 1.003212e-06 1.003572e-06 1.003564e-06 1.203116e-06 1.207265e-06 1.214492e-06 1.212611e-06 1.214149e-06 1.213740e-06 1.511102e-06 1.520413e-06 1.526520e-06 1.509246e-06 1.526430e-06 1.521437e-06
2.315358e-06 2.326232e-06 2.345150e-06 2.341919e-06 2.351490e-06 2.333661e-06 2.115445e-06 2.076580e-06 2.117598e-06 2.113463e-06 2.114134e-06 2.106333e-06 1.290045e-06 1.290152e-06 1.297855e-06 1.298186e-06 1.275996e-06 1.300798e-06 1.862413e-06 1.826259e-06 1.823002e-06 1.838944e-06 1.824606e-06 1.828024e-06 2.253566e-06 2.244508e-06 2.247726e-06 2.246392e-06 2.236372e-06 2.250270e-06 2.195841e-06 2.180244e-06 2.198920e-06 2.182149e-06 2.197647e-06 2.172018e-06 8.488737e-07 8.554868e-07 8.504139e-07 8.627796e-07 8.580146e-07 8.602015e-07 1.031694e-06 1.028535e-06 1.045632e-06 1.042583e-06 1.043736e-06 1.044620e-06 1.288935e-06 1.287519e-06 1.298345e-06 1.292130e-06 1.305984e-06 1.305338e-06
2.374470e-06 2.351928e-06 2.388054e-06 2.369392e-06 2.371912e-06 2.365899e-06 2.122674e-06 2.128536e-06 2.129199e-06 2.110384e-06 2.144390e-06 2.132408e-06 1.337372e-06 1.350652e-06 1.344012e-06 1.339572e-06 1.345481e-06 1.349949e-06 1.914823e-06 1.911797e-06 1.912459e-06 1.918233e-06 1.919915e-06 1.925113e-06 2.338229e-06 2.326677e-06 2.329599e-06 2.314206e-06 2.325273e-06 2.325626e-06 2.251315e-06 2.253057e-06 2.272990e-06 2.250718e-06 2.265826e-06 2.260529e-06 8.989884e-07 9.185604e-07 9.082578e-07 9.083037e-07 9.193345e-07 9.187716e-07 1.087372e-06 1.094432e-06 1.109572e-06 1.111449e-06 1.116823e-06 1.109139e-06 1.375109e-06 1.387049e-06 1.376404e-06 1.369982e-06 1.385951e-06 1.376612e-06
2.419603e-06 2.388587e-06 2.402264e-06 2.397887e-06 2.384957e-06 2.404699e-06 2.150374e-06 2.154181e-06 2.169585e-06 2.158340e-06 2.153074e-06 2.153211e-06 1.326950e-06 1.324660e-06 1.331835e-06 1.321482e-06 1.329391e-06 1.320041e-06 1.890838e-06 1.891104e-06 1.896437e-06 1.890184e-06 1.890734e-06 1.890642e-06 2.292696e-06 2.284199e-06 2.298679e-06 2.274590e-06 2.272637e-06 2.278938e-06 2.239603e-06 2.238815e-06 2.236519e-06 2.239943e-06 2.240732e-06 2.232446e-06 8.696870e-07 8.698077e-07 8.776079e-07 8.714490e-07 8.731656e-07 8.714004e-07 1.058998e-06 1.058274e-06 1.055505e-06 1.052261e-06 1.059901e-06 1.053415e-06 1.336339e-06 1.330729e-06 1.346415e-06 1.330283e-06 1.324081e-06 1.323268e-06
2.365325e-06 2.370386e-06 2.391382e-06 2.402122e-06 2.404863e-06 2.389178e-06 2.164693e-06 2.144713e-06 2.175461e-06 2.130197e-06 2.159416e-06 2.157933e-06 1.291010e-06 1.311881e-06 1.310149e-06 1.308287e-06 1.295270e-06 1.314512e-06 1.885572e-06 1.862586e-06 1.850364e-06 1.854138e-06 1.850721e-06 1.864541e-06 2.288506e-06 2.269177e-06 2.293523e-06 2.288204e-06 2.296161e-06 2.290858e-06 2.258818e-06 2.220674e-06 2.263817e-06 2.256547e-06 2.262434e-06 2.254601e-06 8.467129e-07 8.594756e-07 8.540267e-07 8.676155e-07 8.692284e-07 8.648725e-07 1.029128e-06 1.022790e-06 1.049885e-06 1.049350e-06 1.049011e-06 1.048089e-06 1.312580e-06 1.318453e-06 1.315690e-06 1.326423e-06 1.332697e-06 1.325536e-06
2.619002e-06 2.646440e-06 2.618540e-06 2.634834e-06 2.662320e-06 2.634790e-06 2.352320e-06 2.368904e-06 2.400751e-06 2.368831e-06 2.357075e-06 2.361192e-06 1.450824e-06 1.461383e-06 1.460798e-06 1.443834e-06 1.439741e-06 1.463858e-06 2.068795e-06 2.086333e-06 2.072718e-06 2.064500e-06 2.088657e-06 2.063040e-06 2.481105e-06 2.471996e-06 2.483436e-06 2.505058e-06 2.482318e-06 2.487712e-06 2.470412e-06 2.460047e-06 2.494546e-06 2.476718e-06 2.469996e-06 2.475966e-06 9.603387e-07 9.575434e-07 9.646060e-07 9.568475e-07 9.539573e-07 9.523326e-07 1.162969e-06 1.162241e-06 1.159462e-06 1.149166e-06 1.156417e-06 1.166094e-06 1.464143e-06 1.458571e-06 1.452667e-06 1.464794e-06 1.468064e-06 1.446533e-06
2.200691e-06 2.174873e-06 2.180719e-06 2.194115e-06 2.166709e-06 2.166424e-06 1.969743e-06 1.954114e-06 1.970534e-06 1.967722e-06 1.965399e-06 1.966846e-06 1.072213e-06 1.059861e-06 1.010799e-06 1.066568e-06 1.040048e-06           NA 1.521208e-06 1.533200e-06 1.490290e-06 1.479392e-06 1.482184e-06           NA 1.900512e-06 1.918503e-06 1.909253e-06 1.891263e-06 1.870394e-06 1.907589e-06 1.929960e-06 1.916615e-06 1.923358e-06 1.953451e-06 1.916917e-06 1.907332e-06 7.013476e-07 6.826918e-07           NA           NA 6.875683e-07           NA 8.058337e-07 8.217200e-07           NA           NA 8.403323e-07 8.286516e-07 1.065103e-06 1.046494e-06 1.084518e-06 1.054675e-06 1.070409e-06 1.066063e-06
2.483940e-06 2.492332e-06 2.510054e-06 2.504118e-06 2.507694e-06 2.482997e-06 2.255058e-06 2.243620e-06 2.259071e-06 2.234925e-06 2.251535e-06 2.224474e-06 1.367951e-06 1.382559e-06 1.383572e-06 1.365218e-06 1.379200e-06 1.388221e-06 1.977173e-06 1.943266e-06 1.967080e-06 1.951037e-06 1.955662e-06 1.968125e-06 2.390509e-06 2.376184e-06 2.389975e-06 2.386881e-06 2.385656e-06 2.387681e-06 2.341809e-06 2.324801e-06 2.348229e-06 2.337683e-06 2.343575e-06 2.324101e-06 9.063072e-07 9.167125e-07 9.124378e-07 9.192069e-07 9.165659e-07 9.182184e-07 1.096712e-06 1.097137e-06 1.110128e-06 1.110544e-06 1.113219e-06 1.111410e-06 1.378106e-06 1.376598e-06 1.394517e-06 1.375028e-06 1.396999e-06 1.383851e-06
2.413230e-06 2.432906e-06 2.449384e-06 2.406402e-06 2.422449e-06 2.440607e-06 2.164285e-06 2.189360e-06 2.168940e-06 2.199869e-06 2.205696e-06 2.166450e-06 1.306136e-06 1.324753e-06 1.315094e-06 1.305620e-06 1.320536e-06 1.315595e-06 1.884092e-06 1.892844e-06 1.874451e-06 1.859302e-06 1.874469e-06 1.893383e-06 2.276268e-06 2.265555e-06 2.296010e-06 2.271777e-06 2.279802e-06 2.279933e-06 2.229764e-06 2.244560e-06 2.199415e-06 2.231001e-06 2.242771e-06 2.219457e-06 8.559953e-07 8.569271e-07 8.547613e-07 8.531978e-07 8.611539e-07 8.596452e-07 1.037324e-06 1.040962e-06 1.035632e-06 1.035421e-06 1.041755e-06 1.044665e-06 1.312079e-06 1.304390e-06 1.302426e-06 1.310770e-06 1.311353e-06 1.332192e-06
2.609411e-06 2.604510e-06 2.602180e-06 2.601307e-06 2.605466e-06 2.603299e-06 2.346227e-06 2.341144e-06 2.342600e-06 2.345055e-06 2.333767e-06 2.338998e-06 1.440510e-06 1.441090e-06 1.444732e-06 1.441296e-06 1.441327e-06 1.440836e-06 2.056924e-06 2.054020e-06 2.055317e-06 2.054540e-06 2.055663e-06 2.053715e-06 2.490582e-06 2.483337e-06 2.480796e-06 2.477672e-06 2.476910e-06 2.483777e-06 2.433262e-06 2.439066e-06 2.437960e-06 2.434054e-06 2.443459e-06 2.438904e-06 9.580117e-07 9.563679e-07 9.556222e-07 9.580330e-07 9.572665e-07 9.564265e-07 1.156027e-06 1.156034e-06 1.159634e-06 1.159450e-06 1.161136e-06 1.157485e-06 1.457421e-06 1.454596e-06 1.461075e-06 1.453923e-06 1.453643e-06 1.457540e-06
2.403983e-06 2.424651e-06 2.481815e-06 2.492893e-06 2.495470e-06 2.460598e-06 2.231787e-06 2.192543e-06 2.234193e-06 2.236445e-06 2.233225e-06 2.211338e-06 1.342850e-06 1.376038e-06 1.348169e-06 1.367543e-06 1.352097e-06 1.373462e-06 1.958094e-06 1.937581e-06 1.925546e-06 1.938104e-06 1.930017e-06 1.910528e-06 2.368918e-06 2.338209e-06 2.359426e-06 2.366435e-06 2.359625e-06 2.363675e-06 2.317509e-06 2.258937e-06 2.325672e-06 2.318539e-06 2.329059e-06 2.287500e-06 8.918485e-07 9.084376e-07 9.059685e-07 9.111730e-07 9.123589e-07 9.081420e-07 1.090041e-06 1.088673e-06 1.104915e-06 1.098645e-06 1.100987e-06 1.098286e-06 1.377499e-06 1.332188e-06 1.361501e-06 1.364804e-06 1.383251e-06 1.363162e-06
2.489067e-06 2.487713e-06 2.501335e-06 2.484384e-06 2.488668e-06 2.489977e-06 2.237153e-06 2.239268e-06 2.223783e-06 2.251403e-06 2.254111e-06 2.218554e-06 1.357148e-06 1.358620e-06 1.359401e-06 1.361272e-06 1.360108e-06 1.368269e-06 1.954986e-06 1.947577e-06 1.945346e-06 1.931637e-06 1.923379e-06 1.942601e-06 2.349450e-06 2.347117e-06 2.352448e-06 2.338828e-06 2.341417e-06 2.358673e-06 2.296065e-06 2.305246e-06 2.297277e-06 2.298173e-06 2.304042e-06 2.286120e-06 8.746209e-07 8.762214e-07 8.699211e-07 8.826197e-07 8.809785e-07 8.786192e-07 1.079910e-06 1.074576e-06 1.059246e-06 1.061263e-06 1.065723e-06 1.071948e-06 1.351365e-06 1.339832e-06 1.344313e-06 1.351421e-06 1.347334e-06 1.365177e-06
2.423587e-06 2.425562e-06 2.457801e-06 2.415204e-06 2.443666e-06 2.428623e-06 2.175389e-06 2.196868e-06 2.156194e-06 2.185376e-06 2.194593e-06 2.172466e-06 1.310640e-06 1.317475e-06 1.306246e-06 1.307427e-06 1.316533e-06 1.321956e-06 1.881836e-06 1.878710e-06 1.878877e-06 1.863009e-06 1.890347e-06 1.886848e-06 2.273184e-06 2.271067e-06 2.286127e-06 2.269647e-06 2.269639e-06 2.288678e-06 2.222075e-06 2.239734e-06 2.215925e-06 2.218733e-06 2.236296e-06 2.206854e-06 8.396514e-07 8.591587e-07 8.270957e-07 8.279222e-07 8.664494e-07 8.545775e-07 1.031073e-06 1.036947e-06 1.050841e-06 1.010995e-06 1.033856e-06 1.034664e-06 1.273945e-06 1.297433e-06 1.307305e-06 1.310275e-06 1.291192e-06 1.323322e-06
2.300977e-06 2.299207e-06           NA 2.310305e-06           NA 2.304427e-06 2.060453e-06           NA 2.050024e-06 2.047937e-06 2.071113e-06           NA 1.262274e-06 1.245232e-06 1.273897e-06 1.254010e-06 1.247264e-06 1.246925e-06 1.812362e-06 1.764375e-06 1.728932e-06 1.777679e-06           NA 1.792272e-06 2.140737e-06 2.157517e-06 2.163171e-06 2.161816e-06 2.166930e-06 2.154220e-06 2.117737e-06 2.144859e-06 2.114126e-06 2.114005e-06 2.089778e-06 2.117266e-06 7.825386e-07           NA 8.138933e-07           NA           NA           NA 1.000217e-06 9.675326e-07           NA 9.799813e-07           NA 9.952916e-07           NA 1.259328e-06 1.243874e-06 1.262280e-06           NA 1.233542e-06
2.491784e-06 2.500121e-06 2.491893e-06 2.502500e-06 2.490952e-06 2.490916e-06 2.241679e-06 2.243624e-06 2.244854e-06 2.240276e-06 2.245339e-06 2.243695e-06 1.376440e-06 1.377787e-06 1.381984e-06 1.380231e-06 1.384570e-06 1.380244e-06 1.962271e-06 1.965989e-06 1.971265e-06 1.958019e-06 1.967696e-06 1.968935e-06 2.379040e-06 2.366720e-06 2.372826e-06 2.369388e-06 2.367410e-06 2.377736e-06 2.321196e-06 2.335477e-06 2.327734e-06 2.320520e-06 2.333982e-06 2.331525e-06 9.118185e-07 9.122026e-07 9.131404e-07 9.139002e-07 9.125370e-07 9.105740e-07 1.106817e-06 1.104594e-06 1.105383e-06 1.104184e-06 1.103605e-06 1.104948e-06 1.389916e-06 1.386415e-06 1.394531e-06 1.395053e-06 1.387547e-06 1.390388e-06
2.732671e-06 2.734601e-06 2.727159e-06 2.733513e-06 2.729202e-06 2.722558e-06 2.451025e-06 2.459540e-06 2.453565e-06 2.452575e-06 2.456870e-06 2.453750e-06 1.510657e-06 1.510739e-06 1.513266e-06 1.513117e-06 1.514956e-06 1.506967e-06 2.154266e-06 2.158063e-06 2.150905e-06 2.149712e-06 2.156919e-06 2.154712e-06 2.596264e-06 2.605218e-06 2.595734e-06 2.591939e-06 2.595716e-06 2.598586e-06 2.543315e-06 2.558095e-06 2.546432e-06 2.552210e-06 2.558515e-06 2.552764e-06 9.996377e-07 9.995955e-07 9.994700e-07 1.002019e-06 9.996674e-07 9.982846e-07 1.210857e-06 1.210632e-06 1.209858e-06 1.212657e-06 1.213332e-06 1.207753e-06 1.522079e-06 1.524888e-06 1.523750e-06 1.525357e-06 1.521216e-06 1.518643e-06
