"UT_0h"	"UT_0h.1"	"UT_0h.2"	"UT_0h.3"	"UT_0h.4"	"UT_0h.5"	"UT_10h"	"UT_10h.1"	"UT_10h.2"	"UT_10h.3"	"UT_10h.4"	"UT_10h.5"	"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"10uM_10h"	"10uM_10h.1"	"10uM_10h.2"	"10uM_10h.3"	"10uM_10h.4"	"10uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"Veh_24h"	"Veh_24h.1"	"Veh_24h.2"	"Veh_24h.3"	"Veh_24h.4"	"Veh_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"
"1-stearoyl-GPS (18:0)*"	NA	5.51750204023407	5.6865325981243	NA	5.41800779475231	5.5660625525228	5.06048630631517	5.4401216031878	5.45378908025665	5.29733585453546	5.39843829277688	5.53330676597954	5.07986472176067	5.3862259965977	5.39675711821996	5.32290741626009	5.34553447799601	5.42288517783084	4.87581916937472	5.29493333745724	5.61482974757224	4.92264243080151	5.28725516008955	5.09025452493582	5.45689567079057	5.66871849989068	5.39672227850377	5.56122545006381	5.37935084883793	5.67674297924396	NA	5.11941426567861	5.66176821301924	5.27660654487843	5.61327189887464	5.49064241120157	5.42872425646729	5.62340643520496	5.62305795187584	5.04915209796869	5.58455170855655	5.769875592475	5.83526875235661	5.69282313373541	5.62467494944677	NA	5.7878910131528	5.95283795200999
"2'-deoxyadenosine"	4.42175195657594	4.97533069114486	NA	NA	NA	4.95568775031351	5.44416506946048	5.15070119040497	5.23893386709357	5.50336434793116	5.47801064709154	5.20343542961979	5.05555415446047	5.36100403848587	5.22022318698667	5.06452163116872	4.8156507886544	5.02630032543745	5.34550311731419	5.40973874573221	5.31748040468672	5.22868260971297	4.92747815325616	4.91534178468267	5.61839748470483	5.70109198620669	5.23353927362476	5.55912227286448	5.29632068884438	5.60833772717085	4.79996052740598	5.07246680681033	5.42304096971885	5.15639163802179	5.41675197858794	5.14672323149808	5.43231334763729	5.15823278757089	5.30372294093687	5.20194851932821	5.21507946832047	5.52217809770172	5.23871334943603	5.32041426077889	5.62641223049229	4.57982930941954	5.28121977826977	5.33302184050002
"2'-deoxycytidine"	NA	NA	NA	NA	NA	NA	4.61613929130873	NA	NA	4.73484781527829	4.79864374086762	4.46209838113516	NA	4.61391578300786	4.71367530994715	4.40801936912977	NA	NA	NA	4.87730798263626	NA	4.42010434095018	NA	NA	4.76201048175577	5.24133974308344	4.72035779266074	5.02325657614958	4.68055305949454	5.07947067923521	NA	4.73377486979303	5.04767197758705	4.71078564725014	4.92423275201731	4.71811954093498	4.60085314887124	4.46366906813439	NA	NA	NA	4.82072676282383	NA	4.67654729631365	5.01720451780675	NA	4.74770693460449	4.76403408514974
"2-aminoadipate"	4.81257246876047	4.9909600996822	NA	4.79891983838762	5.17087750727558	5.09601966588214	5.0557566450185	NA	4.98762605061244	NA	4.97040731986382	5.16941283831409	5.17267880936942	5.09108985939678	NA	5.03587381233732	5.05858923384459	NA	5.04503726773462	NA	5.01382275524209	NA	5.06791109286427	5.06479855219471	5.26908076969143	5.30074326667495	5.21232080314198	5.33834691007168	5.25099786371799	5.2920033980161	4.78658107718087	NA	5.28061251167401	NA	5.3021793538132	5.3323253266186	NA	5.15263075149358	5.109315258335	NA	5.11933178517692	5.04901633912342	5.46794386961459	5.47095265297913	5.44361341168108	NA	5.50277932925323	5.42718738835539
"2-hydroxyadipate"	5.40105745052808	5.51688689774913	5.79478560720789	5.34007113571841	5.55772008635043	5.62351185576924	NA	NA	5.79406539731799	NA	5.27953690995379	NA	NA	5.24758296208802	5.34652118207669	5.51542740322841	5.26616346521992	NA	5.70733252645951	NA	NA	5.52677722860743	5.23333376369659	5.68751380077304	5.45229409443711	5.13900962768861	5.87183611762891	5.59187119984698	NA	5.89398633905954	5.45062933451066	5.13431738563295	5.37830339981769	5.55214114708085	5.20667479080441	NA	5.45766696614946	5.99082660700226	NA	NA	5.90760481522294	5.94573439834948	5.55682454662945	5.56065731728178	5.57975616662542	NA	5.53931577324144	5.8138970879199
"2-hydroxyglutarate"	7.07573731583025	7.18492214169219	7.2059304147676	7.21847172173627	7.26138469212916	7.34213666296564	7.1458742404951	7.11153053719001	7.22381296662705	7.20070454187014	7.15099469934399	7.22858866615325	7.35135328610491	7.21387941219063	7.17909807267592	7.31739609711452	7.20584731509574	7.20392561953276	7.32275922130467	7.21153652749333	7.23486184905246	7.28706289074106	7.21514189950398	7.24122761532385	7.42274606584833	7.40749488472816	7.37988366015848	7.47242020157462	7.29551040708891	7.34759063090722	7.21560631848414	7.21622427070998	7.40243499674152	7.44033682119353	7.46915713979262	7.40909271978744	7.36325785735241	7.42963576366816	7.37378971526052	7.36274983037978	7.38520661032336	7.35782869855331	7.760998205346	7.73676134759649	7.75591688115421	7.11760077032199	7.72068896845406	7.77791944899799
"2-methylbutyrylcarnitine (C5)"	6.09487728177215	6.16927139342161	6.10446628379774	6.01549471785646	6.10802926648681	6.2923229830045	6.44779876324258	6.38718847349739	6.28117250109602	6.47848482323811	6.4909156826192	6.31190848473258	6.33113341562196	6.3635585828292	6.38184437169167	6.30913470404434	6.26084955699407	6.31122221355204	6.31341012741314	6.38511361513618	6.29905991718061	6.19235582956921	6.21783124089927	6.30676353805321	6.58820154160156	6.65130505962038	6.52483162632725	6.65667295014091	6.50628783085901	6.61371743311415	6.45790928517392	6.40312773074769	6.66925019682944	6.53133468177891	6.72335985396859	6.59682836456737	6.41644328288411	6.301736018592	6.23467062616766	6.08964975596747	6.43227643141456	6.39576850169718	6.71162132808671	6.72912986647491	6.83371769705689	6.02980447421026	6.73887826375137	6.69205733641436
"2-methylcitrate/homocitrate"	5.28114476882046	5.49233845765871	5.26860839015088	5.19293246407002	5.24084117574547	5.23811889783678	5.24065905599258	5.24331094802982	5.17886764088773	5.28792707519563	5.33383806442042	5.14533938576927	5.3051148080354	5.30133823533399	5.2447322109653	5.26714120934009	5.3211881732919	5.21074912212955	5.34439620393413	5.27578570899093	5.23655741389731	5.32362537107452	5.41993923507764	5.16939813724808	5.27047852547734	5.33500431261879	5.24972897340497	5.24862054502657	5.28660914210589	5.18443872849581	5.22510501188443	5.17358249063056	5.21534934792678	5.23757892261312	5.27946389128878	5.23858800541097	5.29879851337403	5.31791715356676	5.2035577503975	5.17937654441399	5.31951412518153	5.32576598783605	5.41005984447655	5.29074226858459	5.34013265965376	5.03729897992403	5.36185244177417	5.28385957139357
"2-palmitoyl-GPC (16:0)*"	4.91543677241877	5.29124449476083	5.53756347847195	5.13228210828406	5.38892316605647	5.49482500559747	5.12537389873782	5.51369426300494	5.54943366270462	5.34032313012048	5.84359775606477	5.55836411762755	5.32033326261839	5.63150058887314	5.49955787453492	5.60061355614231	5.47502580350543	5.45048159383595	5.41647407910022	5.53199210307651	5.65617009912117	5.31864548385134	5.42128960767609	5.30485874641516	5.49044731255976	5.58385029371275	5.51146356286737	5.53419877362608	5.28817542054768	5.54278062636384	5.09438726642165	5.06792966380642	5.85454590047608	5.32020030981553	5.48808797463939	5.43518956529743	5.54475244922993	5.71578196407136	5.66560068859311	5.55595371879226	5.63880363225042	5.70839880239733	5.7242512861985	5.56226311724033	5.56059879081093	4.63772982597964	5.66487598030725	5.74191232688291
"2-stearoyl-GPE (18:0)*"	NA	NA	NA	NA	4.77630156546501	4.82977320047779	NA	NA	NA	NA	NA	4.75687182585787	NA	NA	4.94809984789777	4.78307419968017	NA	NA	NA	NA	4.73428765206133	NA	NA	4.76671020726226	4.91194555098816	5.04104115921364	5.01780519606368	5.03148117724023	NA	5.09795800301356	NA	NA	5.11255138162193	NA	5.10767455188077	5.11705906940664	4.92864160977449	5.01964377284755	4.96535224289904	NA	5.24182529579146	4.89611818587541	5.44676543786194	5.45217451827611	5.18617061951341	NA	5.49414624212118	5.61379426878203
"3-(4-hydroxyphenyl)lactate"	NA	5.05138408442669	4.82793761996748	4.6256416489929	4.80396213309553	4.80374381923532	4.86887944623709	4.68900679065442	5.13433332345455	4.86651181426312	4.92561114623075	4.89154860758032	5.07380263561055	5.04197661590486	4.97864151027734	4.91176998496159	5.21697038357147	5.00906402296914	4.92265799960908	5.10288286178304	5.08427234419234	5.04346445293794	5.15800646600307	4.86628143027554	5.02213544328117	5.07349473191284	5.16639754793725	5.1528018538666	5.19748180353698	5.14158458758362	NA	4.77523168585537	5.09724342315704	5.02958667163046	5.30054331325119	5.19687502733202	5.17430408420078	5.02744338894508	5.15978669106037	5.14605047616702	5.18920106205264	5.11023270146869	5.19531005029791	5.29128891159528	5.32591160208114	4.90119668507198	5.23935454467671	5.25474379178446
"3-hydroxy-3-methylglutarate"	6.9067339676155	6.95317926245319	6.99867416182214	6.95918439960435	6.99578392595397	7.05946087140515	7.07087187169399	7.04927994399559	7.1541203173564	7.1706632227915	7.08171270324205	7.15359598573258	7.28235288920572	7.15573021613846	7.19092221720328	7.31826147837166	7.17402763441699	7.20102893786311	7.26384187776577	7.15775402361272	7.23542470883673	7.27038910119415	7.21283448761359	7.26039226553529	7.24720587499321	7.20184781916225	7.24520850583877	7.31876044420939	7.17015113228987	7.17191981056378	7.15351907767173	7.18753541327787	7.18818825962504	7.27716419549117	7.25502430728071	7.24063734621556	7.3364337154274	7.4137785319305	7.43898891242076	7.44192797442788	7.38253601161942	7.37642985594832	7.12045649131291	7.12595096053889	7.18959355515062	6.54437293611267	7.10788961736714	7.15294983360215
"3-hydroxybutyrylcarnitine (1)"	NA	NA	4.85932446940349	NA	NA	NA	4.99142988037644	NA	4.8337971103783	5.2432811855242	5.11535418566182	NA	NA	NA	4.97543640419375	NA	NA	NA	5.07625803797172	4.8784930713713	5.06014990614962	NA	NA	4.85035211395828	5.25040780285435	5.11667414479595	5.06306676972875	5.39410655981066	NA	5.40955442923071	NA	NA	5.31928099163503	NA	5.17074855650127	NA	5.36377927324631	NA	NA	NA	NA	4.92590999517476	5.06965329957324	5.08125727059392	5.46397954077296	NA	5.13618450092022	5.1182118004602
"3-hydroxybutyrylcarnitine (2)"	NA	NA	NA	NA	NA	NA	5.11175971797194	NA	NA	5.10885580895927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.07410665952555	NA	NA	4.87636796964702	5.1941534361651	NA	NA	5.17489385239485	5.02436661036093	4.95633654292103	NA	NA	5.07391621161342	NA	5.28705114018056	NA	5.2139690824147	NA	NA	NA	NA	NA	5.45365769114533	5.44041313681869	5.5393483888569	NA	5.255472716958	5.26765036225503
"3-hydroxydecanoate"	NA	4.86850337262424	4.8868628181399	NA	4.90875301918453	4.97434125743415	4.90871550909619	4.93990345819762	NA	5.10505009993651	4.89198880012226	NA	4.85153351859256	5.05055374857775	4.90915470980843	4.96501345027225	4.89445452736978	4.92106189079028	NA	4.88041339987792	4.91294439367109	NA	4.84179104728939	NA	NA	5.05192776957366	NA	4.81070957644308	4.89898283040895	4.84751096520325	NA	4.88928489078162	4.77586519820207	NA	5.06931652384725	4.82517936322234	NA	4.96674228697763	4.99262420090702	NA	5.09119196307721	4.94436421204617	4.74626045151184	5.06941647356586	4.91142396537629	4.7115372922867	5.20836878879809	NA
"3-methyl-2-oxobutyrate"	NA	5.48493444215651	NA	NA	NA	5.64877166362448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.29236906185364	5.42224666746692	5.22346738509653	NA	NA	5.2740469514084	NA	NA	5.30954500329544	NA	5.36585660432649	5.34990471248654	NA	NA	NA	NA	5.27803527845262	NA	5.65851412357794	5.56845753032891	5.47372193644608	NA	5.50348697918134	5.53950265261234
"3-methyl-2-oxovalerate"	NA	5.62332890375525	5.13959260934332	5.10659541549559	5.22451493425294	5.16216696773482	NA	NA	5.09282587292398	5.45490885658516	5.31831590396933	5.40311708800429	NA	NA	5.30619334203871	5.34863192135986	NA	NA	NA	NA	NA	NA	5.24259856855002	NA	5.53990999661986	5.43110632818115	5.52541801025243	5.56045423246576	5.48822346232495	5.42380763501619	NA	5.30678946749568	5.44218648208418	NA	5.20101729202374	5.41546082039796	5.30670160113618	5.23586918387452	NA	5.15342153549045	NA	5.35185039714723	5.81515918962279	5.77982295789428	5.73070558120751	NA	5.69261429361283	5.81157500587059
"3-methylhistidine"	NA	5.03282417625793	5.10821988633803	NA	NA	4.86505657292946	4.47342857360329	NA	NA	4.5750954320149	4.99029888719871	4.3383170188541	NA	NA	NA	NA	NA	NA	4.68194639312468	NA	NA	NA	NA	NA	5.05456326485756	4.85603370471864	4.90967367929671	NA	NA	4.92895372608823	NA	NA	5.00787574376759	NA	5.35544385716554	NA	NA	NA	NA	NA	4.79917507241523	4.78292388390457	5.17108257735753	5.3498076842549	NA	NA	5.04978378787077	5.05874858847526
"3-phosphoglycerate"	5.9128504515949	5.93184419039219	6.02082847799566	5.96309760062573	6.13423194893846	6.13263521107649	5.86186762044269	5.82925294131702	6.14889311546677	6.14638047351825	6.10482055694248	6.12175872718001	6.10106038730265	5.82590688625696	6.04195808422371	6.04402755540237	6.08615901204933	6.07397848261989	6.04458757718846	5.68912053520963	6.03461442102745	6.05466628492157	6.05964065259752	6.05442727159454	6.17369429972738	6.13856445935638	6.24771973124122	6.30054983492378	6.08110704698008	6.0551355020603	6.16584444291175	6.10262953999624	6.28315055667145	6.22907796575681	6.30105170984523	6.28767052631631	6.13449107633865	6.1564182981366	6.1387178431331	6.13365066095316	6.13688727887546	6.11697547685575	6.39503933180474	6.32353919666654	6.46004675393465	5.92924517316871	6.46790749539069	6.412742369371
"3-ureidopropionate"	5.05516418976017	5.73422839255784	5.08802617169872	5.05560383069523	5.39016293044	5.42942603301201	5.02782238471197	4.88070500508635	4.80790692792428	5.04631953806748	5.13533304874182	4.80171919644482	4.84206603193261	5.0021358113361	4.91073109804338	4.72029990933179	5.04346838226242	5.05247462362057	5.03358859525321	5.10423438219647	4.9437763695907	4.96982578234287	5.0753936539313	4.75005303410673	5.22778647124432	5.41130312796112	5.11563380653899	5.28990318955959	5.26753544440647	5.30958332922084	4.84453308989059	4.8469059003604	5.34324902774556	5.17658607277479	5.5077290715679	5.0890639552069	5.35584023795119	5.0646601137535	5.14567489225266	5.19945073542275	5.32515223098343	5.35558560006113	5.67145610663149	5.6787459370657	5.91032499063896	5.02833126716204	5.68327313687379	5.72398323682559
"4-acetamidobutanoate"	5.45189998178094	5.80916294515272	5.30455084226312	5.52903746360809	NA	5.76987042820023	5.78295753052601	5.60986535858987	5.57321170504709	5.8297159960403	5.8686832234502	5.67477849756142	5.42672266414578	5.79338313000232	5.72876028617455	5.56443643099357	5.56873780544223	5.72725163082115	5.85061560684765	5.76461245010804	5.75029003563501	5.74792038813351	5.7634631849658	5.55914744202604	5.76742971931844	5.82640849783916	5.64280371122984	5.92754538027294	5.79004718711808	5.95360652640632	5.69484991413738	5.60803369682714	5.86342755411513	5.69818931017312	5.92383442346901	5.63827255484726	5.9145012940379	5.62726546560553	5.75232277378052	5.51060264423012	5.75476178904434	5.84611372091394	NA	5.62610621645902	6.01730385390132	NA	5.78862788595755	5.97461852617066
"4-guanidinobutanoate"	6.39687729379106	6.58140357567662	6.5587088104748	6.49102631705196	6.54237384954846	6.63422659681531	6.52678742928626	6.49294021394434	6.61195992871891	6.61789004755498	6.60553032511204	6.59950579223363	6.551398879968	6.57781372478714	6.53407461226303	6.51798693949679	6.50730847766885	6.4624292959252	6.53590790259461	6.51325516624804	6.54892240702406	6.49355089504302	6.70262988700112	6.656473278102	6.9821456766432	6.96476408066786	6.90862772282708	6.95423493334728	6.81397154451425	6.96110448955355	6.6562115064538	6.75167887127104	6.92909134416117	6.88292557708438	6.99581707763879	7.01352025838681	6.8304110655913	6.77012510132597	6.80110399145286	6.76284324936973	6.89925933129532	6.8937521664289	7.19098956207213	7.20333170179114	7.21386943294451	6.363476782343	7.22801995347086	7.20155852076643
"4-hydroxy-nonenal-glutathione"	4.80782581329529	4.77670844637722	4.85032146487239	4.67786234495479	4.75193313309152	4.71484926083703	4.82929090465574	4.79468319134091	4.69044417742567	4.68826850453415	4.79854015902811	4.70140390644756	4.66710724768081	4.74402684731807	4.83414719645248	4.77796301532094	4.69267069915637	4.69621655311049	4.85506463497545	4.813841087084	4.8986813112443	4.75293151165052	4.70984637564392	4.75410359381561	4.77160952572692	4.92195685014285	4.75706182755922	4.82812475328601	4.72345567203519	4.82285429779603	4.78200654674798	4.8118564018515	4.7068457481036	4.84517868721532	4.82890468199267	4.86680699968149	4.71913232791394	4.861122023667	4.80457555310949	4.80219199678894	4.80671572564374	4.85844696081025	4.85639654911647	4.88393384819808	4.74169511195451	4.48577819329192	4.78085714375957	4.81102508767738
"4-hydroxyglutamate"	NA	4.76554189810676	NA	NA	NA	4.82018831875788	NA	4.55355536253681	4.60836555030312	4.4540670052789	4.6482819285496	NA	NA	4.74619812899155	4.61453866971005	NA	4.49908194738833	NA	NA	4.74612800546433	4.45572778926037	4.5449357658815	4.53131283151609	4.41525721695424	4.97089521031961	5.13448311039506	NA	5.04077238571498	4.93380100036573	5.08223227984357	NA	4.79662983055661	5.1003912253148	4.86230434678712	5.04814258891541	4.65162686049261	4.97450708725711	4.26505378850401	4.99758295209597	4.78530847574052	4.7284755297626	4.89409996958547	NA	4.96845492865122	5.20670717063532	NA	4.8239109124113	5.05462071400402
"4-imidazoleacetate"	5.19442275575386	5.42515094630686	5.49262910332897	5.39482452365914	5.38062543345719	5.61880823131455	5.92927532933098	5.79362906530358	5.85154085406975	5.96246783404384	5.93276894400077	5.7884900825564	5.81183362895811	5.93490326736966	5.90214001532658	5.80520375078132	5.76351484377459	5.76568568782257	5.93428882832468	5.95948595861185	5.95266073065516	5.85881019996539	5.95063401405497	5.8702879999117	5.87420805052817	5.91315449560423	5.7663652505885	5.94063898651005	5.7797804142551	5.89298343941328	5.77613070718329	5.84764914745691	5.94696437149902	5.7841149606621	5.96297796320288	5.80156148187861	5.94465487524872	5.80336628670749	5.93341338063456	5.84542611860721	6.02622960165975	6.06906877150128	5.56619818128024	5.72546486294548	5.83798656937926	5.23221316705924	5.67743356527414	5.78132086287845
"4-methyl-2-oxopentanoate"	5.73830955330905	5.86933206537582	NA	NA	6.31075489496951	5.37570749834388	5.87366115977518	5.64552739126259	NA	5.71458623633675	5.59006569538611	5.52262547776273	5.62945037601293	5.44538933780606	5.52284443466098	5.5581347309193	NA	5.50625331219966	5.83145574999784	5.47130931723511	6.23202891946285	5.82335227050396	5.70090005691495	NA	5.91469637363051	5.72965066833592	5.54391787658461	5.93170342682313	5.66892518797389	5.76747349014199	5.76099739212185	5.57942801534232	5.76960844513381	5.82442849744427	5.75550287938769	5.58488278987189	5.78224108206228	NA	5.46049341500704	5.75135379005174	5.60736601053282	NA	6.00279393024037	5.97564545640876	5.87742030203736	5.64146816122387	5.86537465777013	5.81416299332145
"5-aminovalerate"	NA	NA	NA	NA	NA	6.85517061111995	6.86631623200085	NA	6.67260503939219	6.91424036369117	6.95192007352029	6.79182084768572	NA	6.93190403919765	6.91414977103288	NA	7.00351309234828	6.75447478263118	6.87941634743767	6.89407724585862	6.96091963358508	NA	NA	6.9386208819941	7.1280534080713	7.14525366579211	7.06241609341819	7.25219259555498	7.18872531573305	7.18822883287025	7.09439362654082	7.03108405643962	7.1808710802866	6.98619701089484	7.23783618524462	NA	7.10440126821209	7.06616835785639	7.05490313836899	6.55138716711964	6.96560498882153	7.1343071532432	7.02658269692377	6.91932468069343	7.20105326736487	NA	6.98795172418026	7.12310623558529
"5-hydroxyindoleacetate"	NA	NA	NA	4.85945054066527	4.86596814831917	4.99488000655835	5.10849737134826	4.78855015608155	4.97510998968616	5.22364388220198	5.24747980425335	4.99836833440417	4.87195219384189	5.18502624779277	5.15871219959239	4.98032158600876	5.12805337573198	5.1252892878864	5.20728151126785	5.24023214749207	5.25820852256636	5.01806773177725	5.22478419192121	5.07310220484891	NA	4.95361474169064	4.88827499449358	4.76855670964678	NA	4.58678977820942	4.39383833231847	4.75696303704855	4.82597756170735	NA	NA	NA	4.91109898835077	4.85327831250292	NA	4.7582531418262	5.13687270207689	5.40354945403232	4.93081663517966	4.79965064906112	4.75655243574997	4.31685062992605	NA	NA
"5-methylthioadenosine (MTA)"	6.52981237570881	6.92726798889388	6.7656838255658	6.51111257304607	6.77696995668491	6.86596536914727	6.99249108627447	6.75523681243545	6.81661377151742	7.01009832764754	7.10091272996187	6.93173143072075	6.72121084190239	6.97272335560322	6.94222202062571	6.69481948573952	6.72770063174894	6.71418989104783	6.95414169316384	7.06811206253347	6.9606788845826	6.73573180221227	6.8406404749469	6.66553305651952	7.15254755916583	7.25356779100238	6.85977929439137	7.20305326790032	7.00717330186539	7.30104476142535	6.68102340216631	7.03724987550341	7.23156846782358	6.97467092020615	7.30193126319789	6.90057242766633	7.15008904742842	6.82583548589001	6.95895462020609	6.82541638011422	6.96642480047118	7.01853714992969	7.09744674713107	7.13477692513506	7.50049305003857	6.48545849939807	7.1685498078471	7.30454153714547
"5-oxoproline"	7.04494854165116	7.36629681605543	7.02871648120618	7.0617856119831	7.17252811987716	7.09037590678981	7.29832522982364	7.2456210305079	7.38516900674154	7.31212871781374	7.29234287726122	7.36715516720958	7.37590748183213	7.30189906081877	7.25751749613017	7.33388574089196	7.29418395326258	7.21922685874621	7.41939271637466	7.33896563442519	7.28076952712114	7.39082044528676	7.46781728599887	7.33089455929197	7.42526857406354	7.38779353251261	7.45614801117563	7.42796807721833	7.38139665782196	7.4540401978464	7.3231779852599	7.26953106279254	7.46832218787458	7.41708033634177	7.46329148519097	7.43988454455358	7.41905455302407	7.41694833131236	7.35643592832877	7.41022655317563	7.39351624050115	7.35033153443863	7.59818386505655	7.58660710624851	7.62189623949161	6.99597648611176	7.57682412782317	7.65290878749597
"5-phosphoribosyl diphosphate (PRPP)"	NA	4.36387510894103	4.43171748964601	NA	NA	4.34951064313748	NA	4.51706387348265	4.26620816980769	NA	NA	NA	4.1933750806157	4.450310706005	NA	NA	NA	NA	NA	4.4923132964825	NA	NA	NA	NA	4.72145611264017	4.88527638860593	4.86389955328917	4.60309021781222	4.95288926491093	4.98551179760533	NA	4.47657079968075	4.78596301598098	4.27216662514079	4.84576138329615	4.89454865814581	4.39230995989282	4.36623612371829	NA	4.42509383396544	4.53333983599197	4.64072981815071	5.33493603269067	5.33595309511036	5.11595315296112	NA	5.13457550635886	5.12464114295073
"6-oxopiperidine-2-carboxylic acid"	NA	5.57732632279887	NA	NA	5.61917370942631	5.88616234210757	NA	5.34295338014543	5.1346137334223	5.61716920058776	5.74490604008128	5.52785923027567	NA	5.80666218020895	NA	NA	NA	NA	NA	5.55104479279728	5.83840701838941	NA	5.05793982851269	NA	5.77009686084402	NA	NA	5.34493431210711	5.14320847114997	5.75296372871612	5.48464002208333	6.12749127807821	5.88904721544955	NA	5.80890205194576	NA	5.64554016135051	NA	NA	NA	NA	5.78501147305011	5.63770282175255	NA	5.66473972781411	5.05909365638234	NA	5.81724134567568
"6-phosphogluconate"	5.79298318786257	5.89782989793463	5.8373927091226	5.96443265335344	6.01671083945226	6.02414441956908	5.93429438590041	5.510948287846	5.96771641985635	5.94897210218615	6.04729239461048	6.05414480587237	5.76195714103887	5.49505843301669	5.8482599535764	5.86287643779377	6.15170195697962	6.15991322774349	5.75754633548518	5.40861641685442	5.74152504184837	5.78001255089573	6.24379975326468	6.21749236681309	5.85439410657786	5.88342066141626	5.99597679294734	6.05237069733297	5.73183525201892	5.77411094787563	5.82559941148007	5.86173806931471	5.9408067476399	5.95354128186606	5.98352751110385	5.96107494448657	5.78495090800484	5.81948207707412	5.76335984891032	5.76762183300045	5.82103114788053	5.79951698882605	5.90532032389655	5.96899119587018	6.04592626802602	5.52490736673893	6.09286409953725	6.11530190321324
"acetyl CoA"	4.24022465412228	4.5167864913926	4.45255306322893	4.3775248006737	4.24007475956882	4.40803634204553	NA	NA	NA	NA	4.31735284967777	NA	4.23401081758718	4.23776987430102	NA	4.39602489660859	NA	NA	NA	4.51551619798328	4.62941979368921	4.51073262778433	4.51859289533341	4.08703566480566	NA	NA	4.16133804985854	NA	NA	NA	NA	NA	NA	NA	NA	4.18289946754826	4.4493549587028	4.25717440476254	4.48692612761995	4.43173356123384	4.15706370038262	4.48915661386919	NA	NA	4.4483507019959	4.33779857726225	4.05442152446254	4.22750106497143
"acetylcarnitine"	7.05518197518247	7.26269930233115	7.13808941510859	7.08326863978428	7.168269551704	7.41884670104748	7.66524393027964	7.36798200920537	7.32988044085253	7.53154839860098	7.45114006832713	7.24614883787341	7.27394360608553	7.54509637684132	7.3518656184744	7.25014382033359	7.08860370496712	7.10964090266097	7.51063609526225	7.62573892039189	7.44322310878676	7.30439486904979	7.11029560347189	7.08626057236435	7.72182169081674	7.85111675787305	7.57250445660534	7.81799109992958	7.62907614500916	7.83524247818471	7.30471662086929	7.46319684381362	7.71614403225661	7.48611188885354	7.75807797321785	7.45619398199432	7.78039557892523	7.41910952000737	7.63513230867762	7.47265720827035	7.47177544515151	7.75304401551686	7.79334438249433	7.84359875217188	7.97818252628684	7.05073369928419	7.75320157011167	7.87184505484976
"aconitate [cis or trans]"	6.48991546949212	6.63054858601129	6.69253222809187	6.57321773859733	6.73670247247081	6.79990015290361	6.61936947915879	6.54623830395782	6.56654967535651	6.56761115171824	6.5840101349348	6.57593900950806	6.48668318879255	6.51495715112785	6.44876442801936	6.46347520873551	6.58521068440501	6.55138094454046	6.51255312767983	6.5108904318069	6.42550324493735	6.42786570738516	6.56060691332312	6.58982811585335	6.8095077981919	6.8454365956727	6.76433262960244	6.76315280330356	6.72193165690001	6.80657120561342	6.49558429635054	6.53838972286153	6.72547058319046	6.67209517823809	6.78349251936242	6.77234195376396	6.56117403837893	6.60219590423154	6.50755040941917	6.48791996766961	6.60556737559755	6.63684461350202	7.10622830551368	7.08699699278387	7.01729926323805	6.40383386021447	6.9709672787035	7.01756911181244
"adenine"	6.66697692950418	7.00565433014071	6.69613035697989	6.58988104660624	6.83909958751502	6.82853938565045	6.75973030307408	6.94245854251902	6.85608639644351	6.9765194446055	7.0494999123695	6.92445147036726	6.8063068508678	7.02142296935004	6.86344289918219	6.83042993295157	6.96632667932712	6.82059897561271	6.90246165142714	6.97858594315934	6.93614991876447	6.75443671482012	6.92071032314302	6.8041358870598	7.09967587696241	6.87056711548491	6.71389172312547	7.03515682745959	7.07293661346848	6.8935897851134	6.85920688998235	6.98547448185358	7.0343048007001	6.87266884569956	7.166711056186	6.65169330335667	7.06095750857418	6.93187066104238	6.88033200135762	6.84068942694169	7.03089039555169	6.82217972144357	6.56910247855563	6.71213742028158	7.14973573888802	6.40246841846673	7.03813437853512	7.07543180334545
"adenosine"	7.12321037114748	7.20088755375343	6.99171225759212	6.88648581818113	6.90830826259143	7.18252843295528	6.96690345070841	6.83827014924683	6.88134601939302	6.85867835041107	6.86335099911157	6.56897138617092	6.44564529586108	6.59922305425266	6.55169367127849	6.51185676797951	6.47326925732812	6.41115637978564	6.60266053091473	6.99926220220013	6.73209858055967	6.51414102544246	6.40608111855178	6.36594094985724	7.07242887389967	7.1117739538196	6.62841457821411	6.95124005878621	7.03609460017369	7.12399437957351	6.61255764691027	6.63158387741034	6.96057160967271	6.60024814060995	7.20451690923059	6.79249135564954	7.04648119488951	6.7375164928853	6.94551403103135	6.71076493748836	6.84442050873449	7.00860587716175	7.05890943940197	7.00278512735696	7.4370220492221	6.23901953806947	7.0423049686437	6.98389066176359
