X5uM_10h X5uM_10h.1 X5uM_10h.2 X5uM_10h.3 X5uM_10h.4 X5uM_10h.5 UT_24h UT_24h.1 UT_24h.2 UT_24h.3 UT_24h.4 UT_24h.5 Veh_24h Veh_24h.1 Veh_24h.2 Veh_24h.3 Veh_24h.4 Veh_24h.5 X5uM_24h X5uM_24h.1 X5uM_24h.2 X5uM_24h.3 X5uM_24h.4 X5uM_24h.5 X10uM_24h X10uM_24h.1 X10uM_24h.2 X10uM_24h.3 X10uM_24h.4 X10uM_24h.5 UT_48h UT_48h.1 UT_48h.2 UT_48h.3 UT_48h.4 UT_48h.5 Veh_48h Veh_48h.1 Veh_48h.2 Veh_48h.3 Veh_48h.4 Veh_48h.5 X5uM_48h X5uM_48h.1 X5uM_48h.2 X5uM_48h.3 X5uM_48h.4 X5uM_48h.5 X10uM_48h X10uM_48h.1 X10uM_48h.2 X10uM_48h.3 X10uM_48h.4 X10uM_48h.5 Veh_72h Veh_72h.1 Veh_72h.2 Veh_72h.3 Veh_72h.4 Veh_72h.5
1.0596196 1.0935492 1.0748049 1.0512953 1.0451151 1.0360342 1.1068005 1.1081446 1.0843043 1.0899262 1.0997318 1.1082840 1.0794150 1.0731973 1.0988797 1.0610442 1.0977994 1.0654104 1.0951869 1.0802967 1.0826700 1.0559515 1.0666067 1.0696940 1.1219899 1.0779804 1.1178863 1.0847169 1.0681670 1.0850439 1.0952419 1.0782534 1.1260963 1.0974439 1.0892407 1.0884037 1.0853480 1.0899962 1.0823176 1.0749618 1.0922606 1.0672207 1.0888947 1.0695244 1.0905946 1.0843981 1.0850595 1.0640320 1.1056606 1.0683079 1.0936905 1.0781880 1.0998395 1.0935931 1.1079260 1.0809971 1.1272767 1.1002428 1.0938338 1.0961779
0.9984511 1.0141142 1.0041918 0.9903441 1.0058066 0.9928404 1.0387207 1.0344315 1.0238580 1.0131075 1.0312187 1.0325135 1.0156889 1.0025617 1.0249801 1.0003687 1.0258665 1.0143958 1.0158011 1.0148263 1.0148579 0.9968357 1.0154311 1.0099885 1.0287804 1.0152309 1.0300082 1.0085057 1.0027216 1.0026895 1.0460086 1.0251516 1.0565082 1.0433706 1.0326798 1.0278059 1.0255538 1.0290342 1.0366567 1.0270198 1.0394968 1.0199555 1.0273918 1.0153845 1.0326698 1.0170787 1.0369585 1.0134234 1.0338862 1.0084523 1.0325904 1.0173041 1.0266433 1.0222344 1.0358474 1.0241937 1.0449252 1.0274953 1.0297475 1.0237289
1.0241357 1.0546253 1.0377678 1.0196487 1.0358297 1.0141116 1.0613161 1.0364021 1.0198493 1.0340062 1.0587667 1.0393525 1.0452560 1.0378771 1.0491253 1.0159801 1.0553136 1.0048633 1.0469207 1.0489375 1.0371361 1.0303884 1.0303904 1.0311952 1.0689277 1.0414413 1.0606417 1.0370611 1.0358642 1.0172810 1.0040853 0.9967023 1.0666466 1.0432507 1.0377796 1.0321376 1.0156687 1.0372120 1.0104521 1.0317412 1.0542290 0.9994389 1.0275913 1.0142645 1.0235387 1.0371445 1.0552617 0.9943462 1.0478158 1.0380636 1.0303733 1.0249217 1.0568192 1.0343367 1.0708318 0.9991434 1.0451486 1.0340729 1.0436811 1.0154209
0.9950620 1.0210683 1.0127231 0.9943016 0.9966574 0.9814122 1.0592340 1.0549576 1.0129868 1.0276461 1.0559402 1.0570519 1.0253771 1.0101183 1.0434585 0.9946621 1.0581329 1.0159713 1.0294566 1.0168117 1.0271254 1.0167234 1.0222203 1.0192841 1.0678053 1.0261444 1.0658271 1.0267192 1.0215877 1.0315638 1.0424449 1.0188938 1.0880086 1.0287200 1.0380946 1.0252682 1.0329674 1.0320005 1.0434946 1.0145893 1.0490760 1.0189873 1.0488657 1.0250772 1.0494802 1.0390641 1.0599872 1.0227192 1.0535991 1.0341479 1.0415815 1.0366277 1.0610628 1.0390208 1.0573446 1.0055105 1.0688225 1.0472888 1.0515611 1.0465176
1.0197870 1.0334429 1.0292780 1.0102229 1.0132860 1.0095007 1.0549218 1.0457506 1.0436974 1.0286307 1.0500369 1.0468631 1.0491111 1.0263866 1.0450673 1.0227414 1.0355646 1.0306110 1.0464047 1.0340549 1.0386188 1.0167167 1.0349596 1.0301724 1.0542460 1.0399252 1.0642330 1.0438015 1.0217168 1.0261446 1.0407179 1.0205854 1.0561729 1.0443100 1.0360576 1.0319809 1.0287673 1.0301892 1.0402676 1.0307798 1.0455909 1.0281669 1.0290141 1.0162995 1.0489899 1.0227510 1.0397689 1.0192380 1.0422663 1.0130140 1.0470048 1.0367218 1.0372662 1.0420212 1.0450722 1.0296986 1.0485531 1.0303760 1.0298410 1.0299283
0.8412493 0.8900822 0.8717259 0.8480159 0.8648939 0.8599432 0.8658963 0.8885839 0.8912450 0.8621451 0.8823239 0.8979923 0.8482661 0.8708840 0.8984644 0.8376983 0.8837091 0.8830474 0.8705668 0.8850666 0.8837925 0.8492491 0.8756983 0.8769362 0.8765828 0.8715919 0.9055653 0.8466192 0.8756950 0.8658629 0.8879975 0.8767663 0.9166361 0.8561034 0.8885292 0.9038755 0.8743133 0.8941098 0.9106114 0.8631557 0.8979907 0.8903619 0.8680605 0.8822825 0.9045011 0.8755296 0.9066828 0.8912180 0.8617088 0.8774545 0.9058546 0.8724409 0.9113267 0.8965015 0.8871946 0.8850196 0.9201907 0.8751870 0.8935652 0.8969495
0.9462400 0.9756203 0.9699098 0.9408957 0.9467914 0.9496409 0.9883910 0.9870669 0.9826037 0.9635273 0.9852029 0.9846306 0.9732184 0.9625379 0.9804020 0.9531786 0.9726244 0.9732672 0.9777439 0.9716447 0.9828838 0.9470479 0.9723893 0.9690803 0.9897833 0.9779032 1.0071096 0.9759048 0.9643780 0.9730740 0.9765933 0.9607117 0.9896353 0.9581204 0.9735217 0.9657137 0.9637061 0.9729718 0.9761907 0.9614090 0.9805117 0.9678042 0.9619772 0.9569465 0.9893438 0.9597986 0.9744676 0.9650317 0.9720740 0.9463738 0.9833803 0.9705301 0.9802962 0.9799050 0.9801473 0.9702279 0.9869407 0.9651927 0.9685469 0.9694196
1.0104140 1.0554209 1.0439511 1.0049203 1.0317275 1.0193322 1.0598726 1.0552777 1.0420107 1.0418183 1.0705810 1.0629044 1.0464778 1.0322627 1.0574378 1.0127721 1.0543955 1.0273008 1.0477152 1.0367707 1.0341650 1.0262831 1.0332827 1.0283281 1.0623494 1.0354681 1.0654166 1.0288143 1.0235212 1.0314335 1.0408866 1.0235672 1.0777135 1.0588778 1.0410176 1.0439868 1.0440032 1.0453657 1.0449983 1.0546218 1.0666505 1.0349075 1.0473241 1.0316567 1.0575371 1.0398672 1.0603667 1.0332210 1.0599291 1.0346003 1.0444621 1.0402572 1.0641283 1.0579962 1.0651755 1.0351404 1.0749772 1.0541084 1.0516863 1.0522629
0.9708893 0.9707918 0.9649867 0.9606541 0.9564526 0.9490963 1.0006403 0.9849878 0.9804870 0.9765572 0.9888665 0.9839567 0.9872392 0.9696467 0.9851275 0.9713491 0.9898823 0.9715339 0.9848369 0.9896781 0.9748118 0.9595857 0.9752483 0.9642717 0.9943333 0.9796429 0.9979283 0.9810008 0.9653066 0.9595341 0.9925488 0.9724366 1.0104537 0.9878852 0.9901408 0.9850554 0.9804139 0.9790257 0.9922230 0.9753122 1.0069886 0.9801313 0.9881874 0.9674432 0.9906315 0.9792357 0.9961572 0.9648243 0.9964563 0.9602538 0.9885969 0.9813716 0.9793147 0.9758751 1.0036458 0.9839038 0.9982518 0.9954467 0.9898022 0.9790352
1.0682108 1.0831872 1.0673125 1.0569802 1.0603158 1.0500770 1.1028032 1.0949133 1.0804585 1.0746234 1.0939861 1.0935704 1.0812287 1.0650886 1.0871792 1.0670838 1.0914208 1.0789378 1.0833276 1.0838454 1.0775036 1.0596734 1.0795565 1.0732059 1.0945802 1.0811052 1.0981469 1.0784970 1.0675256 1.0633253 1.1124230 1.0917161 1.1209142 1.1092738 1.0957979 1.0942628 1.0914461 1.0914189 1.1083544 1.0961105 1.1142889 1.0920413 1.1038587 1.0866282 1.1038908 1.0864298 1.1090420 1.0820747 1.1067674 1.0792098 1.1020445 1.0868585 1.0950292 1.0918877 1.1134201 1.0988145 1.1192232 1.1081198 1.1068204 1.0995876
0.8894267 0.8771480 0.8858142 0.8904911 0.8931669 0.8750772 0.9067533 0.9067298 0.8991010 0.8969384 0.8947985 0.9081163 0.8908972 0.8974819 0.9083807 0.8927966 0.9055634 0.8958599 0.9031143 0.8987739 0.8974341 0.9002376 0.8900739 0.8993761 0.9118513 0.9059019 0.9193870 0.9022473 0.8931191 0.8876956 0.9078793 0.8967853 0.9297948 0.8716912 0.9037228 0.9083845 0.8923098 0.8903813 0.9096124 0.9044491 0.9101268 0.9083827 0.9049527 0.8971607 0.9162685 0.8952198 0.9205216 0.8999679 0.9081772 0.8948913 0.9299063 0.8948636 0.9142132 0.9100390 0.9133649 0.9045395 0.9225797 0.9186271 0.9223683 0.9056784
0.9776913 1.0138028 1.0049935 0.9868248 0.9877232 0.9922275 1.0285956 1.0296818 1.0191149 0.9967711 1.0218262 0.9977875 1.0308036 0.9930606 1.0249834 0.9973097 1.0218731 1.0196341 1.0168234 1.0190403 1.0206359 0.9964567 1.0094420 1.0111450 1.0283968 1.0191278 1.0484839 1.0079814 1.0129945 1.0119422 0.9738765 0.9739413 1.0047372 0.9908990 0.9895720 0.9829107 0.9847681 0.9940058 0.9951683 0.9773095 1.0015852 0.9887126 0.9765508 0.9856803 1.0082908 0.9887805 1.0161374 1.0057587 1.0044074 0.9851463 1.0254595 1.0019837 1.0209457 1.0257792 0.9946240 0.9762498 0.9930858 0.9701932 0.9765308 0.9697530
1.1026039 1.1109845 1.1163880 1.0906679 1.0980147 1.0852010 1.1237429 1.1180691 1.1186300 1.1085908 1.1112818 1.1188295 1.1083298 1.0989719 1.1216580 1.0825232 1.1216772 1.1023296 1.1226647 1.1098354 1.1016412 1.0763931 1.0988820 1.0916331 1.1414387 1.1161651 1.1414043 1.1122915 1.0937926 1.0993539 1.1177413 1.0963949 1.1430934 1.1260849 1.1236133 1.1135672 1.1054532 1.1068326 1.1122269 1.0975261 1.1286135 1.1028371 1.1078752 1.0945941 1.1110226 1.1025209 1.1226197 1.0917621 1.1236644 1.0923557 1.1265076 1.1063599 1.1196945 1.1188896 1.1254662 1.1083603 1.1359276 1.1119124 1.1154527 1.1096513
0.8753500 0.9051314 0.8992784 0.8755094 0.8663007 0.8545395 0.9393959 0.9414890 0.9127125 0.9347931 0.9247334 0.9430833 0.8870223 0.9064263 0.9413687 0.9073626 0.9431371 0.9030110 0.9126842 0.8980373 0.8901223 0.8727211 0.8910745 0.8866228 0.9515282 0.8940699 0.9287923 0.9065581 0.8913326 0.9121991 0.9293809 0.9136027 0.9774721 0.9262815 0.9327660 0.9340384 0.9284518 0.9354391 0.9162391 0.9114702 0.9395114 0.9168108 0.9250049 0.8972621 0.8965091 0.9111763 0.9047390 0.8853422 0.9243400 0.8909758 0.8810852 0.8758510 0.9183088 0.9017125 0.9510988 0.9079867 0.9741651 0.9417390 0.9375434 0.9567457
1.0664174 1.0917149 1.0910697 1.0583362 1.0732326 1.0633586 1.0984670 1.0919655 1.0805134 1.0830684 1.0968473 1.0980017 1.0866804 1.0752990 1.0955220 1.0625615 1.0925232 1.0679629 1.0922733 1.0752657 1.0816455 1.0604633 1.0718942 1.0713957 1.1069328 1.0724253 1.1149060 1.0863869 1.0687544 1.0756635 1.0787889 1.0593965 1.1133665 1.1143601 1.0832550 1.0849439 1.0806300 1.0820465 1.0813861 1.0833187 1.1000855 1.0768307 1.0889404 1.0745483 1.0984766 1.0836745 1.1012577 1.0757812 1.1079669 1.0767500 1.0973837 1.0919636 1.1057045 1.1017309 1.0974379 1.0713843 1.1069760 1.0845518 1.0774162 1.0868877
1.0722585 1.1044854 1.0910301 1.0585223 1.0725369 1.0606515 1.1159855 1.1093530 1.0853629 1.0909243 1.1099595 1.1078237 1.1025654 1.0900349 1.1038126 1.0741824 1.1011198 1.0716102 1.0988420 1.0849094 1.0856287 1.0698866 1.0713704 1.0710988 1.1102915 1.0753728 1.1160574 1.0894094 1.0667919 1.0708542 1.0769681 1.0570567 1.1156991 1.1075418 1.0808341 1.0814758 1.0857539 1.0859428 1.0812517 1.0831393 1.0985223 1.0710351 1.0849599 1.0704146 1.0902307 1.0782699 1.0941203 1.0610504 1.0966993 1.0715829 1.0836508 1.0844817 1.0949910 1.0883877 1.0963615 1.0655545 1.0975761 1.0774686 1.0682912 1.0703839
0.9534866 0.9445054 0.9459099 0.9599023 0.9512983 0.9507664 0.9521706 0.9588244 0.9429434 0.9551635 0.9419975 0.9457083 0.9426905 0.9424444 0.9675356 0.9596699 0.9526236 0.9482743 0.9505005 0.9492629 0.9428558 0.9471122 0.9473854 0.9467205 0.9428709 0.9622821 0.9462209 0.9441455 0.9584165 0.9620234 0.9572346 0.9577896 0.9550257 0.9462619 0.9551084 0.9570397 0.9507356 0.9550812 0.9525013 0.9589655 0.9461550 0.9613122 0.9503711 0.9516932 0.9375751 0.9484918 0.9498146 0.9556109 0.9447316 0.9486699 0.9441915 0.9420809 0.9478584 0.9442682 0.9578849 0.9456163 0.9591738 0.9615235 0.9561188 0.9518558
1.0333248 1.0621598 1.0404053 1.0449426 1.0623926 1.0180087 1.0430453 1.0515678 1.0387882 1.0353393 1.0610278 1.0469595 1.0480043 1.0515327 1.0509874 1.0177251 1.0682827 1.0341360 1.0387881 1.0524073 1.0457161 1.0188866 1.0530507 1.0491311 1.0604982 1.0551017 1.0727562 1.0402015 1.0584521 1.0264886 1.0356564 1.0367874 1.0659632 1.0179226 1.0484590 1.0349937 1.0267344 1.0411900 1.0416970 1.0209894 1.0600949 1.0301102 1.0316760 1.0377080 1.0526189 1.0213261 1.0625262 1.0385337 1.0785765 1.0451570 1.0623239 1.0368755 1.0683635 1.0574084 1.0335838 1.0592102 1.0531036 1.0428647 1.0513909 1.0286612
0.9492020 0.9654695 0.9641279 0.9440366 0.9379448 0.9322991 0.9809841 0.9799158 0.9734996 0.9615035 0.9634644 0.9810539 0.9469191 0.9478206 0.9787352 0.9436487 0.9792550 0.9639616 0.9720739 0.9638186 0.9485695 0.9438669 0.9635321 0.9505724 0.9885685 0.9667542 0.9883243 0.9533979 0.9559913 0.9596323 0.9790351 0.9600091 1.0013768 0.9545054 0.9808569 0.9712154 0.9644583 0.9736807 0.9835087 0.9593784 0.9809324 0.9562890 0.9602344 0.9523176 0.9670850 0.9613157 0.9769222 0.9404577 0.9614392 0.9483002 0.9686798 0.9375369 0.9758950 0.9561349 0.9886369 0.9675621 1.0004097 0.9810941 0.9856914 0.9771305
1.0499798 1.0683123 1.0676267 1.0370555 1.0506634 1.0423156 1.0786441 1.0696231 1.0380126 1.0566071 1.0750238 1.0753489 1.0660493 1.0501651 1.0706957 1.0457077 1.0691605 1.0504021 1.0715085 1.0592471 1.0597739 1.0442165 1.0576214 1.0488162 1.0896867 1.0600031 1.0929741 1.0631152 1.0520368 1.0499217 1.0699239 1.0454724 1.1002065 1.0818270 1.0640227 1.0613289 1.0630757 1.0634359 1.0670039 1.0652748 1.0835651 1.0538140 1.0730856 1.0598591 1.0744596 1.0664401 1.0872264 1.0557309 1.0880386 1.0604691 1.0744607 1.0697716 1.0865519 1.0784496 1.0805273 1.0503171 1.0916466 1.0716691 1.0627446 1.0662329
0.9231373 0.9470873 0.9525010 0.9108857 0.9133455 0.9095608 0.9656881 0.9752203 0.9451022 0.9608628 0.9487388 0.9758894 0.9287131 0.9422060 0.9765046 0.9186457 0.9705554 0.9399526 0.9703899 0.9536740 0.9391024 0.9403623 0.9393476 0.9324350 0.9968704 0.9601579 0.9913877 0.9549732 0.9455145 0.9627802 0.9532662 0.9439324 1.0012808 0.9391337 0.9616768 0.9559843 0.9586263 0.9748215 0.9536328 0.9373823 0.9633515 0.9389332 0.9657210 0.9471835 0.9618902 0.9667404 0.9657872 0.9384001 0.9770436 0.9436344 0.9551308 0.9411609 0.9700585 0.9554734 0.9605753 0.9316112 0.9803798 0.9472463 0.9430948 0.9571973
0.9909878 1.0070401 1.0016444 0.9810109 0.9894802 0.9770785 1.0196533 1.0169625 1.0116738 1.0007758 1.0131567 1.0196139 0.9725141 0.9845155 1.0172455 0.9868695 1.0190072 1.0076708 1.0109682 1.0001814 0.9986714 0.9759182 1.0004685 0.9964554 1.0326511 1.0110325 1.0328348 1.0055129 0.9910962 0.9972921 1.0317347 1.0126053 1.0486829 1.0121994 1.0328806 1.0254344 1.0115176 1.0142693 1.0248908 1.0062543 1.0355561 1.0159360 1.0056364 0.9977450 1.0126772 0.9958344 1.0188943 0.9840635 1.0197626 0.9920779 1.0153458 0.9948414 1.0079042 1.0117068 1.0400556 1.0257573 1.0518679 1.0333597 1.0395601 1.0320883
0.8085228 0.8620278 0.8697346 0.8226657 0.8414599 0.8253578 0.8806756 0.8917851 0.8681068 0.8900761 0.8623178 0.9013030 0.8213377 0.8312461 0.8993399 0.8365888 0.8990912 0.8544695 0.8736308 0.8605883 0.8507000 0.8274293 0.8586681 0.8589904 0.9062606 0.8542364 0.8977770 0.8550059 0.8547237 0.8761590 0.8738627 0.8581457 0.9250313 0.8190237 0.8816346 0.8775953 0.8685021 0.8846226 0.8746836 0.8482677 0.8823750 0.8652929 0.8803003 0.8635993 0.8790262 0.8919539 0.8779391 0.8497091 0.8830388 0.8544089 0.8587948 0.8414436 0.8887474 0.8680952 0.8848597 0.8537267 0.9279033 0.8989031 0.8921190 0.9069266
0.9126977 0.9616983 0.9513068 0.9175734 0.9316469 0.9218357 0.9630334 0.9621105 0.9264761 0.9331994 0.9474491 0.9553746 0.9397167 0.9281037 0.9593047 0.9159236 0.9565724 0.9080907 0.9507245 0.9439035 0.9307596 0.9103265 0.9233452 0.9299854 0.9742588 0.9304880 0.9662591 0.9351656 0.9309122 0.9413587 0.9316859 0.9091089 0.9601323 0.8776556 0.9054504 0.9263679 0.9237415 0.9329894 0.9195169 0.8986983 0.9262921 0.9138694 0.9473753 0.9275083 0.9380136 0.9376702 0.9445533 0.9184591 0.9561294 0.9295263 0.9409385 0.9311775 0.9459291 0.9488905 0.9335416 0.8917006 0.9389849 0.9076199 0.9112529 0.9224425
1.0900250 1.1098850 1.1091544 1.0804933 1.0835365 1.0716149 1.1320673 1.1265944 1.1124545 1.1115369 1.1175206 1.1285431 1.1131968 1.1033709 1.1270480 1.0904053 1.1265714 1.1029998 1.1205302 1.1067348 1.1021509 1.0832999 1.0898242 1.0980028 1.1361857 1.1049247 1.1371914 1.1031603 1.0931618 1.0976255 1.1122510 1.1040723 1.1501816 1.1258346 1.1242393 1.1133015 1.1140993 1.1177174 1.1249840 1.1101653 1.1271015 1.1020998 1.1167991 1.1037898 1.1135413 1.1104497 1.1271001 1.0923650 1.1312221 1.1005874 1.1170311 1.1020142 1.1253590 1.1217428 1.1275351 1.1070166 1.1362821 1.1114175 1.1179582 1.1133098
0.8594669 0.8942268 0.8960635 0.8534055 0.8742332 0.8677297 0.9159549 0.9258132 0.8821104 0.9115963 0.8939515 0.9240999 0.8698786 0.8931742 0.9250511 0.8830946 0.9265606 0.8859494 0.9076320 0.8945495 0.8763635 0.8648112 0.8727381 0.8788268 0.9315312 0.8762402 0.8876105 0.8689514 0.8891739 0.9032609 0.9000395 0.8865946 0.9477432 0.8798564 0.9054638 0.8946036 0.8979516 0.9064261 0.9011401 0.8720830 0.9077780 0.8913779 0.9225086 0.8604175 0.8964815 0.9152246 0.9217638 0.8610070 0.9238469 0.8985250 0.8990586 0.8776912 0.9214076 0.9073949 0.9245735 0.8796064 0.9441941 0.9031093 0.9142425 0.9209526
0.9908400 1.0019382 1.0170758 0.9950569 0.9978376 0.9976930 0.9833394 0.9892420 0.9919846 0.9878400 0.9987221 0.9939224 0.9867412 1.0051187 1.0792906 0.9892015 0.9890459 0.9893614 0.9988013 0.9974854 0.9982706 0.9847182 0.9992864 1.0008290 1.0096973 1.0272268 1.0144723 0.9990404 0.9984254 1.0019433 0.9914787 0.9946472 1.0048650 0.9924436 0.9928792 0.9947262 0.9912413 0.9911161 1.0065371 0.9891166 0.9940418 1.0045528 1.0002792 0.9968070 1.0115233 1.0043140 1.0083040 1.0068962 1.0084788 1.0021648 1.0196616 0.9955421 1.0080437 1.0119139 0.9988897 0.9981079 1.0024025 0.9899571 0.9975788 1.0030126
1.0503764 1.0701655 1.0734344 1.0430912 1.0493943 1.0327260 1.0988241 1.0938563 1.0765379 1.0715550 1.0932606 1.0954606 1.0791834 1.0696034 1.0953014 1.0556951 1.0926396 1.0744978 1.0846115 1.0668588 1.0669257 1.0384813 1.0618937 1.0619476 1.0942972 1.0704636 1.1035117 1.0631400 1.0572444 1.0577999 1.0773626 1.0651619 1.1078031 1.0901927 1.0837299 1.0634653 1.0815626 1.0794826 1.0949033 1.0792464 1.0905094 1.0684195 1.0883723 1.0773248 1.0933177 1.0842455 1.0975482 1.0655757 1.0988761 1.0728329 1.0947178 1.0712022 1.1011293 1.0936567 1.1015750 1.0793937 1.0914024 1.0683049 1.0805142 1.0758215
1.1772746 1.1950730 1.1886083 1.1702379 1.1748691 1.1636314 1.2047822 1.1970306 1.1910809 1.1805878 1.2017579 1.1978705 1.2005243 1.1823176 1.1976976 1.1710340 1.1939357 1.1810220 1.1993692 1.1920194 1.1909552 1.1734177 1.1890985 1.1822020 1.2146211 1.1945256 1.2208246 1.1938527 1.1788432 1.1757557 1.1901723 1.1692297 1.2112919 1.2270491 1.1873639 1.1790581 1.1839665 1.1840784 1.1918632 1.1919416 1.1995939 1.1740938 1.1896512 1.1791986 1.2021745 1.1852634 1.2081177 1.1773937 1.2080986 1.1797373 1.2134587 1.1971520 1.2083704 1.2068071 1.1908081 1.1755027 1.1948782 1.1754963 1.1750178 1.1693239
1.0717244 1.0884282 1.0787740 1.0641884 1.0776570 1.0644865 1.1058710 1.1013430 1.0933428 1.0824149 1.1041404 1.1014482 1.0945481 1.0787465 1.0956271 1.0712098 1.0945783 1.0833451 1.0906404 1.0884727 1.0872667 1.0692327 1.0867264 1.0801698 1.1049998 1.0902652 1.1084234 1.0865907 1.0746656 1.0731046 1.1032293 1.0823619 1.1194668 1.1216536 1.0955017 1.0884941 1.0896756 1.0920813 1.0990016 1.0952733 1.1049396 1.0824262 1.0933839 1.0807695 1.1014867 1.0846952 1.1067043 1.0796189 1.1048570 1.0781661 1.1053665 1.0913842 1.1015265 1.0971337 1.0981631 1.0841404 1.1037568 1.0863016 1.0877130 1.0826068
0.8646293 0.8821386 0.8766515 0.8553099 0.8607213 0.8649556 0.9181717 0.9074562 0.9071733 0.9031270 0.9249892 0.9213411 0.9003733 0.8903224 0.9178485 0.8890334 0.9122830 0.9058897 0.9059255 0.9018814 0.9013395 0.8831662 0.8856534 0.8861811 0.9012900 0.9018667 0.9096685 0.8951518 0.8910940 0.8798183 0.9245473 0.9063075 0.9478442 0.8703828 0.9262192 0.9232512 0.9028560 0.9069455 0.9280095 0.8888392 0.9326169 0.9177801 0.8956717 0.8754916 0.9129209 0.8911452 0.9089758 0.8778357 0.9003301 0.8756921 0.9044927 0.8835295 0.8895792 0.8817269 0.9297042 0.9149191 0.9429900 0.9263856 0.9296592 0.9275874
1.1278177 1.1477896 1.1420598 1.1199699 1.1234519 1.1141551 1.1559684 1.1509293 1.1418215 1.1342776 1.1502980 1.1539599 1.1401190 1.1334326 1.1512410 1.1215856 1.1491835 1.1320313 1.1498654 1.1421940 1.1377214 1.1152283 1.1332167 1.1312068 1.1663419 1.1378898 1.1709305 1.1390270 1.1281536 1.1293053 1.1361619 1.1250730 1.1670560 1.1709649 1.1425089 1.1310186 1.1363645 1.1378581 1.1410369 1.1409757 1.1500158 1.1241581 1.1406127 1.1295433 1.1494187 1.1378912 1.1578988 1.1246867 1.1549561 1.1270877 1.1533912 1.1351010 1.1575579 1.1531889 1.1476128 1.1294339 1.1546525 1.1285424 1.1335997 1.1282820
0.9322637 0.9349596 0.9359779 0.9319796 0.9337745 0.9210083 0.9616887 0.9604438 0.9582997 0.9474999 0.9648090 0.9593179 0.9456467 0.9355726 0.9599710 0.9445776 0.9621803 0.9508506 0.9534680 0.9534925 0.9497367 0.9391849 0.9551126 0.9457986 0.9660014 0.9504088 0.9618589 0.9497162 0.9439373 0.9407552 0.9693423 0.9509046 0.9844402 0.9693195 0.9632502 0.9619980 0.9497368 0.9474504 0.9664551 0.9551068 0.9710386 0.9533910 0.9478618 0.9361639 0.9584966 0.9423446 0.9606400 0.9424331 0.9463247 0.9209290 0.9494418 0.9273841 0.9452890 0.9318603 0.9670056 0.9559906 0.9781831 0.9684472 0.9653493 0.9619985
1.0281465 1.0574259 1.0578043 1.0292436 1.0343871 1.0297403 1.0751374 1.0692699 1.0521431 1.0556070 1.0598964 1.0705458 1.0520853 1.0496167 1.0718881 1.0340622 1.0694095 1.0454899 1.0661325 1.0547358 1.0587064 1.0424945 1.0454653 1.0478164 1.0809090 1.0437857 1.0856334 1.0533372 1.0437820 1.0485532 1.0443893 1.0392771 1.0879344 1.0827717 1.0510851 1.0544357 1.0539926 1.0596536 1.0487815 1.0624225 1.0614033 1.0401592 1.0619198 1.0487759 1.0626594 1.0569539 1.0723816 1.0495356 1.0723889 1.0452912 1.0635615 1.0523750 1.0704117 1.0661352 1.0694908 1.0367215 1.0797298 1.0569960 1.0492365 1.0582216
0.9174703 0.9539701 0.9492688 0.9146820 0.9237097 0.9201332 0.9492880 0.9422889 0.9306569 0.9369369 0.9285394 0.9486548 0.9310559 0.9275947 0.9584594 0.9161346 0.9578283 0.9286871 0.9523739 0.9266218 0.9247889 0.9074240 0.9300351 0.9255166 0.9611448 0.9226026 0.9613272 0.9156316 0.9265588 0.9392698 0.9521876 0.9237081 0.9759448 0.9406571 0.9541907 0.9526270 0.9333043 0.9353777 0.9505351 0.9320967 0.9632125 0.9455199 0.9418255 0.9348375 0.9374222 0.9370498 0.9602045 0.9301690 0.9355882 0.9200515 0.9536861 0.9249857 0.9419508 0.9427945 0.9654039 0.9265344 0.9724008 0.9431454 0.9441896 0.9446627
0.9555248 0.9745392 0.9484763 0.9214597 0.9401086 0.9484496 1.0064589 1.0012961 0.9999541 0.9893646 1.0047715 1.0129133 0.9849013 0.9761266 1.0077989 0.9758467 1.0080384 0.9973102 0.9872338 0.9861843 0.9884398 0.9577348 0.9783288 0.9772525 0.9881896 0.9764497 0.9959269 0.9625078 0.9709899 0.9667438 1.0075868 0.9946116 1.0318150 0.9764000 1.0089919 1.0098303 0.9910618 0.9969999 1.0134135 0.9829835 1.0173114 0.9984065 0.9793697 0.9640698 0.9983390 0.9718817 1.0001433 0.9651972 0.9536296 0.9593821 0.9659496 0.9569007 0.9437244 0.9618424 1.0120636 0.9949311 1.0291310 1.0040034 1.0101503 1.0043355
0.9271724 0.9595757 0.9480214 0.9125820 0.9210998 0.9145402 0.9707726 0.9835002 0.9409636 0.9643553 0.9561445 0.9873030 0.9494316 0.9476085 0.9761189 0.9198385 0.9771099 0.9382983 0.9635952 0.9434120 0.9475706 0.9178103 0.9375713 0.9338170 0.9871924 0.9388825 0.9825560 0.9397494 0.9358782 0.9491742 0.9512107 0.9407886 1.0009124 0.9448464 0.9549786 0.9515183 0.9560613 0.9758487 0.9599842 0.9403689 0.9709588 0.9514272 0.9775861 0.9490651 0.9621552 0.9681971 0.9608867 0.9384074 0.9880340 0.9442506 0.9584674 0.9452933 0.9750377 0.9621818 0.9735281 0.9460018 0.9972273 0.9522632 0.9544529 0.9760142
