X5uM_10h X5uM_10h.1 X5uM_10h.2 X5uM_10h.3 X5uM_10h.4 X5uM_10h.5 UT_24h UT_24h.1 UT_24h.2 UT_24h.3 UT_24h.4 UT_24h.5 Veh_24h Veh_24h.1 Veh_24h.2 Veh_24h.3 Veh_24h.4 Veh_24h.5 X5uM_24h X5uM_24h.1 X5uM_24h.2 X5uM_24h.3 X5uM_24h.4 X5uM_24h.5 X10uM_24h X10uM_24h.1 X10uM_24h.2 X10uM_24h.3 X10uM_24h.4 X10uM_24h.5 UT_48h UT_48h.1 UT_48h.2 UT_48h.3 UT_48h.4 UT_48h.5 Veh_48h Veh_48h.1 Veh_48h.2 Veh_48h.3 Veh_48h.4 Veh_48h.5 X5uM_48h X5uM_48h.1 X5uM_48h.2 X5uM_48h.3 X5uM_48h.4 X5uM_48h.5 X10uM_48h X10uM_48h.1 X10uM_48h.2 X10uM_48h.3 X10uM_48h.4 X10uM_48h.5 Veh_72h Veh_72h.1 Veh_72h.2 Veh_72h.3 Veh_72h.4 Veh_72h.5
0.7605700 0.7399723 0.7670267 0.7681107 0.7889953 0.7895746 0.7674820 0.7696299 0.7778599 0.7819255 0.7582937 0.7614851 0.7653406 0.7680264 0.7738454 0.7747754 0.7769573 0.7753246 0.7640760 0.7671411 0.7589365 0.7602876 0.7590870 0.7595891 0.7622997 0.7648843 0.7606757 0.7609968 0.7649999 0.7633918 0.7712435 0.7759009 0.7814628 0.7423250 0.7848215 0.7864179 0.7699135 0.7741550 0.7650378 0.7506808 0.7768817 0.7799647 0.7680450 0.7654818 0.7639752 0.7612480 0.7676967 0.7688161 0.7582271 0.7618822 0.7567716 0.7576037 0.7570057 0.7550775 0.7667302 0.7659482 0.7826109 0.7823284 0.7932467 0.7934971
0.8617699 0.8776648 0.8663976 0.8603466 0.8505607 0.8518477 0.8877198 0.8949314 0.8792395 0.8930952 0.8824719 0.8940524 0.8636034 0.8729249 0.8874003 0.8742563 0.8897541 0.8725172 0.8813065 0.8744424 0.8761658 0.8666465 0.8633881 0.8709564 0.8910017 0.8703518 0.8828166 0.8734751 0.8734238 0.8894722 0.8917239 0.8945154 0.9019040 0.8482343 0.8894811 0.8960765 0.8864486 0.8911539 0.8812010 0.8663031 0.8812231 0.8815504 0.8831121 0.8758761 0.8754367 0.8831439 0.8657780 0.8701473 0.8808885 0.8709134 0.8670787 0.8647204 0.8732695 0.8698118 0.9021455 0.8901139 0.9166874 0.9086204 0.9051030 0.9104080
0.8120227 0.8139116 0.8094765 0.8104661 0.8185697 0.8163329 0.8331157 0.8354012 0.8302250 0.8301492 0.8274941 0.8329284 0.8126182 0.8154708 0.8277227 0.8242622 0.8314534 0.8307389 0.8174240 0.8214476 0.8212879 0.8181286 0.8219629 0.8223435 0.8169816 0.8196884 0.8134175 0.8121055 0.8199101 0.8219616 0.8516392 0.8504622 0.8461700 0.8064401 0.8432930 0.8461867 0.8376121 0.8413129 0.8440248 0.8276669 0.8386540 0.8425082 0.8332322 0.8315388 0.8289396 0.8283184 0.8273978 0.8287604 0.8237053 0.8221175 0.8186385 0.8158907 0.8151518 0.8130552 0.8434544 0.8433409 0.8497202 0.8485429 0.8520742 0.8502370
0.8329115 0.8464251 0.8365420 0.8344480 0.8430038 0.8338225 0.8512385 0.8369926 0.8269743 0.8472738 0.8495998 0.8384454 0.8362739 0.8441959 0.8472212 0.8371254 0.8553199 0.8229322 0.8424663 0.8490588 0.8393168 0.8456662 0.8340720 0.8396102 0.8488636 0.8408505 0.8376094 0.8350999 0.8470103 0.8339232 0.8175060 0.8268608 0.8542900 0.8063474 0.8474576 0.8497529 0.8295386 0.8479988 0.8226896 0.8314719 0.8505397 0.8255609 0.8333940 0.8306216 0.8216099 0.8446601 0.8420021 0.8131595 0.8348031 0.8462574 0.8168808 0.8220002 0.8391115 0.8226810 0.8719410 0.8227140 0.8499019 0.8539749 0.8636037 0.8433369
0.8092664 0.8194928 0.8163536 0.8137048 0.8111237 0.8069364 0.8495686 0.8519779 0.8214097 0.8420623 0.8473317 0.8527236 0.8203695 0.8216173 0.8426449 0.8195603 0.8576049 0.8320291 0.8284128 0.8230547 0.8312155 0.8344509 0.8274586 0.8299121 0.8479723 0.8284998 0.8417044 0.8267720 0.8353367 0.8456316 0.8487376 0.8452708 0.8713991 0.7951163 0.8477148 0.8440974 0.8436671 0.8437380 0.8495921 0.8176494 0.8463824 0.8417084 0.8506479 0.8394765 0.8424335 0.8462235 0.8457726 0.8363624 0.8394107 0.8430652 0.8257666 0.8313886 0.8424809 0.8264066 0.8609588 0.8279568 0.8691531 0.8648890 0.8701240 0.8691637
0.8293747 0.8294245 0.8296984 0.8267343 0.8246568 0.8300313 0.8461100 0.8445424 0.8463123 0.8428691 0.8425946 0.8445043 0.8393582 0.8348497 0.8439441 0.8426964 0.8393135 0.8440182 0.8420511 0.8370122 0.8405167 0.8344454 0.8377706 0.8387774 0.8372045 0.8396264 0.8404455 0.8405276 0.8354422 0.8411892 0.8473316 0.8466741 0.8459014 0.8071662 0.8460514 0.8496239 0.8402368 0.8422572 0.8469647 0.8306972 0.8435706 0.8492910 0.8345479 0.8322881 0.8420399 0.8329379 0.8296402 0.8335156 0.8303818 0.8258363 0.8300663 0.8314640 0.8235864 0.8287930 0.8509658 0.8478737 0.8526704 0.8509219 0.8521516 0.8553858
0.6841732 0.7143656 0.7026961 0.6939893 0.7038887 0.7070622 0.6945003 0.7176154 0.7226918 0.7064493 0.7080145 0.7244102 0.6786689 0.7083659 0.7255549 0.6902286 0.7162364 0.7231711 0.7005527 0.7164141 0.7152214 0.6970005 0.7088531 0.7140109 0.6961175 0.7037155 0.7151426 0.6817454 0.7160424 0.7097972 0.7229897 0.7273623 0.7341448 0.6616979 0.7255788 0.7441555 0.7140878 0.7310020 0.7414013 0.6956102 0.7244885 0.7354607 0.7040118 0.7225363 0.7260566 0.7130394 0.7234497 0.7288230 0.6865303 0.7153245 0.7181622 0.6997086 0.7235908 0.7130509 0.7224116 0.7287423 0.7482877 0.7227611 0.7393889 0.7449430
0.7695603 0.7830170 0.7818419 0.7699991 0.7705406 0.7808134 0.7927483 0.7971498 0.7967727 0.7895228 0.7905690 0.7943013 0.7786391 0.7829160 0.7917237 0.7853796 0.7883012 0.7970566 0.7867991 0.7864944 0.7954124 0.7772665 0.7871218 0.7890356 0.7860130 0.7895504 0.7953341 0.7858534 0.7885572 0.7976842 0.7951226 0.7970031 0.7926107 0.7405487 0.7949841 0.7950666 0.7870986 0.7954776 0.7947946 0.7747918 0.7910655 0.7994300 0.7801799 0.7836816 0.7941611 0.7816689 0.7775358 0.7891866 0.7744590 0.7715094 0.7796247 0.7783774 0.7783524 0.7793876 0.7980997 0.7989044 0.8025679 0.7970911 0.8014332 0.8051315
0.8217519 0.8470636 0.8415264 0.8223948 0.8396653 0.8381150 0.8500808 0.8522365 0.8449445 0.8536751 0.8590801 0.8574448 0.8372514 0.8396293 0.8539339 0.8344822 0.8545757 0.8413074 0.8431057 0.8392104 0.8369124 0.8422968 0.8364133 0.8372758 0.8436396 0.8360277 0.8413802 0.8284591 0.8369176 0.8455248 0.8474689 0.8491479 0.8631535 0.8184259 0.8501017 0.8595084 0.8526805 0.8546651 0.8508164 0.8499112 0.8605613 0.8548589 0.8493976 0.8448647 0.8489010 0.8468775 0.8460754 0.8449506 0.8444539 0.8434340 0.8280504 0.8342994 0.8449149 0.8414990 0.8673353 0.8523547 0.8741581 0.8705209 0.8702276 0.8739353
0.7896071 0.7791418 0.7778734 0.7861688 0.7784032 0.7803656 0.8025729 0.7954707 0.7950563 0.8001996 0.7935089 0.7937577 0.7898566 0.7886982 0.7955398 0.8003513 0.8022885 0.7956371 0.7925069 0.8010915 0.7888800 0.7875565 0.7894361 0.7851204 0.7896263 0.7909549 0.7880834 0.7899570 0.7893164 0.7865848 0.8081132 0.8067301 0.8092844 0.7635544 0.8085554 0.8109904 0.8007446 0.8004272 0.8078478 0.7859962 0.8124267 0.8096124 0.8014368 0.7922777 0.7951948 0.7974986 0.7948421 0.7890170 0.7938846 0.7828248 0.7837604 0.7870724 0.7775731 0.7761823 0.8172337 0.8101654 0.8117659 0.8220759 0.8190211 0.8131175
0.8687570 0.8693484 0.8603580 0.8649989 0.8629317 0.8633939 0.8845137 0.8842459 0.8761211 0.8805559 0.8778613 0.8821830 0.8650545 0.8663294 0.8779516 0.8792327 0.8845843 0.8835955 0.8717632 0.8773149 0.8719848 0.8697011 0.8738705 0.8738158 0.8692350 0.8728747 0.8672280 0.8684664 0.8728993 0.8716683 0.9057124 0.9056840 0.8977535 0.8573779 0.8948357 0.9009003 0.8914291 0.8923171 0.9023996 0.8833466 0.8989953 0.9020528 0.8952482 0.8898830 0.8861097 0.8847985 0.8849138 0.8849023 0.8817703 0.8798009 0.8737018 0.8716742 0.8694501 0.8684554 0.9066191 0.9047851 0.9101384 0.9151255 0.9158489 0.9132398
0.7233550 0.7039848 0.7140527 0.7287496 0.7268985 0.7195056 0.7272700 0.7322700 0.7290621 0.7349593 0.7180247 0.7325773 0.7127767 0.7300003 0.7335628 0.7356274 0.7339490 0.7336639 0.7267441 0.7275094 0.7262611 0.7388481 0.7204898 0.7322817 0.7241251 0.7314171 0.7260578 0.7265403 0.7302898 0.7276946 0.7391771 0.7439701 0.7446837 0.6737460 0.7379859 0.7478678 0.7287863 0.7279537 0.7405879 0.7288882 0.7342798 0.7503463 0.7339320 0.7347206 0.7355025 0.7290753 0.7344918 0.7359785 0.7235520 0.7295395 0.7372305 0.7176919 0.7258827 0.7238182 0.7437212 0.7448153 0.7502304 0.7586355 0.7632223 0.7521925
0.7951391 0.8136617 0.8101228 0.8075861 0.8038527 0.8158289 0.8249948 0.8315654 0.8263789 0.8167631 0.8199571 0.8049149 0.8247110 0.8077428 0.8277253 0.8217417 0.8282167 0.8350288 0.8182467 0.8248586 0.8259638 0.8178175 0.8171149 0.8232852 0.8166770 0.8228347 0.8280081 0.8116833 0.8283101 0.8295467 0.7929106 0.8079783 0.8047060 0.7658838 0.8080909 0.8092247 0.8043008 0.8126745 0.8102458 0.7876058 0.8080673 0.8167008 0.7919992 0.8072128 0.8093702 0.8052720 0.8107845 0.8224924 0.8002193 0.8031178 0.8129852 0.8036036 0.8106280 0.8158746 0.8098876 0.8038630 0.8075650 0.8012207 0.8080396 0.8054084
0.8967283 0.8916581 0.8999176 0.8925679 0.8936127 0.8922736 0.9013086 0.9029464 0.9070736 0.9083891 0.8917402 0.9025595 0.8867371 0.8938897 0.9057949 0.8919542 0.9091068 0.9027522 0.9034182 0.8983524 0.8915185 0.8834234 0.8895140 0.8888194 0.9064465 0.9011818 0.9013892 0.8956796 0.8943775 0.9012030 0.9100424 0.9095654 0.9155171 0.8703715 0.9175500 0.9167935 0.9028693 0.9049189 0.9055525 0.8844874 0.9105523 0.9109704 0.8985056 0.8964066 0.8918345 0.8979032 0.8957476 0.8928245 0.8952323 0.8905178 0.8930961 0.8873146 0.8890342 0.8899319 0.9164278 0.9126453 0.9237222 0.9182576 0.9229917 0.9215980
0.7119067 0.7264437 0.7249061 0.7164890 0.7050337 0.7026192 0.7534513 0.7603413 0.7400994 0.7659778 0.7420457 0.7607851 0.7096764 0.7372755 0.7602023 0.7476291 0.7644020 0.7395203 0.7344450 0.7269132 0.7203439 0.7162645 0.7212997 0.7218978 0.7556336 0.7218641 0.7334853 0.7300116 0.7288290 0.7477816 0.7566832 0.7579217 0.7828691 0.7159398 0.7617028 0.7689885 0.7583049 0.7647918 0.7459832 0.7345465 0.7579869 0.7573081 0.7501947 0.7348036 0.7196413 0.7420705 0.7218988 0.7240178 0.7364290 0.7263474 0.6985251 0.7024436 0.7291346 0.7171956 0.7744466 0.7476538 0.7921789 0.7777221 0.7757791 0.7946054
0.8672985 0.8761926 0.8795086 0.8661087 0.8734440 0.8743143 0.8810357 0.8818653 0.8761656 0.8874758 0.8801573 0.8857577 0.8694161 0.8746344 0.8846888 0.8755065 0.8854778 0.8746075 0.8789619 0.8703700 0.8753367 0.8703494 0.8676682 0.8723419 0.8790444 0.8658666 0.8804629 0.8748199 0.8739041 0.8817826 0.8783282 0.8788717 0.8917085 0.8613091 0.8845931 0.8932281 0.8825952 0.8846544 0.8804426 0.8730378 0.8875362 0.8894885 0.8831492 0.8799903 0.8817637 0.8825546 0.8787027 0.8797556 0.8827260 0.8777956 0.8700067 0.8757686 0.8779263 0.8762844 0.8936054 0.8821986 0.9001791 0.8956621 0.8915181 0.9026922
0.8720489 0.8864421 0.8794767 0.8662610 0.8728778 0.8720885 0.8950867 0.8959074 0.8800979 0.8939130 0.8906791 0.8936812 0.8821252 0.8866204 0.8913839 0.8850817 0.8924453 0.8775945 0.8842478 0.8781761 0.8785602 0.8780834 0.8672441 0.8721002 0.8817117 0.8682464 0.8813722 0.8772537 0.8722994 0.8778402 0.8768458 0.8769306 0.8935767 0.8560392 0.8826162 0.8903728 0.8867801 0.8878400 0.8803331 0.8728933 0.8862750 0.8847012 0.8799209 0.8766051 0.8751446 0.8781530 0.8730077 0.8677090 0.8737491 0.8735832 0.8591193 0.8697681 0.8694198 0.8656716 0.8927289 0.8773982 0.8925353 0.8898126 0.8839675 0.8889853
0.7754539 0.7580447 0.7624956 0.7855535 0.7742085 0.7817388 0.7636974 0.7743413 0.7646129 0.7826694 0.7558992 0.7629027 0.7542147 0.7665722 0.7813334 0.7907282 0.7720908 0.7765887 0.7648761 0.7683775 0.7630192 0.7773193 0.7668818 0.7708300 0.7487586 0.7769380 0.7472490 0.7602790 0.7836826 0.7886254 0.7793611 0.7945790 0.7648915 0.7313830 0.7799477 0.7879253 0.7765051 0.7808507 0.7755072 0.7728225 0.7633469 0.7940674 0.7707671 0.7793794 0.7526056 0.7724605 0.7578649 0.7814824 0.7526752 0.7733812 0.7485558 0.7555608 0.7525969 0.7510431 0.7799722 0.7786388 0.7799883 0.7940609 0.7911494 0.7905443
0.8403849 0.8524722 0.8386682 0.8551478 0.8646219 0.8370268 0.8365843 0.8492403 0.8423315 0.8483662 0.8514142 0.8445820 0.8384727 0.8553032 0.8487249 0.8385632 0.8658312 0.8469051 0.8359219 0.8518674 0.8462604 0.8362263 0.8524149 0.8542138 0.8421695 0.8518797 0.8471765 0.8376287 0.8654801 0.8414712 0.8432105 0.8601153 0.8537426 0.7867709 0.8561784 0.8521043 0.8385764 0.8512512 0.8481285 0.8228072 0.8552722 0.8508962 0.8367068 0.8498203 0.8449530 0.8317775 0.8477985 0.8492952 0.8593104 0.8520402 0.8422113 0.8315872 0.8482776 0.8410315 0.8416112 0.8721741 0.8563707 0.8612354 0.8699832 0.8543334
0.7719693 0.7748701 0.7771811 0.7725695 0.7633407 0.7665546 0.7868075 0.7913746 0.7893903 0.7878645 0.7731251 0.7914160 0.7575978 0.7709451 0.7903777 0.7775273 0.7936752 0.7894358 0.7822364 0.7801596 0.7676431 0.7746557 0.7799521 0.7739663 0.7850482 0.7805487 0.7804989 0.7677296 0.7816994 0.7866652 0.7971107 0.7964203 0.8020146 0.7377546 0.8009741 0.7995961 0.7877130 0.7960572 0.8007528 0.7731553 0.7914049 0.7899181 0.7787664 0.7798908 0.7762937 0.7829044 0.7794943 0.7690903 0.7659862 0.7730798 0.7679702 0.7519164 0.7748579 0.7604816 0.8050125 0.7967094 0.8135208 0.8102231 0.8156195 0.8115356
0.8539301 0.8574101 0.8606112 0.8486932 0.8550761 0.8570124 0.8651366 0.8638217 0.8417026 0.8657932 0.8626452 0.8674837 0.8529099 0.8541908 0.8646403 0.8616197 0.8665426 0.8602262 0.8622523 0.8574039 0.8576368 0.8570152 0.8561147 0.8539575 0.8653489 0.8558370 0.8631429 0.8560802 0.8602344 0.8606806 0.8711105 0.8673203 0.8811685 0.8361638 0.8688879 0.8737860 0.8682579 0.8694389 0.8687329 0.8584964 0.8742077 0.8704761 0.8702906 0.8679608 0.8624848 0.8685187 0.8675069 0.8633588 0.8668489 0.8645230 0.8518333 0.8579704 0.8627191 0.8577671 0.8798356 0.8648515 0.8877134 0.8850232 0.8793780 0.8855378
0.7507713 0.7601169 0.7678087 0.7454398 0.7433208 0.7478588 0.7745392 0.7875825 0.7663635 0.7873394 0.7613087 0.7872498 0.7430318 0.7663783 0.7885763 0.7569259 0.7866243 0.7697736 0.7808813 0.7719481 0.7599817 0.7717795 0.7603754 0.7591986 0.7916411 0.7752230 0.7829182 0.7689981 0.7731328 0.7892457 0.7761301 0.7830831 0.8019377 0.7258735 0.7853115 0.7870564 0.7829497 0.7969899 0.7764284 0.7554289 0.7772208 0.7755818 0.7832162 0.7756863 0.7721237 0.7873223 0.7706096 0.7674077 0.7784184 0.7692762 0.7572285 0.7548229 0.7702237 0.7599554 0.7821630 0.7671067 0.7972327 0.7822703 0.7803726 0.7949805
0.8059529 0.8082340 0.8074231 0.8028281 0.8052826 0.8033732 0.8178225 0.8212933 0.8203450 0.8200445 0.8130003 0.8225223 0.7780756 0.8007923 0.8214766 0.8131394 0.8258939 0.8252314 0.8135350 0.8095933 0.8081888 0.8009611 0.8098511 0.8113247 0.8200554 0.8162986 0.8156497 0.8096955 0.8104042 0.8175371 0.8400176 0.8400539 0.8399026 0.7823473 0.8434571 0.8442342 0.8261482 0.8292414 0.8344453 0.8109322 0.8354746 0.8391880 0.8155882 0.8170931 0.8128912 0.8110168 0.8129842 0.8047505 0.8124529 0.8087686 0.8049670 0.7978754 0.8002730 0.8046818 0.8468809 0.8446284 0.8553659 0.8533859 0.8601937 0.8571797
0.6575573 0.6918495 0.7010909 0.6732434 0.6848171 0.6786254 0.7063542 0.7202007 0.7039296 0.7293363 0.6919608 0.7270809 0.6571245 0.6761249 0.7262619 0.6893145 0.7287034 0.6997673 0.7030184 0.6966002 0.6884408 0.6790924 0.6950677 0.6993993 0.7196854 0.6897028 0.7089920 0.6884988 0.6988945 0.7182375 0.7114814 0.7119147 0.7408686 0.6330383 0.7199485 0.7225192 0.7093415 0.7232455 0.7121496 0.6836121 0.7118899 0.7147531 0.7139385 0.7072358 0.7056075 0.7264155 0.7005149 0.6948777 0.7035240 0.6965371 0.6808532 0.6748484 0.7056629 0.6904574 0.7205104 0.7029751 0.7545594 0.7423467 0.7381922 0.7532292
0.7422809 0.7718434 0.7668461 0.7509129 0.7582153 0.7579514 0.7724100 0.7769951 0.7512600 0.7646719 0.7602738 0.7707005 0.7518355 0.7549077 0.7746866 0.7546830 0.7752912 0.7436804 0.7650563 0.7640394 0.7532302 0.7471283 0.7474219 0.7572041 0.7736846 0.7512677 0.7630736 0.7530479 0.7611926 0.7716853 0.7585599 0.7541936 0.7689814 0.6783559 0.7393967 0.7626734 0.7544578 0.7627890 0.7486520 0.7242537 0.7473217 0.7548784 0.7683375 0.7595735 0.7529576 0.7636474 0.7536669 0.7511003 0.7617559 0.7577749 0.7459768 0.7468162 0.7510650 0.7547195 0.7601503 0.7342435 0.7635709 0.7495454 0.7540247 0.7661156
0.8864981 0.8907757 0.8940866 0.8842414 0.8818297 0.8811028 0.9079852 0.9098314 0.9020659 0.9108032 0.8967465 0.9103954 0.8906310 0.8974678 0.9101476 0.8984487 0.9130735 0.9033011 0.9017005 0.8958426 0.8919310 0.8890919 0.8821820 0.8940057 0.9022750 0.8921064 0.8980622 0.8883267 0.8938617 0.8997862 0.9055724 0.9159346 0.9211941 0.8701780 0.9180611 0.9165747 0.9099309 0.9138181 0.9159391 0.8946733 0.9093324 0.9103614 0.9057430 0.9039374 0.8938563 0.9043605 0.8993226 0.8933176 0.9012536 0.8972285 0.8855831 0.8838293 0.8935318 0.8922012 0.9181125 0.9115389 0.9240105 0.9178488 0.9250649 0.9246366
0.6989892 0.7176919 0.7223146 0.6983999 0.7114895 0.7134644 0.7346502 0.7476817 0.7152848 0.7469700 0.7173450 0.7454712 0.6959603 0.7264965 0.7470250 0.7276333 0.7509670 0.7255477 0.7303794 0.7240900 0.7092094 0.7097727 0.7064569 0.7155503 0.7397534 0.7074685 0.7009633 0.6997285 0.7270639 0.7404544 0.7327940 0.7355159 0.7590588 0.6800570 0.7394077 0.7365220 0.7333942 0.7410716 0.7336900 0.7028047 0.7323848 0.7362999 0.7481702 0.7046301 0.7196192 0.7453675 0.7354830 0.7041169 0.7360361 0.7325018 0.7127744 0.7039194 0.7315951 0.7217152 0.7528479 0.7242849 0.7678069 0.7458203 0.7564985 0.7648782
0.8058327 0.8041393 0.8198623 0.8143229 0.8120842 0.8203228 0.7886966 0.7989064 0.8043794 0.8094448 0.8014174 0.8017970 0.7894581 0.8175507 0.8715812 0.8150610 0.8016106 0.8102370 0.8037442 0.8074111 0.8078644 0.8081834 0.8088942 0.8148857 0.8018272 0.8293738 0.8011485 0.8044835 0.8163972 0.8213500 0.8072420 0.8251559 0.8048083 0.7670777 0.8107916 0.8189524 0.8095877 0.8103120 0.8195020 0.7971211 0.8019814 0.8297852 0.8112434 0.8163249 0.8119649 0.8179226 0.8045341 0.8234226 0.8034630 0.8169917 0.8083885 0.7984374 0.8003838 0.8048465 0.8133610 0.8218613 0.8151412 0.8175424 0.8254559 0.8330314
0.8542526 0.8588975 0.8652928 0.8536327 0.8540433 0.8491276 0.8813222 0.8833923 0.8729420 0.8780416 0.8772792 0.8837078 0.8634180 0.8700017 0.8845107 0.8698489 0.8855722 0.8799593 0.8727964 0.8635651 0.8634245 0.8523082 0.8595730 0.8646492 0.8690102 0.8642828 0.8714647 0.8561001 0.8644926 0.8671388 0.8771669 0.8836547 0.8872527 0.8426297 0.8849809 0.8755448 0.8833568 0.8825583 0.8914480 0.8697560 0.8798103 0.8825406 0.8826884 0.8822641 0.8776226 0.8830196 0.8757428 0.8714098 0.8754833 0.8746023 0.8678931 0.8591177 0.8742935 0.8698624 0.8969740 0.8887937 0.8875149 0.8822449 0.8940816 0.8935014
0.9574567 0.9591462 0.9581342 0.9576855 0.9561602 0.9567606 0.9663069 0.9667153 0.9658225 0.9673841 0.9643420 0.9663219 0.9604988 0.9616820 0.9672007 0.9648834 0.9676715 0.9671973 0.9651430 0.9648759 0.9637971 0.9630540 0.9625418 0.9625616 0.9645626 0.9644493 0.9641089 0.9613573 0.9639220 0.9638339 0.9690143 0.9699890 0.9701381 0.9484086 0.9696091 0.9707118 0.9669944 0.9680732 0.9703908 0.9605761 0.9678184 0.9698302 0.9648273 0.9656926 0.9650035 0.9652895 0.9639672 0.9628526 0.9625017 0.9617536 0.9620310 0.9601310 0.9594427 0.9598588 0.9696335 0.9679317 0.9716601 0.9707674 0.9722795 0.9711579
0.8716145 0.8735548 0.8695971 0.8708979 0.8770447 0.8752417 0.8869742 0.8894385 0.8865687 0.8869403 0.8860096 0.8885380 0.8757108 0.8774386 0.8847737 0.8826324 0.8871435 0.8872048 0.8776479 0.8810604 0.8798857 0.8775467 0.8796744 0.8794859 0.8775094 0.8802704 0.8753435 0.8749839 0.8787377 0.8796850 0.8982271 0.8979237 0.8965943 0.8669465 0.8945938 0.8961510 0.8899831 0.8928586 0.8947848 0.8826719 0.8914525 0.8941105 0.8867529 0.8850852 0.8841799 0.8833858 0.8830485 0.8828941 0.8802483 0.8789500 0.8763355 0.8753040 0.8746089 0.8726279 0.8941959 0.8927022 0.8975613 0.8971072 0.9000383 0.8991368
0.7031878 0.7079901 0.7066666 0.6999584 0.7004929 0.7111835 0.7364283 0.7328566 0.7356077 0.7400302 0.7422510 0.7432456 0.7203581 0.7241769 0.7412086 0.7325266 0.7393951 0.7418778 0.7290062 0.7300248 0.7294216 0.7248371 0.7169115 0.7215382 0.7157381 0.7281592 0.7183829 0.7208265 0.7286340 0.7212372 0.7527478 0.7518696 0.7591397 0.6727347 0.7563566 0.7601074 0.7373998 0.7414962 0.7555664 0.7163083 0.7524245 0.7581088 0.7264050 0.7169749 0.7328153 0.7257569 0.7252793 0.7178791 0.7173001 0.7138878 0.7170826 0.7086018 0.7063234 0.7012996 0.7570257 0.7533621 0.7668277 0.7650428 0.7692552 0.7703886
0.9172342 0.9211973 0.9206115 0.9165477 0.9143146 0.9160802 0.9271553 0.9294841 0.9258790 0.9294371 0.9230484 0.9308992 0.9121706 0.9219195 0.9296847 0.9241400 0.9314004 0.9270763 0.9253068 0.9245450 0.9207169 0.9152964 0.9173070 0.9210408 0.9262228 0.9187221 0.9247065 0.9172086 0.9224739 0.9257559 0.9250401 0.9333567 0.9347090 0.9050600 0.9329802 0.9311611 0.9281159 0.9302846 0.9290090 0.9195031 0.9278194 0.9285821 0.9250563 0.9250280 0.9226557 0.9267092 0.9238970 0.9197497 0.9201627 0.9188322 0.9144095 0.9103653 0.9190977 0.9172126 0.9344610 0.9299977 0.9389491 0.9319912 0.9380077 0.9370714
0.7581936 0.7503834 0.7544895 0.7627024 0.7599468 0.7572712 0.7713314 0.7756491 0.7770650 0.7763898 0.7742041 0.7738815 0.7565799 0.7609828 0.7752246 0.7782927 0.7798364 0.7786986 0.7672641 0.7718012 0.7685876 0.7708131 0.7731368 0.7700794 0.7671271 0.7673516 0.7595987 0.7647649 0.7718431 0.7711906 0.7892190 0.7888672 0.7884499 0.7492046 0.7865964 0.7920075 0.7756893 0.7746120 0.7868681 0.7697129 0.7834226 0.7875242 0.7687320 0.7666618 0.7693997 0.7674542 0.7665027 0.7707058 0.7539444 0.7507661 0.7527182 0.7437738 0.7505568 0.7411743 0.7873989 0.7871811 0.7954463 0.7997788 0.7987873 0.7989680
0.8361735 0.8486729 0.8526935 0.8423002 0.8418298 0.8466727 0.8623241 0.8635364 0.8531607 0.8649737 0.8505063 0.8636090 0.8417377 0.8537448 0.8656033 0.8520243 0.8667444 0.8562034 0.8579262 0.8537522 0.8567729 0.8556020 0.8462747 0.8531434 0.8583783 0.8427433 0.8573458 0.8482063 0.8534846 0.8595588 0.8503207 0.8621807 0.8713396 0.8368939 0.8583230 0.8681108 0.8608393 0.8663466 0.8538966 0.8561977 0.8563278 0.8591969 0.8612350 0.8588843 0.8530126 0.8607931 0.8556622 0.8582925 0.8543808 0.8521495 0.8431925 0.8440180 0.8499039 0.8479726 0.8708490 0.8536565 0.8780228 0.8729056 0.8682005 0.8788841
0.7461625 0.7656409 0.7652033 0.7485467 0.7517556 0.7565516 0.7613853 0.7609873 0.7546501 0.7677343 0.7450998 0.7652797 0.7449063 0.7544937 0.7740039 0.7548569 0.7763091 0.7605478 0.7663837 0.7500508 0.7483983 0.7447462 0.7528373 0.7535656 0.7632704 0.7449011 0.7591788 0.7373180 0.7576330 0.7699729 0.7752520 0.7663051 0.7816458 0.7270510 0.7791983 0.7842923 0.7622682 0.7647416 0.7739064 0.7511692 0.7771087 0.7810225 0.7638364 0.7655756 0.7524829 0.7631421 0.7661551 0.7606765 0.7453905 0.7500508 0.7560831 0.7418502 0.7479063 0.7498710 0.7860947 0.7629264 0.7907443 0.7788837 0.7812785 0.7845701
0.7771115 0.7821493 0.7645644 0.7540933 0.7651018 0.7798339 0.8072398 0.8086412 0.8108418 0.8106941 0.8062717 0.8171169 0.7879861 0.7939688 0.8138480 0.8040571 0.8170038 0.8167466 0.7944358 0.7982634 0.7999087 0.7860375 0.7919296 0.7956895 0.7847474 0.7883768 0.7865028 0.7750654 0.7939636 0.7924950 0.8203568 0.8251264 0.8263929 0.7546773 0.8239494 0.8313875 0.8094411 0.8151225 0.8251007 0.7921785 0.8207551 0.8247082 0.7942854 0.7895151 0.8013817 0.7915095 0.7980227 0.7893219 0.7597643 0.7821142 0.7658056 0.7674465 0.7493145 0.7650211 0.8240881 0.8192455 0.8368765 0.8291424 0.8358583 0.8341302
