X5uM_10h X5uM_10h.1 X5uM_10h.2 X5uM_10h.3 X5uM_10h.4 X5uM_10h.5 UT_24h UT_24h.1 UT_24h.2 UT_24h.3 UT_24h.4 UT_24h.5 Veh_24h Veh_24h.1 Veh_24h.2 Veh_24h.3 Veh_24h.4 Veh_24h.5 X5uM_24h X5uM_24h.1 X5uM_24h.2 X5uM_24h.3 X5uM_24h.4 X5uM_24h.5 X10uM_24h X10uM_24h.1 X10uM_24h.2 X10uM_24h.3 X10uM_24h.4 X10uM_24h.5 UT_48h UT_48h.1 UT_48h.2 UT_48h.3 UT_48h.4 UT_48h.5 Veh_48h Veh_48h.1 Veh_48h.2 Veh_48h.3 Veh_48h.4 Veh_48h.5 X5uM_48h X5uM_48h.1 X5uM_48h.2 X5uM_48h.3 X5uM_48h.4 X5uM_48h.5 X10uM_48h X10uM_48h.1 X10uM_48h.2 X10uM_48h.3 X10uM_48h.4 X10uM_48h.5 Veh_72h Veh_72h.1 Veh_72h.2 Veh_72h.3 Veh_72h.4 Veh_72h.5
0.6832400 0.6844084 0.6985002 0.6968131 0.6998674 0.6928218 0.7024023 0.6912573 0.7052859 0.7116131 0.7020690 0.6962005 0.6891342 0.6802706 0.7046288 0.6899765 0.7037609 0.6993911 0.7067981 0.7016997 0.6962389 0.6935682 0.6927773 0.6891581 0.7062172 0.7045994 0.7090033 0.6953417 0.7024872 0.7039857 0.7243056 0.7212683 0.7185911 0.6637581 0.7278040 0.7216260 0.7121514 0.7100406 0.7130884 0.6908558 0.7219112 0.7191889 0.7121730 0.7080310 0.7100300 0.7056964 0.7178027 0.7091342 0.7092329 0.6950968 0.7088896 0.7052824 0.7020848 0.6950039 0.7226086 0.7117614 0.7323200 0.7271942 0.7344236 0.7317263
0.8407759 0.8478128 0.8477783 0.8402456 0.8390315 0.8365191 0.8585971 0.8624609 0.8573820 0.8656503 0.8488462 0.8659449 0.8358097 0.8482873 0.8623282 0.8455917 0.8655039 0.8482787 0.8548247 0.8482557 0.8404342 0.8396192 0.8432965 0.8425005 0.8594467 0.8477327 0.8534738 0.8439442 0.8496520 0.8579000 0.8630844 0.8592209 0.8747195 0.8241215 0.8670852 0.8683356 0.8601091 0.8626947 0.8576395 0.8328756 0.8568811 0.8583558 0.8608950 0.8538723 0.8516066 0.8600662 0.8541592 0.8507430 0.8559326 0.8501540 0.8445831 0.8446693 0.8545433 0.8495637 0.8732205 0.8620370 0.8846031 0.8734804 0.8799375 0.8837720
0.6850526 0.6871334 0.6939370 0.6856117 0.6783094 0.6834766 0.7128979 0.7092569 0.7043585 0.7203786 0.7126814 0.7163385 0.6908168 0.6806031 0.7124981 0.6907782 0.7175152 0.6987247 0.6972990 0.6937973 0.6827387 0.6708786 0.6819564 0.6641293 0.7158999 0.6995242 0.7014407 0.6948556 0.6928299 0.7099988 0.7107646 0.7104981 0.7281555 0.6605818 0.7161597 0.7339852 0.7014017 0.7179863 0.7066952 0.6646362 0.7038943 0.6914645 0.7166205 0.7016229 0.6856297 0.7066289 0.7009187 0.6988423 0.7092650 0.6994941 0.6785577 0.6864345 0.6949455 0.6869857 0.7379257 0.7120311 0.7460069 0.7191543 0.7405235 0.7471704
0.7239078 0.7328577 0.7379044 0.7276426 0.7306496 0.7345666 0.7501259 0.7456596 0.7277953 0.7532442 0.7383744 0.7534583 0.7159272 0.7372374 0.7550213 0.7359533 0.7563911 0.7356680 0.7437997 0.7318933 0.7362663 0.7323522 0.7274556 0.7309141 0.7499619 0.7313197 0.7441914 0.7357640 0.7323216 0.7503794 0.7512429 0.7518351 0.7697955 0.6999474 0.7516073 0.7593116 0.7511016 0.7537641 0.7500236 0.7237789 0.7600090 0.7633318 0.7570123 0.7513264 0.7468149 0.7514171 0.7331547 0.7169071 0.7536144 0.7411569 0.7334820 0.7270998 0.7434780 0.7464481 0.7915898 0.7502098 0.7833903 0.7677937 0.7741914 0.7805201
0.8207013 0.8154640 0.8126624 0.8164731 0.8118588 0.8124424 0.8290841 0.8270066 0.8254496 0.8301571 0.8260186 0.8265175 0.8183660 0.8190832 0.8282928 0.8293199 0.8329579 0.8282042 0.8214648 0.8282214 0.8228990 0.8204815 0.8187558 0.8190221 0.8179994 0.8187836 0.8177849 0.8185030 0.8198018 0.8165555 0.8357466 0.8344901 0.8369540 0.7875092 0.8343186 0.8385388 0.8293827 0.8278563 0.8375510 0.8165438 0.8377490 0.8386138 0.8228555 0.8163469 0.8213931 0.8204148 0.8181030 0.8154903 0.8075707 0.8029165 0.8052688 0.8043028 0.7981841 0.7949732 0.8431230 0.8387302 0.8442181 0.8474910 0.8496294 0.8453162
0.7175976 0.7273588 0.7210105 0.6830089 0.7114688 0.7069896 0.7310684 0.7447568 0.7179593 0.7345703 0.7026429 0.7375452 0.6894479 0.7162734 0.7337017 0.7096115 0.7369922 0.7234794 0.7268163 0.7003641 0.7071762 0.7166483 0.7025906 0.7108301 0.7377188 0.7118692 0.7328475 0.6966228 0.7201041 0.7202104 0.7342807 0.7444504 0.7510148 0.6806455 0.7394373 0.7377022 0.7327415 0.7382926 0.7365855 0.7531630 0.7329492 0.7335025 0.7671382 0.7257699 0.7149386 0.7466690 0.7161686 0.7151740 0.7157796 0.7019425 0.7064080 0.7102324 0.7277926 0.6985938 0.7552774 0.7295305 0.7633179 0.7707765 0.7521128 0.7592607
0.6533781 0.6856884 0.6936311 0.6490843 0.6856884 0.7403282 0.7214209 0.7020840 0.7257683 0.6798854 0.6886601 0.6927272 0.6942420 0.7015904 0.6919506 0.7005639 0.6512731 0.7624733 0.6800956 0.6333305 0.7305459 0.6663803 0.6267779 0.7616380 0.7055078 0.6880120 0.7489346 0.7258988 0.7203054 0.7306286 0.7103511 0.6399918 0.7690117 0.7053533 0.6752590 0.7212284 0.6805275 0.7004057 0.7164391 0.6292218 0.7011823 0.7635588 0.7118935 0.6296134 0.7685689 0.6727063 0.6715690 0.6465453 0.7213052 0.6510227 0.7622361 0.7003260 0.7187975 0.7502647 0.7322736 0.6297753 0.7277641 0.7577689 0.7280629 0.7645821
0.8119278 0.7570751 0.8224833 0.8212295 0.8181716 0.8198272 0.7948519 0.7955562 0.8382018 0.8390157 0.7861194 0.7879480 0.8268791 0.8254460 0.8386767 0.8368687 0.8398197 0.8368098 0.8344728 0.8369420 0.8180418 0.8220286 0.8184810 0.8166518 0.8371333 0.8397394 0.8370485 0.8330302 0.8374140 0.8351577 0.8132819 0.8169539 0.8390957 0.8072224 0.8456658 0.8472499 0.8245081 0.8271514 0.8242036 0.8084747 0.8448097 0.8476424 0.8246577 0.8239876 0.8346849 0.8288285 0.8361491 0.8342050 0.8252891 0.8312160 0.8292909 0.8274091 0.8290144 0.8282072 0.8155188 0.8099420 0.8477020 0.8472154 0.8553971 0.8548546
0.7213333 0.7322141 0.7430629 0.7265304 0.7333862 0.7313667 0.7715331 0.7764010 0.7546331 0.7685684 0.7686661 0.7718797 0.7513394 0.7686493 0.7739053 0.7560997 0.7811184 0.7663630 0.7528319 0.7373682 0.7294283 0.7216129 0.7371624 0.7269005 0.7272673 0.7272673 0.7331669 0.7234335 0.7114048 0.7405165 0.7705710 0.7554943 0.7793523 0.7697040 0.7697040 0.7730467 0.7774418 0.7786675 0.7737379 0.7372453 0.7684679 0.7673791 0.7373505 0.7206387 0.7129899 0.7378480 0.7139757 0.7173773 0.6991999 0.7030777 0.6783472 0.6991999 0.7044217 0.7102690 0.8060809 0.7863457 0.7985650 0.7546834 0.7931982 0.7957160
0.7037017 0.7135896 0.7183908 0.6973017 0.7216148 0.7164651 0.7446419 0.7492479 0.7180328 0.7568621 0.7181470 0.7601081 0.7054244 0.7188050 0.7421632 0.7054913 0.7582947 0.7268746 0.7238238 0.7230747 0.7116475 0.7153362 0.7174008 0.7151139 0.7444480 0.7038737 0.7265611 0.7026015 0.7014625 0.7381735 0.7401155 0.7395264 0.7648476 0.7099755 0.7346401 0.7414506 0.7529245 0.7557343 0.7287239 0.7074505 0.7328519 0.7398075 0.7592811 0.7456898 0.7246974 0.7458406 0.7276603 0.7277880 0.7460636 0.7307568 0.7093488 0.7067690 0.7422486 0.7229689 0.7561600 0.7309592 0.7611462 0.7502123 0.7484874 0.7745706
0.8815840 0.8859508 0.8885098 0.8796169 0.8753102 0.8740479 0.8947908 0.8949223 0.8924682 0.8993483 0.8871603 0.8975259 0.8782855 0.8876713 0.8971255 0.8821638 0.9001174 0.8939490 0.8915782 0.8859857 0.8841498 0.8808901 0.8785476 0.8807302 0.8937524 0.8859858 0.8923131 0.8823968 0.8854120 0.8937968 0.8957479 0.8978621 0.9047579 0.8630401 0.9031446 0.9047392 0.8944412 0.8945997 0.8985514 0.8792103 0.8978520 0.8929666 0.8915311 0.8900604 0.8865991 0.8933411 0.8886213 0.8886324 0.8899972 0.8871733 0.8901246 0.8810222 0.8894617 0.8866516 0.9053311 0.8959173 0.9133623 0.9023836 0.9128020 0.9117052
0.7802936 0.7889176 0.7881935 0.7783391 0.7815645 0.7835782 0.8162110 0.8213626 0.8055796 0.8229263 0.8025536 0.8169977 0.8146017 0.8142345 0.8251428 0.8038101 0.8253590 0.8116768 0.8052389 0.7953341 0.7945115 0.7912353 0.7873368 0.7786044 0.7850654 0.7688577 0.7840885 0.7683193 0.7471200 0.7914622 0.8128886 0.8146595 0.8341628 0.7706756 0.8149335 0.8150894 0.8265021 0.8291517 0.8229072 0.8007660 0.8151003 0.8208513 0.7948566 0.7868032 0.7849739 0.8014653 0.7766986 0.7730292 0.7676709 0.7545563 0.7579255 0.7170314 0.7442081 0.7549844 0.8519402 0.8394745 0.8492826 0.8369308 0.8412126 0.8466434
0.6703165 0.7040421 0.7014773 0.6883174 0.6764860 0.6680704 0.7096480 0.7236717 0.6985613 0.7255716 0.7016285 0.7195888 0.7096950 0.6992922 0.7206470 0.7043795 0.7176215 0.7061523 0.6995346 0.6932719 0.6897985 0.6778643 0.6812980 0.6814785 0.7174289 0.6796525 0.7037881 0.6883118 0.7010131 0.7128273 0.7039351 0.7067500 0.7316430 0.6776771 0.7210517 0.7176677 0.7087933 0.7189358 0.6942018 0.6963769 0.7129661 0.7146632 0.7185428 0.7122324 0.6978807 0.7159948 0.7026215 0.6996221 0.7048128 0.6979207 0.6942126 0.6979192 0.7083550 0.6838730 0.7288535 0.6865764 0.7422942 0.7255975 0.7257699 0.7437641
0.8397910 0.8220110 0.8376255 0.8372598 0.8330752 0.8324025 0.8555581 0.8528720 0.8526542 0.8563437 0.8504119 0.8433683 0.8475606 0.8349183 0.8499332 0.8492643 0.8508498 0.8502080 0.8515781 0.8451836 0.8449757 0.8423749 0.8438670 0.8383563 0.8531152 0.8535529 0.8490251 0.8540432 0.8470547 0.8508898 0.8636197 0.8619987 0.8611355 0.8244666 0.8626358 0.8650903 0.8518892 0.8556312 0.8516173 0.8365568 0.8601750 0.8659696 0.8507487 0.8441900 0.8496971 0.8478236 0.8511229 0.8491771 0.8528325 0.8445417 0.8406462 0.8444867 0.8395328 0.8414461 0.8617341 0.8552414 0.8702964 0.8781449 0.8768541 0.8750225
0.8663275 0.8647325 0.8685263 0.8621046 0.8631784 0.8649530 0.8735480 0.8732506 0.8811211 0.8787209 0.8706554 0.8775043 0.8594397 0.8647660 0.8775000 0.8690146 0.8802633 0.8745797 0.8714838 0.8669070 0.8659988 0.8629456 0.8642253 0.8649085 0.8747191 0.8679958 0.8722862 0.8651123 0.8681679 0.8740397 0.8820896 0.8817181 0.8868008 0.8410439 0.8885471 0.8908925 0.8736652 0.8746996 0.8753132 0.8575688 0.8825760 0.8824717 0.8694815 0.8688503 0.8741282 0.8731757 0.8755829 0.8687191 0.8707642 0.8657532 0.8720435 0.8630652 0.8685561 0.8669657 0.8868834 0.8812124 0.8959979 0.8906624 0.8971227 0.8953167
0.9415257 0.9409053 0.9460841 0.9408497 0.9427231 0.9417783 0.9491550 0.9388331 0.9345415 0.9422433 0.9344498 0.9349376 0.9369825 0.9086865 0.9415657 0.9484059 0.9424966 0.9416438 0.9411376 0.9496065 0.9444688 0.9558498 0.9408247 0.9435942 0.9364960 0.9434796 0.9361969 0.9419474 0.9368607 0.9331715 0.9469838 0.9424818 0.9494884 0.9381953 0.9386810 0.9449580 0.9414021 0.9307796 0.9520169 0.9438795 0.9440671 0.9458531 0.9410998 0.9403571 0.9418504 0.9310159 0.9324648 0.9403465 0.9371438 0.9398899 0.9370923 0.9245695 0.9385417 0.9494604 0.9437800 0.9441114 0.9463375 0.9603224 0.9437490 0.9458457
0.8236283 0.8194042 0.8305221 0.8219645 0.8240358 0.8152857 0.8312644 0.8322695 0.8371122 0.8416514 0.8167688 0.8303670 0.8131273 0.8257243 0.8353133 0.8212396 0.8394108 0.8308595 0.8342477 0.8254180 0.8186704 0.8063255 0.8161077 0.8140015 0.8390941 0.8335611 0.8350572 0.8258346 0.8251157 0.8342908 0.8455059 0.8435439 0.8476973 0.7951738 0.8488660 0.8467874 0.8340873 0.8343743 0.8345158 0.8078159 0.8412355 0.8365384 0.8318097 0.8276324 0.8186837 0.8291997 0.8236652 0.8258015 0.8285612 0.8226964 0.8267558 0.8198563 0.8232372 0.8228179 0.8516280 0.8444750 0.8591486 0.8481021 0.8563845 0.8555397
0.8608330 0.8475732 0.8590897 0.8630902 0.8544894 0.8588169 0.8729341 0.8682406 0.8794985 0.8786833 0.8705110 0.8774225 0.8653805 0.8639156 0.8813186 0.8806535 0.8766044 0.8816945 0.8704118 0.8647296 0.8651002 0.8651421 0.8647240 0.8692818 0.8690604 0.8667974 0.8658380 0.8657541 0.8636173 0.8689801 0.8888470 0.8860897 0.8919468 0.8650636 0.8835837 0.8942349 0.8822485 0.8771489 0.8898833 0.8755663 0.8830744 0.8940365 0.8761573 0.8714857 0.8711166 0.8707139 0.8642600 0.8617968 0.8662871 0.8629754 0.8639460 0.8585090 0.8517658 0.8608130 0.8913231 0.8881550 0.9002721 0.9010393 0.9009369 0.9040436
0.8417357 0.8414899 0.8391278 0.8372808 0.8333387 0.8393822 0.8376357 0.8455166 0.8436228 0.8412605 0.8340912 0.8405242 0.8362334 0.8401837 0.8445287 0.8460149 0.8465730 0.8420263 0.8389476 0.8420675 0.8430348 0.8378223 0.8408308 0.8426613 0.8368561 0.8386497 0.8444067 0.8365653 0.8424795 0.8423440 0.8421182 0.8528365 0.8419258 0.8300881 0.8399131 0.8513382 0.8434049 0.8519634 0.8481895 0.8359909 0.8363367 0.8500413 0.8457940 0.8419537 0.8387398 0.8346643 0.8431065 0.8441150 0.8335894 0.8402651 0.8409434 0.8270232 0.8361074 0.8344141 0.9016145 0.8501898 0.8494625 0.8500035 0.8520391 0.8496077
0.8532247 0.8444812 0.8442538 0.8522845 0.8433412 0.8439248 0.8596769 0.8557814 0.8558130 0.8601693 0.8524321 0.8540633 0.8422636 0.8449457 0.8536195 0.8543473 0.8597680 0.8562631 0.8555546 0.8596306 0.8515395 0.8498627 0.8562877 0.8550187 0.8571187 0.8605892 0.8566993 0.8553654 0.8607074 0.8585033 0.8795757 0.8777117 0.8770861 0.8409027 0.8757476 0.8786623 0.8694165 0.8695428 0.8760953 0.8575949 0.8756226 0.8758910 0.8703789 0.8657580 0.8665273 0.8671647 0.8676627 0.8658758 0.8628890 0.8608587 0.8605901 0.8589281 0.8574050 0.8558252 0.8809226 0.8783145 0.8831805 0.8882834 0.8889073 0.8842902
0.8588187 0.8581852 0.8612256 0.8596715 0.8574446 0.8579950 0.8600839 0.8595750 0.8643403 0.8648586 0.8589243 0.8617902 0.8539601 0.8575172 0.8633786 0.8608290 0.8658822 0.8624892 0.8601543 0.8594245 0.8578640 0.8546573 0.8572665 0.8520482 0.8614993 0.8601309 0.8591539 0.8541229 0.8546991 0.8606138 0.8690812 0.8679736 0.8697905 0.8420869 0.8710651 0.8708548 0.8615887 0.8607689 0.8676317 0.8572357 0.8680658 0.8681550 0.8602884 0.8603428 0.8632336 0.8607820 0.8620584 0.8571797 0.8604729 0.8576715 0.8615411 0.8510411 0.8559333 0.8571981 0.8732880 0.8690195 0.8800614 0.8780548 0.8820105 0.8782950
0.6798220 0.6949273 0.7067028 0.6932146 0.6965306 0.6934345 0.7066092 0.7232421 0.6967159 0.7178828 0.7079335 0.7219920 0.6928987 0.7086098 0.7167353 0.7043288 0.7257556 0.7050839 0.7126044 0.6933172 0.7001128 0.6981698 0.6860183 0.6937211 0.7088805 0.6848521 0.7031594 0.6840243 0.7016474 0.7153847 0.7167561 0.7068387 0.7285087 0.6710759 0.7173696 0.7261600 0.7170606 0.7144285 0.7064793 0.7034124 0.7340431 0.7309365 0.7110729 0.7076873 0.7024702 0.7024344 0.7063414 0.7014948 0.7023852 0.6921855 0.6838811 0.6819799 0.6961887 0.6816630 0.7398086 0.7201623 0.7480092 0.7472549 0.7369144 0.7473306
0.7538085 0.7655722 0.7679758 0.7568306 0.7750821 0.7711115 0.8010931 0.7994164 0.7964523 0.8022960 0.7974508 0.7998286 0.7801069 0.7921386 0.8024004 0.7985535 0.8110002 0.8017303 0.7917535 0.7795821 0.7897338 0.7957057 0.8004812 0.7941175 0.7899693 0.7825221 0.7878123 0.7739279 0.7942656 0.8098416 0.8084982 0.8034836 0.8101671 0.7616730 0.8126121 0.8112982 0.8000719 0.8008065 0.8074895 0.7970950 0.8159646 0.8163416 0.8020635 0.7974219 0.7971091 0.7919225 0.8081037 0.8050724 0.7887000 0.7854515 0.7889691 0.7817194 0.7925597 0.7946192 0.8080714 0.7871819 0.8027252 0.8111200 0.8082278 0.8047049
0.7270387 0.7469228 0.7245373 0.7379948 0.7364795 0.7345588 0.7549295 0.7725774 0.7690098 0.7651930 0.7627301 0.7690413 0.7173844 0.7512265 0.7712353 0.7426423 0.7818787 0.7759948 0.7520718 0.7687316 0.7642917 0.7583060 0.7664076 0.7655808 0.7627384 0.7640583 0.7646068 0.7452147 0.7613926 0.7514904 0.7904504 0.7866028 0.8013373 0.7508448 0.7930751 0.8016685 0.7791564 0.7811843 0.7960058 0.7830491 0.7974179 0.7982048 0.7648264 0.7711897 0.7754282 0.7691622 0.7803511 0.7704871 0.7329712 0.7578425 0.7638971 0.7479807 0.7539925 0.7496020 0.8001570 0.7917760 0.8136968 0.8088395 0.8236487 0.8133381
0.8958347 0.8985297 0.8974824 0.8938281 0.8962398 0.8991593 0.9019436 0.9087915 0.9082728 0.9047228 0.9052949 0.9090761 0.8911236 0.8982754 0.9089133 0.9018175 0.9119909 0.9114061 0.8978006 0.9066731 0.9044183 0.8969283 0.9023648 0.9044684 0.8994087 0.9046743 0.9033845 0.8934417 0.9052494 0.9038149 0.9127926 0.9159760 0.9184229 0.8765180 0.9170022 0.9214661 0.9068014 0.9093587 0.9195857 0.8985024 0.9183038 0.9214789 0.8996050 0.9011895 0.9066062 0.8990656 0.9044716 0.9044993 0.8914705 0.8961726 0.8995859 0.8897275 0.8950408 0.8941862 0.9170267 0.9176476 0.9259028 0.9219391 0.9298280 0.9271566
0.8257868 0.8452580 0.8206951 0.8620907 0.8622482 0.8235864 0.8277811 0.8279458 0.8646437 0.8578928 0.8492378 0.8403937 0.8544074 0.8422058 0.8239802 0.8182514 0.8256785 0.8575383 0.8409157 0.8247554 0.8280935 0.8216650 0.8665143 0.8526783 0.8632938 0.8230054 0.8441133 0.8452079 0.8433054 0.8508232 0.8636947 0.8473416 0.8475183 0.8257978 0.8244245 0.8228195 0.8251105 0.8521613 0.8269911 0.8758410 0.8212369 0.8308693 0.8539507 0.8265612 0.8418370 0.8449308 0.8504037 0.8239887 0.8591841 0.8383993 0.8466854 0.8445384 0.8606004 0.8682294 0.8559709 0.8671407 0.8367381 0.8217936 0.8454901 0.8513665
0.7590288 0.7840670 0.7544113 0.7555590 0.7594061 0.7622966 0.7553276 0.7529950 0.7310480 0.7354273 0.7607170 0.7545045 0.7298333 0.7235708 0.7235327 0.7269221 0.7285569 0.7342267 0.7483034 0.7528300 0.7572277 0.7599408 0.7536790 0.7548080 0.7512144 0.7587111 0.7498639 0.7583085 0.7627113 0.7586067 0.7510374 0.7542462 0.7208685 0.7347404 0.7184840 0.7277357 0.7190634 0.7222217 0.7221860 0.7085333 0.7216233 0.7220491 0.7201492 0.7177749 0.7189392 0.7158043 0.7214864 0.7196856 0.7238544 0.7261155 0.7231174 0.7189829 0.7149473 0.7170855 0.7274024 0.7244147 0.7374523 0.7421916 0.7289914 0.7300185
0.7434743 0.7543813 0.7593525 0.7388043 0.7430629 0.7428740 0.7766408 0.7874675 0.7651459 0.7911681 0.7672726 0.7915543 0.7575963 0.7666569 0.7798519 0.7588700 0.7838969 0.7679927 0.7775904 0.7660950 0.7640905 0.7549704 0.7507984 0.7551120 0.7898357 0.7588756 0.7815135 0.7629434 0.7660144 0.7842843 0.7645707 0.7745927 0.7923668 0.7212681 0.7744434 0.7697405 0.7878354 0.7933261 0.7662604 0.7566558 0.7713130 0.7733260 0.7813923 0.7793552 0.7695973 0.7918616 0.7590090 0.7606569 0.7890221 0.7854162 0.7564293 0.7586542 0.7805592 0.7739139 0.7817491 0.7630294 0.7995475 0.7726343 0.7719571 0.8014908
0.7403920 0.7302294 0.7328370 0.7355353 0.7344720 0.7345844 0.7512704 0.7522369 0.7526313 0.7510443 0.7483764 0.7544752 0.7441196 0.7423964 0.7538700 0.7541384 0.7536706 0.7514107 0.7539342 0.7620385 0.7513780 0.7488984 0.7459535 0.7472584 0.7553654 0.7556286 0.7512112 0.7554130 0.7545054 0.7547552 0.7691501 0.7678469 0.7711367 0.7147196 0.7700638 0.7726812 0.7593832 0.7630992 0.7729517 0.7488377 0.7701050 0.7741297 0.7612541 0.7565217 0.7606945 0.7570372 0.7571384 0.7565639 0.7577558 0.7538549 0.7559836 0.7563008 0.7473978 0.7464699 0.7728385 0.7694990 0.7792010 0.7816222 0.7834425 0.7820820
0.6685442 0.7041670 0.6835105 0.6861505 0.6864878 0.6873025 0.7018878 0.7128652 0.7073878 0.7139117 0.6934822 0.7143963 0.6409312 0.6783060 0.7072106 0.6907491 0.7222781 0.6876010 0.7056768 0.6916910 0.6972546 0.6750595 0.6720332 0.6967722 0.7121214 0.6790937 0.7025093 0.6872099 0.6920813 0.7197489 0.7104109 0.6919400 0.7303015 0.7106415 0.7012343 0.7183027 0.7121899 0.7165645 0.7007730 0.6763195 0.7129851 0.7136417 0.7163586 0.7071063 0.7046202 0.7060355 0.6964565 0.6878871 0.7052158 0.7016983 0.6770540 0.6873551 0.6947298 0.6978592 0.7375567 0.7033549 0.7437142 0.7118311 0.7188243 0.7446025
0.8773936 0.8693061 0.8677212 0.8754999 0.8697563 0.8703335 0.8879566 0.8863043 0.8858344 0.8916844 0.8841306 0.8856603 0.8774554 0.8792275 0.8853886 0.8881988 0.8910063 0.8890872 0.8845091 0.8879776 0.8816363 0.8816198 0.8833520 0.8819054 0.8827686 0.8876560 0.8829704 0.8843076 0.8848792 0.8828205 0.8964785 0.8954379 0.8950200 0.8575887 0.8935375 0.8981209 0.8900722 0.8889494 0.8959356 0.8787547 0.8953767 0.8977941 0.8883161 0.8826366 0.8832453 0.8858240 0.8829889 0.8819234 0.8796083 0.8781584 0.8803505 0.8797153 0.8737631 0.8727325 0.8979655 0.8963677 0.8972316 0.9050495 0.9023087 0.8993706
0.7434515 0.7655226 0.7593142 0.7397133 0.7561629 0.7586890 0.7743106 0.7839712 0.7579621 0.7794511 0.7717407 0.7842214 0.7584312 0.7626396 0.7777956 0.7468641 0.7818768 0.7613076 0.7608712 0.7543588 0.7627997 0.7639223 0.7432029 0.7481922 0.7630426 0.7399598 0.7659785 0.7416044 0.7484872 0.7683753 0.7707371 0.7763125 0.7953157 0.7288008 0.7719919 0.7748503 0.7812713 0.7914772 0.7742274 0.7646748 0.7750969 0.7848181 0.7762003 0.7719562 0.7627503 0.7768411 0.7545493 0.7606806 0.7676072 0.7663550 0.7432209 0.7379685 0.7664324 0.7587956 0.7896472 0.7690088 0.8040982 0.7916813 0.7849313 0.7989319
0.6877254 0.7053734 0.7113358 0.6846748 0.6832900 0.6910351 0.7293116 0.7338238 0.7114623 0.7399514 0.7069217 0.7388088 0.6921126 0.7011324 0.7371647 0.6995554 0.7280703 0.7117995 0.7148499 0.6808998 0.7016281 0.6836127 0.6882893 0.6959015 0.7188880 0.6784671 0.7149185 0.6925001 0.6922555 0.7272492 0.7139209 0.7199841 0.7442654 0.7244700 0.7131333 0.7302528 0.7287403 0.7412122 0.7167906 0.7007618 0.7139869 0.7344528 0.7207309 0.7152642 0.7101709 0.7254122 0.6865136 0.7064921 0.7236852 0.7095084 0.6832900 0.6812856 0.7115703 0.7049459 0.7390640 0.7243663 0.7590339 0.7327460 0.7200930 0.7586060
0.8373942 0.8552822 0.8529838 0.8386726 0.8486500 0.8501319 0.8658099 0.8640607 0.8467860 0.8657092 0.8526851 0.8656339 0.8449612 0.8573266 0.8718611 0.8542995 0.8746111 0.8501573 0.8640734 0.8517289 0.8478615 0.8528424 0.8481566 0.8525233 0.8681690 0.8498275 0.8629672 0.8503723 0.8512515 0.8738695 0.8587388 0.8537597 0.8701146 0.8294660 0.8584106 0.8621577 0.8619615 0.8660767 0.8608911 0.8532369 0.8633002 0.8552388 0.8669187 0.8649838 0.8453902 0.8609578 0.8513817 0.8524779 0.8610022 0.8587606 0.8498218 0.8489661 0.8573724 0.8618817 0.8744414 0.8570054 0.8737569 0.8714925 0.8688554 0.8752642
0.7276987 0.7423752 0.7414711 0.7194908 0.7405476 0.7414070 0.7552471 0.7641522 0.7324702 0.7627746 0.7462886 0.7668701 0.7336694 0.7354857 0.7667592 0.7277196 0.7680704 0.7336228 0.7511049 0.7400763 0.7411461 0.7405379 0.7313658 0.7389019 0.7639885 0.7334966 0.7568030 0.7384751 0.7489634 0.7642985 0.7455689 0.7459628 0.7826569 0.7019498 0.7515394 0.7652739 0.7502213 0.7688690 0.7516452 0.7399194 0.7616403 0.7632876 0.7637652 0.7514040 0.7499474 0.7645055 0.7559933 0.7431194 0.7679623 0.7498266 0.7360563 0.7451113 0.7600938 0.7474439 0.7661965 0.7440810 0.7883619 0.7695205 0.7635101 0.7894370
0.7213572 0.7217905 0.7172287 0.7200038 0.7151386 0.7154650 0.7421074 0.7443871 0.7438362 0.7461532 0.7448153 0.7461347 0.7307713 0.7289167 0.7446843 0.7414444 0.7528027 0.7474173 0.7376599 0.7409469 0.7366559 0.7335536 0.7371023 0.7328826 0.7446135 0.7432471 0.7373630 0.7383270 0.7451303 0.7402324 0.7701091 0.7701220 0.7669865 0.7093780 0.7722148 0.7712662 0.7532549 0.7567429 0.7642800 0.7400833 0.7678011 0.7680704 0.7456740 0.7416529 0.7450993 0.7456312 0.7480576 0.7439338 0.7407867 0.7402201 0.7363768 0.7345001 0.7354254 0.7297017 0.7694086 0.7699973 0.7838187 0.7818019 0.7889128 0.7841732
0.7655596 0.7595181 0.7471224 0.7604505 0.7563125 0.7505641 0.7803430 0.7738981 0.7693737 0.7792169 0.7699525 0.7651142 0.7661923 0.7690103 0.7696335 0.7823752 0.7802802 0.7713157 0.7747373 0.7777913 0.7632725 0.7678961 0.7681516 0.7676029 0.7673622 0.7685356 0.7633341 0.7625047 0.7717964 0.7653928 0.7889066 0.7883439 0.7861585 0.7336366 0.7837408 0.7857592 0.7823728 0.7806720 0.7856119 0.7664952 0.7887139 0.7872184 0.7815742 0.7739123 0.7652490 0.7642761 0.7691575 0.7616651 0.7675810 0.7619567 0.7602381 0.7603949 0.7522169 0.7452147 0.7961660 0.7924203 0.7960163 0.8067510 0.8081721 0.8018718
